date,country,location,name,videolink,VL,VR,start,end,redownload,recfr,reclip
2024,Panama,Bocas,2024bocas,1Satzepf6AxMlRIPrOFO33fAKcrxJlnaa,smalle4calL,smalle4calR,1,5400,0,0,0
