date,country,location,VL,linkL,VR,linkR,start,end,offset,name,redownload,recfr,reclip
2017,Belize,Hangman,174159-2_L,1DvkhoebXzOrJLv8ZfeKdwzJi0IyRy_nZ,174157-1_R,1kGIRJOB2PoSA2_UQF0Vl7v7FkYzBlcm0,13850,14500,32,2017hangman,TRUE,TRUE,TRUE
