camera	frame	cX	cY	area	minI	maxI	meanI
right	241	120	65	1.5	112.0	135.0	120.0
right	241	295	212	4.0	117.0	168.0	131.0
left	242	359	212	1.5	121.0	154.0	138.6
right	242	120	65	1.5	112.0	135.0	120.0
right	242	295	212	4.0	117.0	168.0	131.0
left	243	359	212	3.5	112.0	148.0	128.75
right	243	120	65	1.5	127.0	144.0	129.0
right	243	295	213	2.5	113.0	149.0	130.33333333333331
left	244	359	212	3.5	112.0	148.0	128.75
right	244	120	65	1.5	127.0	144.0	129.0
right	244	295	213	1.0	140.0	149.0	140.25
left	245	359	212	3.5	112.0	148.0	128.75
right	245	120	65	1.5	127.0	144.0	129.0
right	245	295	213	1.0	134.0	151.0	139.5
left	246	359	211	3.0	114.0	157.0	132.28571428571428
right	246	120	65	1.5	127.0	144.0	129.0
right	246	295	213	2.5	112.0	154.0	129.16666666666666
left	247	359	211	3.0	114.0	157.0	132.28571428571428
right	247	121	65	1.0	119.0	140.0	124.2
right	247	295	212	4.0	113.0	175.0	134.25
left	248	359	211	3.0	114.0	157.0	132.28571428571428
right	248	121	65	1.0	119.0	140.0	124.2
right	248	295	212	4.0	113.0	175.0	134.25
left	249	359	211	3.0	114.0	157.0	132.28571428571428
right	249	121	65	1.0	119.0	140.0	124.2
right	249	295	212	4.0	113.0	175.0	134.25
left	250	360	212	3.0	129.0	168.0	141.0
right	250	121	65	1.0	119.0	140.0	124.2
right	250	295	212	4.0	113.0	175.0	134.25
left	251	360	212	3.0	129.0	168.0	141.0
right	251	120	65	2.0	117.0	142.0	120.83333333333333
right	251	295	212	3.0	121.0	169.0	138.0
left	252	360	212	3.0	129.0	168.0	141.0
right	252	120	65	2.0	117.0	142.0	120.83333333333333
right	252	295	212	3.0	121.0	169.0	138.0
left	253	360	212	3.0	129.0	168.0	141.0
right	253	120	65	2.0	117.0	142.0	120.83333333333333
right	253	295	212	3.0	121.0	169.0	138.0
left	254	359	212	2.0	113.0	155.0	132.33333333333331
right	254	120	65	2.0	117.0	142.0	120.83333333333333
right	254	295	212	3.0	121.0	169.0	138.0
left	255	359	212	2.0	113.0	155.0	132.33333333333331
right	255	120	65	2.0	115.0	137.0	120.33333333333333
right	255	295	213	2.0	122.0	168.0	135.16666666666666
left	256	359	212	2.0	113.0	155.0	132.33333333333331
right	256	120	65	2.0	115.0	137.0	120.33333333333333
right	256	295	213	2.0	122.0	168.0	135.16666666666666
left	257	359	212	2.0	113.0	155.0	132.33333333333331
right	257	120	65	2.0	115.0	137.0	120.33333333333333
right	257	295	213	2.0	122.0	168.0	135.16666666666666
left	258	359	212	2.5	112.0	156.0	134.16666666666666
right	258	294	213	3.5	114.0	168.0	130.875
left	259	359	212	2.5	112.0	156.0	134.16666666666666
right	259	294	213	3.5	114.0	168.0	130.875
left	260	359	212	2.5	112.0	156.0	134.16666666666666
right	260	294	213	3.5	114.0	168.0	130.875
left	261	359	212	2.0	113.0	151.0	133.33333333333331
right	261	294	213	3.5	114.0	168.0	130.875
left	262	359	212	2.0	113.0	151.0	133.33333333333331
right	262	120	65	2.5	112.0	151.0	127.375
right	262	295	213	4.5	113.0	177.0	133.44444444444443
left	263	359	212	2.0	113.0	151.0	133.33333333333331
right	263	120	65	2.5	112.0	151.0	127.375
right	263	295	213	4.5	113.0	177.0	133.44444444444443
left	264	359	212	2.0	113.0	151.0	133.33333333333331
right	264	120	65	2.5	112.0	151.0	127.375
right	264	295	213	4.5	113.0	177.0	133.44444444444443
left	265	359	212	2.0	116.0	157.0	139.33333333333331
right	265	120	65	2.5	112.0	151.0	127.375
right	265	295	213	4.5	113.0	177.0	133.44444444444443
left	266	359	212	2.0	116.0	157.0	139.33333333333331
right	266	120	65	0.5	116.0	135.0	119.66666666666666
right	266	295	213	3.0	119.0	176.0	139.28571428571428
left	267	359	212	2.0	116.0	157.0	139.33333333333331
right	267	120	65	0.5	116.0	135.0	119.66666666666666
right	267	295	213	3.0	119.0	176.0	139.28571428571428
left	268	359	212	2.0	116.0	157.0	139.33333333333331
right	268	120	65	0.5	116.0	135.0	119.66666666666666
right	268	295	213	3.0	119.0	176.0	139.28571428571428
left	269	359	212	2.5	114.0	166.0	133.57142857142856
right	269	120	65	0.5	116.0	135.0	119.66666666666666
right	269	295	213	3.0	119.0	176.0	139.28571428571428
left	270	359	212	2.5	114.0	166.0	133.57142857142856
right	270	121	65	1.0	115.0	134.0	121.60000000000001
right	270	295	212	3.0	113.0	159.0	132.7142857142857
left	271	359	212	2.5	114.0	166.0	133.57142857142856
right	271	121	65	1.0	115.0	134.0	121.60000000000001
right	271	295	212	3.0	113.0	159.0	132.7142857142857
left	272	359	212	2.5	114.0	166.0	133.57142857142856
right	272	121	65	1.0	115.0	134.0	121.60000000000001
right	272	295	212	3.0	113.0	159.0	132.7142857142857
left	273	359	212	1.5	113.0	154.0	134.20000000000002
right	273	120	65	1.5	119.0	141.0	126.60000000000001
right	273	295	213	1.5	136.0	161.0	143.6
left	274	359	212	1.5	113.0	154.0	134.20000000000002
right	274	120	65	1.5	119.0	141.0	126.60000000000001
right	274	295	213	1.5	136.0	161.0	143.6
left	275	359	212	1.5	113.0	154.0	134.20000000000002
right	275	120	65	1.5	119.0	141.0	126.60000000000001
right	275	295	213	1.5	136.0	161.0	143.6
left	276	359	212	1.5	114.0	165.0	142.4
right	276	120	65	1.5	119.0	141.0	126.60000000000001
right	276	295	213	1.5	136.0	161.0	143.6
left	277	359	212	1.5	114.0	165.0	142.4
right	277	120	65	1.5	115.0	138.0	119.66666666666666
right	277	295	213	3.0	114.0	150.0	127.71428571428571
left	278	359	212	1.5	114.0	165.0	142.4
right	278	120	65	1.5	115.0	138.0	119.66666666666666
right	278	295	213	3.0	114.0	150.0	127.71428571428571
left	279	359	212	1.5	114.0	165.0	142.4
right	279	120	65	1.5	115.0	138.0	119.66666666666666
right	279	295	213	3.0	114.0	150.0	127.71428571428571
left	280	359	211	4.0	112.0	154.0	130.5
right	280	120	65	1.5	115.0	138.0	119.66666666666666
right	280	295	213	3.0	114.0	150.0	126.71428571428571
left	281	359	211	4.0	112.0	154.0	130.5
right	281	120	65	2.0	112.0	141.0	119.85714285714285
right	281	295	213	2.5	113.0	155.0	132.33333333333331
left	282	359	211	4.0	112.0	154.0	130.5
right	282	120	65	2.0	112.0	141.0	119.85714285714285
right	282	295	213	2.5	113.0	155.0	132.33333333333331
left	283	359	211	4.0	112.0	154.0	130.5
right	283	120	65	2.0	112.0	141.0	119.85714285714285
right	283	295	213	2.5	113.0	155.0	132.33333333333331
left	284	359	212	5.0	113.0	158.0	130.0
right	284	120	65	2.0	112.0	141.0	119.85714285714285
right	284	295	213	2.5	113.0	155.0	132.33333333333331
left	285	359	212	5.0	113.0	158.0	130.0
right	285	121	65	1.0	115.0	131.0	118.0
right	285	295	213	3.0	121.0	156.0	133.0
left	286	359	212	5.0	113.0	158.0	130.0
right	286	121	65	1.0	115.0	131.0	118.0
right	286	295	213	3.0	119.0	157.0	132.85714285714286
left	287	359	212	5.0	113.0	158.0	130.0
right	287	121	65	1.0	115.0	131.0	118.0
right	287	295	213	3.0	121.0	156.0	133.0
left	288	359	212	2.5	114.0	163.0	135.7142857142857
right	288	120	65	0.5	124.0	162.0	135.0
right	288	295	213	3.0	115.0	155.0	126.85714285714285
left	289	359	212	2.5	114.0	163.0	135.7142857142857
right	289	120	65	0.5	124.0	162.0	135.0
right	289	295	213	3.0	115.0	155.0	126.85714285714285
left	290	359	212	2.5	114.0	163.0	135.7142857142857
right	290	120	65	0.5	124.0	162.0	135.0
right	290	295	213	3.0	115.0	155.0	126.85714285714285
right	291	120	65	0.5	124.0	162.0	135.0
right	291	295	213	3.0	115.0	155.0	126.85714285714285
right	292	121	65	1.0	114.0	144.0	129.20000000000002
right	293	121	65	1.0	114.0	144.0	129.20000000000002
right	294	121	65	1.0	114.0	144.0	129.20000000000002
right	295	121	65	1.0	114.0	144.0	129.20000000000002
right	296	120	65	2.0	112.0	152.0	130.0
right	297	120	65	2.0	112.0	152.0	130.0
right	298	120	65	2.0	112.0	152.0	130.0
right	299	120	65	2.0	112.0	152.0	130.0
right	300	120	65	0.5	112.0	126.0	114.0
right	301	120	65	0.5	112.0	126.0	114.0
right	302	120	65	0.5	112.0	126.0	114.0
right	303	120	65	2.0	111.0	148.0	121.28571428571428
right	304	120	65	2.0	111.0	148.0	121.28571428571428
right	305	120	65	2.0	111.0	148.0	121.28571428571428
right	306	120	65	2.0	111.0	148.0	121.28571428571428
right	307	120	65	2.0	114.0	156.0	127.16666666666666
right	308	120	65	2.0	114.0	156.0	127.16666666666666
right	309	120	65	2.0	114.0	156.0	127.16666666666666
right	310	120	65	2.0	114.0	156.0	127.16666666666666
right	311	120	65	1.5	126.0	154.0	129.20000000000002
right	311	336	451	1.0	111.0	255.0	249.58346333853356
right	312	120	65	1.5	126.0	154.0	129.20000000000002
right	312	336	451	1.0	111.0	255.0	249.58346333853356
right	313	120	65	1.5	126.0	154.0	129.20000000000002
right	313	336	451	1.0	111.0	255.0	249.58346333853356
right	314	120	65	1.5	126.0	154.0	129.20000000000002
right	314	336	451	1.0	111.0	255.0	249.58346333853356
right	315	121	65	1.0	119.0	144.0	123.4
right	316	121	65	1.0	119.0	144.0	123.4
right	317	121	65	1.0	119.0	144.0	123.4
right	318	120	65	0.5	112.0	120.0	115.33333333333333
right	319	120	65	0.5	112.0	120.0	115.33333333333333
right	320	120	65	0.5	112.0	120.0	115.33333333333333
right	321	120	65	0.5	112.0	120.0	115.33333333333333
right	322	120	65	1.5	112.0	131.0	121.60000000000001
right	323	120	65	1.5	112.0	131.0	121.60000000000001
right	324	120	65	1.5	112.0	131.0	121.60000000000001
right	325	120	65	1.5	112.0	131.0	121.60000000000001
right	326	120	65	2.0	115.0	137.0	123.66666666666666
right	327	120	65	2.0	115.0	137.0	123.66666666666666
right	328	120	65	2.0	115.0	137.0	123.66666666666666
right	329	120	65	2.0	115.0	137.0	123.66666666666666
right	330	120	65	1.5	119.0	129.0	119.60000000000001
right	330	294	269	2.0	121.0	145.0	132.66666666666666
right	331	120	65	1.5	119.0	129.0	119.60000000000001
right	331	294	269	2.0	121.0	145.0	132.66666666666666
right	332	120	65	1.5	119.0	129.0	119.60000000000001
right	332	294	269	2.0	121.0	145.0	132.66666666666666
left	333	358	269	2.5	114.0	163.0	129.33333333333331
right	333	294	269	2.0	116.0	152.0	130.83333333333331
left	334	358	269	2.5	114.0	163.0	129.33333333333331
right	334	293	269	1.5	114.0	152.0	132.6
left	335	358	269	2.5	114.0	163.0	129.33333333333331
right	335	294	269	2.0	113.0	152.0	129.5
left	336	358	269	2.5	114.0	163.0	129.33333333333331
right	336	294	269	2.0	116.0	152.0	130.83333333333331
left	337	358	269	2.0	116.0	150.0	123.83333333333333
right	337	120	65	2.0	123.0	141.0	126.5
right	337	294	269	2.5	114.0	154.0	136.28571428571428
left	338	358	269	2.0	116.0	150.0	123.83333333333333
right	338	120	65	2.0	123.0	141.0	126.5
right	338	294	269	2.5	114.0	154.0	136.28571428571428
left	339	358	269	2.0	116.0	150.0	123.83333333333333
right	339	120	65	2.0	123.0	141.0	126.5
right	339	294	269	2.5	114.0	154.0	136.28571428571428
left	340	358	269	1.5	126.0	152.0	130.0
right	340	120	65	2.0	123.0	141.0	126.5
right	340	294	269	2.5	114.0	154.0	136.28571428571428
left	341	358	269	1.5	126.0	152.0	130.0
right	341	121	65	1.0	113.0	136.0	122.80000000000001
right	341	294	269	2.5	117.0	169.0	135.85714285714286
left	342	358	269	1.5	126.0	152.0	130.0
right	342	121	65	1.0	113.0	136.0	122.80000000000001
right	342	294	269	2.5	117.0	169.0	135.85714285714286
left	343	358	269	1.5	126.0	152.0	130.0
right	343	121	65	1.0	113.0	136.0	122.80000000000001
right	343	294	269	2.5	117.0	169.0	135.85714285714286
left	344	358	269	1.0	124.0	134.0	125.25
right	344	121	65	1.0	113.0	136.0	122.80000000000001
right	344	294	269	2.5	117.0	169.0	135.85714285714286
left	345	358	269	1.0	124.0	134.0	125.25
right	345	119	65	0.5	114.0	137.0	119.75
right	345	294	269	2.0	129.0	141.0	129.66666666666666
left	346	358	269	1.0	124.0	134.0	125.25
right	346	119	65	0.5	114.0	137.0	119.75
right	346	294	269	2.0	129.0	141.0	129.66666666666666
left	347	358	269	1.0	124.0	134.0	125.25
right	347	119	65	0.5	114.0	137.0	119.75
right	347	294	269	2.0	129.0	141.0	129.66666666666666
left	348	358	270	1.0	115.0	130.0	120.25
right	348	119	65	0.5	114.0	137.0	119.75
right	348	294	269	2.0	129.0	141.0	129.66666666666666
left	349	358	270	1.0	115.0	130.0	120.25
right	349	120	65	2.0	113.0	138.0	122.0
right	349	294	270	3.5	114.0	144.0	129.375
left	350	358	270	1.0	115.0	130.0	120.25
right	350	120	65	2.0	113.0	138.0	122.0
right	350	294	270	3.5	114.0	144.0	129.375
left	351	358	270	1.0	115.0	130.0	120.25
right	351	120	65	2.0	113.0	138.0	122.0
right	351	294	270	3.5	114.0	144.0	129.375
left	352	358	270	1.0	116.0	144.0	129.25
right	352	294	269	3.5	115.0	152.0	132.5
left	353	358	270	1.0	116.0	144.0	129.25
right	353	294	269	3.5	115.0	152.0	132.5
left	354	358	270	1.0	116.0	144.0	129.25
right	354	294	269	3.5	115.0	152.0	132.5
left	355	358	269	2.5	113.0	152.0	129.33333333333331
right	355	294	269	3.5	115.0	152.0	132.5
left	356	358	269	2.5	113.0	152.0	129.33333333333331
right	356	121	65	1.0	114.0	148.0	127.80000000000001
right	356	294	269	2.0	131.0	156.0	140.5
left	357	358	269	2.5	113.0	152.0	129.33333333333331
right	357	121	65	1.0	114.0	148.0	127.80000000000001
right	357	294	269	2.0	131.0	156.0	140.5
left	358	358	269	2.5	113.0	152.0	129.33333333333331
right	358	121	65	1.0	114.0	148.0	127.80000000000001
right	358	294	269	2.0	131.0	156.0	140.5
left	359	358	270	2.5	114.0	152.0	124.0
left	359	357	326	0.5	115.0	134.0	121.0
right	359	121	65	1.0	114.0	148.0	127.80000000000001
right	359	294	269	2.0	131.0	156.0	140.5
left	360	358	270	2.5	114.0	152.0	124.0
left	360	357	326	0.5	115.0	134.0	121.0
right	360	120	65	2.0	117.0	148.0	126.83333333333333
right	360	294	269	2.0	116.0	144.0	127.0
left	361	358	270	2.5	114.0	152.0	124.0
left	361	357	326	0.5	115.0	134.0	121.0
right	361	120	65	2.0	117.0	148.0	126.83333333333333
right	361	294	269	2.0	116.0	144.0	127.0
left	362	358	270	2.5	114.0	152.0	124.0
left	362	357	326	0.5	115.0	134.0	121.0
right	362	120	65	2.0	117.0	148.0	126.83333333333333
right	362	294	269	2.0	116.0	144.0	127.0
left	363	358	269	2.0	112.0	154.0	128.66666666666666
right	363	120	65	2.0	114.0	148.0	127.0
right	363	294	269	2.0	127.0	165.0	133.66666666666666
left	364	358	269	2.0	112.0	154.0	128.66666666666666
right	364	120	65	2.0	114.0	148.0	127.0
right	364	294	269	2.0	127.0	165.0	133.66666666666666
left	365	358	269	2.0	112.0	154.0	128.66666666666666
right	365	120	65	2.0	114.0	148.0	127.0
right	365	294	269	2.0	127.0	165.0	133.66666666666666
left	366	358	269	2.0	112.0	154.0	128.66666666666666
right	366	120	65	2.0	114.0	148.0	127.0
right	366	294	269	2.0	127.0	165.0	133.66666666666666
left	367	358	269	3.0	115.0	161.0	126.71428571428571
left	367	357	326	0.5	121.0	131.0	121.0
right	367	121	65	1.0	116.0	135.0	117.4
right	367	294	269	1.5	124.0	154.0	136.0
right	367	294	325	0.5	113.0	129.0	115.66666666666666
left	368	358	269	3.0	115.0	161.0	126.71428571428571
left	368	357	326	0.5	121.0	131.0	121.0
right	368	121	65	1.0	116.0	135.0	117.4
right	368	294	269	1.5	124.0	154.0	136.0
right	368	294	325	0.5	113.0	129.0	115.66666666666666
left	369	358	269	3.0	115.0	161.0	126.71428571428571
left	369	357	326	0.5	121.0	131.0	121.0
right	369	121	65	1.0	116.0	135.0	117.4
right	369	294	269	1.5	124.0	154.0	136.0
right	369	294	325	0.5	113.0	129.0	115.66666666666666
left	370	358	269	3.0	116.0	147.0	123.71428571428571
right	370	121	65	1.0	116.0	135.0	117.4
right	370	294	269	1.5	124.0	154.0	136.0
right	370	294	325	0.5	113.0	129.0	115.66666666666666
left	371	358	269	3.0	116.0	147.0	123.71428571428571
right	371	121	65	1.0	115.0	138.0	118.0
right	371	294	269	3.5	112.0	171.0	138.125
left	372	358	269	3.0	116.0	147.0	123.71428571428571
right	372	121	65	1.0	115.0	138.0	118.0
right	372	294	269	3.5	112.0	171.0	138.125
left	373	358	269	3.0	116.0	147.0	123.71428571428571
right	373	121	65	1.0	115.0	138.0	118.0
right	373	294	269	3.5	112.0	171.0	138.125
left	374	357	326	0.5	112.0	117.0	110.0
right	374	121	65	1.0	115.0	138.0	118.0
right	374	294	269	3.5	112.0	171.0	138.125
left	375	357	326	0.5	112.0	117.0	110.0
right	375	120	65	2.0	113.0	152.0	122.42857142857142
right	375	294	269	2.0	126.0	151.0	133.66666666666666
left	376	357	326	0.5	112.0	117.0	110.0
right	376	120	64	3.0	112.0	156.0	122.375
right	376	294	269	3.5	114.0	159.0	128.375
left	377	357	326	0.5	112.0	117.0	110.0
right	377	120	64	3.0	112.0	156.0	122.375
right	377	294	269	3.5	114.0	159.0	128.375
left	378	358	269	2.0	115.0	172.0	136.4
right	378	294	269	3.5	115.0	154.0	127.75
left	379	358	269	2.0	115.0	172.0	136.4
right	379	294	269	3.5	115.0	154.0	127.75
left	380	358	269	2.0	115.0	172.0	136.4
right	380	294	269	3.5	115.0	154.0	127.75
left	381	358	269	2.0	115.0	172.0	136.4
right	381	294	269	3.5	115.0	154.0	127.75
left	382	358	269	2.0	112.0	144.0	125.5
left	382	467	373	0.5	112.0	115.0	110.0
right	382	120	65	1.5	114.0	147.0	119.60000000000001
right	382	293	269	2.0	116.0	147.0	124.5
left	383	358	269	2.0	112.0	144.0	125.5
left	383	467	373	0.5	112.0	115.0	110.0
right	383	120	65	1.5	114.0	147.0	119.60000000000001
right	383	293	269	2.0	116.0	147.0	124.5
left	384	358	269	2.0	112.0	144.0	125.5
left	384	467	373	0.5	112.0	115.0	110.0
right	384	120	65	1.5	114.0	147.0	119.60000000000001
right	384	293	269	2.0	116.0	147.0	124.5
left	385	357	269	0.5	127.0	155.0	135.66666666666666
left	385	357	326	1.0	112.0	128.0	114.75
right	385	120	65	1.5	114.0	147.0	119.60000000000001
right	385	293	269	2.0	116.0	147.0	124.5
left	386	357	269	0.5	127.0	155.0	135.66666666666666
left	386	357	326	1.0	112.0	128.0	114.75
right	386	120	65	1.5	114.0	138.0	118.0
right	386	294	269	2.0	114.0	133.0	119.5
left	387	357	269	0.5	127.0	155.0	135.66666666666666
left	387	357	326	1.0	112.0	128.0	114.75
right	387	120	65	1.5	114.0	138.0	118.0
right	387	294	269	2.0	114.0	133.0	119.5
left	388	357	269	0.5	127.0	155.0	135.66666666666666
left	388	357	326	1.0	112.0	128.0	114.75
right	388	120	65	1.5	114.0	138.0	118.0
right	388	294	269	2.0	114.0	133.0	119.5
left	389	358	269	2.0	113.0	151.0	128.66666666666666
right	389	120	65	1.5	114.0	138.0	118.0
right	389	294	269	2.0	114.0	133.0	119.5
left	390	358	269	2.0	113.0	151.0	128.66666666666666
right	390	121	65	1.0	115.0	147.0	126.0
right	390	294	269	4.0	113.0	141.0	124.55555555555554
left	391	358	269	2.0	113.0	151.0	128.66666666666666
right	391	121	65	1.0	115.0	147.0	126.0
right	391	294	269	4.0	113.0	141.0	124.55555555555554
left	392	358	269	2.0	113.0	151.0	128.66666666666666
right	392	121	65	1.0	115.0	147.0	126.0
right	392	294	269	4.0	113.0	141.0	124.55555555555554
left	393	358	269	3.0	115.0	162.0	129.0
right	393	121	65	1.0	115.0	147.0	126.0
right	393	294	269	4.0	113.0	141.0	124.55555555555554
left	394	358	269	3.0	115.0	162.0	129.0
right	394	120	65	1.5	115.0	144.0	119.60000000000001
right	394	294	269	3.0	114.0	154.0	131.25
left	395	358	269	3.0	115.0	162.0	129.0
right	395	120	65	1.5	115.0	144.0	119.60000000000001
right	395	294	269	3.0	114.0	154.0	131.25
left	396	358	269	3.0	115.0	162.0	129.0
right	396	120	65	1.5	115.0	144.0	119.60000000000001
right	396	294	269	3.0	114.0	154.0	131.25
left	397	358	269	4.0	112.0	151.0	121.88888888888889
right	397	120	65	2.0	112.0	143.0	123.57142857142857
right	397	294	269	2.0	114.0	142.0	122.66666666666666
left	398	358	269	4.0	112.0	151.0	121.88888888888889
right	398	120	65	2.0	112.0	143.0	123.57142857142857
right	398	294	269	2.0	114.0	142.0	122.66666666666666
left	399	358	269	4.0	112.0	151.0	121.88888888888889
right	399	120	65	2.0	112.0	143.0	123.57142857142857
right	399	294	269	2.0	114.0	142.0	122.66666666666666
left	400	358	269	2.0	114.0	147.0	127.2
right	400	120	65	2.0	112.0	143.0	123.57142857142857
right	400	294	269	2.0	114.0	142.0	122.66666666666666
left	401	358	269	2.0	114.0	147.0	127.2
right	401	120	65	3.0	112.0	158.0	126.25
right	401	294	269	2.0	115.0	141.0	126.16666666666666
left	402	358	269	2.0	114.0	147.0	127.2
right	402	120	65	3.0	112.0	158.0	126.25
right	402	294	269	2.0	115.0	141.0	126.16666666666666
left	403	358	269	2.0	114.0	147.0	127.2
right	403	120	65	3.0	112.0	158.0	126.25
right	403	294	269	2.0	115.0	141.0	126.16666666666666
left	404	358	269	2.0	114.0	156.0	125.2
right	404	120	65	3.0	112.0	158.0	126.25
right	404	294	269	2.0	115.0	141.0	126.16666666666666
left	405	358	269	2.0	114.0	156.0	125.2
left	406	358	269	2.0	114.0	156.0	125.2
left	407	358	269	2.0	114.0	156.0	125.2
left	408	358	269	2.0	115.0	156.0	130.0
left	409	358	269	2.0	115.0	156.0	130.0
right	409	120	65	0.5	113.0	147.0	124.66666666666666
right	409	293	269	1.5	114.0	130.0	117.80000000000001
left	410	358	269	2.0	115.0	156.0	130.0
right	410	120	65	0.5	113.0	147.0	124.66666666666666
right	410	293	269	1.5	114.0	130.0	117.80000000000001
left	411	358	269	2.0	115.0	156.0	130.0
right	411	120	65	0.5	113.0	147.0	124.66666666666666
right	411	293	269	1.5	114.0	130.0	117.80000000000001
right	412	120	65	1.5	121.0	135.0	121.2
right	413	120	65	1.5	121.0	135.0	121.2
right	414	120	65	1.5	121.0	135.0	121.2
right	415	120	65	1.5	121.0	135.0	121.2
right	416	120	65	2.0	112.0	151.0	130.66666666666666
right	417	120	65	2.0	112.0	151.0	130.66666666666666
right	418	120	65	2.0	112.0	151.0	130.66666666666666
right	419	120	65	2.0	112.0	151.0	130.66666666666666
right	420	120	65	2.0	117.0	156.0	124.5
right	421	120	65	2.0	117.0	156.0	124.5
right	422	120	65	2.0	117.0	156.0	124.5
right	423	120	65	2.0	117.0	156.0	124.5
right	424	120	65	1.5	114.0	137.0	119.2
right	425	120	65	1.5	114.0	137.0	119.2
right	426	120	65	1.5	114.0	137.0	119.2
right	427	121	65	1.0	112.0	131.0	117.75
right	428	121	65	1.0	112.0	131.0	117.75
right	429	121	65	1.0	112.0	131.0	117.75
right	430	121	65	1.0	112.0	131.0	117.75
right	431	120	65	2.0	121.0	142.0	125.83333333333333
right	432	120	65	2.0	121.0	142.0	125.83333333333333
right	433	120	65	2.0	121.0	142.0	125.83333333333333
right	434	120	65	2.0	121.0	142.0	125.83333333333333
right	435	120	65	2.0	112.0	141.0	122.66666666666666
right	436	120	65	2.0	112.0	141.0	122.66666666666666
right	437	120	65	2.0	112.0	141.0	122.66666666666666
right	438	120	65	2.0	112.0	141.0	122.66666666666666
right	442	120	65	1.5	111.0	140.0	115.83333333333333
right	443	120	65	1.5	111.0	140.0	115.83333333333333
right	444	120	65	1.5	111.0	140.0	115.83333333333333
right	445	120	65	1.5	111.0	140.0	115.83333333333333
right	446	120	65	1.5	114.0	143.0	123.5
right	447	120	65	1.5	114.0	143.0	123.5
right	448	120	65	1.5	114.0	143.0	123.5
right	449	120	65	1.5	114.0	143.0	123.5
right	450	120	65	1.5	116.0	156.0	127.0
right	451	120	65	1.5	116.0	156.0	127.0
right	452	120	65	1.5	116.0	156.0	127.0
left	453	356	326	0.5	114.0	123.0	114.0
right	453	120	65	1.5	116.0	156.0	127.0
left	454	356	326	0.5	114.0	123.0	114.0
right	454	120	65	2.0	112.0	144.0	130.42857142857142
right	454	337	451	1.0	113.0	255.0	247.53666146645867
left	455	356	326	0.5	114.0	123.0	114.0
right	455	120	65	2.0	112.0	144.0	130.42857142857142
right	455	337	451	1.0	113.0	255.0	248.39313572542903
left	456	356	326	0.5	114.0	123.0	114.0
right	456	120	65	2.0	112.0	144.0	130.42857142857142
right	456	337	451	1.0	113.0	255.0	248.3634945397816
left	457	356	326	3.5	112.0	140.0	126.25
right	457	120	65	0.5	113.0	137.0	119.66666666666666
left	458	356	326	3.5	112.0	140.0	126.25
right	458	120	65	0.5	113.0	137.0	119.66666666666666
left	459	356	326	3.5	112.0	140.0	126.25
right	459	120	65	0.5	113.0	137.0	119.66666666666666
left	460	356	326	1.5	112.0	142.0	120.4
right	460	120	65	0.5	113.0	137.0	119.66666666666666
left	461	356	326	1.5	112.0	142.0	120.4
right	461	293	325	2.0	116.0	149.0	126.83333333333333
left	462	356	326	1.5	112.0	142.0	120.4
right	462	293	325	2.0	116.0	149.0	126.83333333333333
left	463	356	326	1.5	112.0	142.0	120.4
right	463	293	325	2.0	116.0	149.0	126.83333333333333
left	464	356	326	1.0	136.0	141.0	134.0
right	464	293	325	2.0	116.0	149.0	126.83333333333333
left	465	356	326	1.0	136.0	141.0	134.0
right	465	292	325	1.0	114.0	157.0	129.25
left	466	356	326	1.0	136.0	141.0	134.0
right	466	292	325	1.0	114.0	157.0	129.25
left	467	356	326	1.0	136.0	141.0	134.0
right	467	292	325	1.0	114.0	157.0	129.25
left	468	356	326	3.0	112.0	147.0	126.0
right	468	292	325	1.0	114.0	157.0	129.25
left	469	356	326	3.0	112.0	147.0	126.0
right	469	120	65	2.0	113.0	144.0	120.42857142857142
right	469	293	325	2.0	128.0	152.0	134.0
left	470	356	326	3.0	112.0	147.0	126.0
right	470	120	65	2.0	113.0	144.0	120.42857142857142
right	470	293	325	2.0	128.0	152.0	134.0
left	471	356	326	3.0	112.0	147.0	126.0
right	471	120	65	2.0	113.0	144.0	120.42857142857142
right	471	293	325	2.0	128.0	152.0	134.0
left	472	356	326	1.0	124.0	150.0	132.25
right	472	120	65	2.0	113.0	145.0	122.28571428571428
right	472	293	325	1.5	126.0	159.0	135.20000000000002
left	473	356	326	1.0	124.0	150.0	132.25
right	473	120	65	2.0	113.0	145.0	122.28571428571428
right	473	293	325	1.5	126.0	159.0	135.20000000000002
left	474	356	326	1.0	124.0	150.0	132.25
right	474	120	65	2.0	113.0	145.0	122.28571428571428
right	474	293	325	1.5	126.0	159.0	135.20000000000002
left	475	356	326	3.0	112.0	155.0	129.57142857142856
right	475	120	65	2.0	113.0	145.0	122.28571428571428
right	475	293	325	1.5	126.0	159.0	135.20000000000002
left	476	356	326	3.0	112.0	155.0	129.57142857142856
right	476	120	65	0.5	115.0	136.0	121.5
right	476	293	325	2.0	112.0	168.0	132.0
left	477	356	326	3.0	112.0	155.0	129.57142857142856
right	477	120	65	0.5	115.0	136.0	121.5
right	477	293	325	2.0	112.0	168.0	132.0
left	478	356	326	3.0	112.0	155.0	129.57142857142856
right	478	120	65	0.5	115.0	136.0	121.5
right	478	293	325	2.0	112.0	168.0	132.0
left	479	356	326	2.5	114.0	157.0	131.28571428571428
right	479	120	65	0.5	115.0	136.0	121.5
right	479	293	325	2.0	112.0	168.0	132.0
left	480	356	326	2.5	114.0	157.0	131.28571428571428
