camera	frame	cX	cY	area	minI	maxI	meanI
right	728	120	65	2.0	114.0	134.0	116.66666666666666
right	728	286	432	1.0	116.0	123.0	115.0
left	729	526	294	0.5	111.0	122.0	113.0
left	729	347	436	1.0	113.0	135.0	119.25
right	729	120	65	2.0	114.0	134.0	116.66666666666666
right	729	286	432	1.0	116.0	123.0	115.0
left	730	347	436	2.0	114.0	157.0	125.5
right	730	120	65	2.0	114.0	134.0	116.66666666666666
right	730	286	432	1.0	116.0	123.0	115.0
left	731	347	436	2.0	114.0	157.0	125.5
right	731	120	65	1.5	114.0	137.0	120.80000000000001
right	731	286	432	1.5	116.0	133.0	121.0
left	732	347	436	2.0	114.0	157.0	125.5
right	732	120	65	1.5	114.0	137.0	120.80000000000001
right	732	286	432	1.5	116.0	133.0	121.0
left	733	347	436	2.0	114.0	157.0	125.5
right	733	120	65	1.5	114.0	137.0	120.80000000000001
right	733	286	432	1.5	116.0	133.0	121.0
left	734	346	436	1.5	125.0	157.0	131.20000000000002
right	734	120	65	1.5	114.0	137.0	120.80000000000001
right	734	286	432	1.5	116.0	133.0	121.0
left	735	346	436	1.5	125.0	157.0	131.20000000000002
right	735	121	65	1.0	114.0	137.0	123.60000000000001
left	736	346	436	1.5	125.0	157.0	131.20000000000002
right	736	121	65	1.0	114.0	137.0	123.60000000000001
left	737	346	436	1.5	125.0	157.0	131.20000000000002
right	737	121	65	1.0	114.0	137.0	123.60000000000001
left	738	346	436	2.5	115.0	158.0	134.14285714285714
right	738	121	65	1.0	114.0	137.0	123.60000000000001
left	739	346	436	2.5	115.0	158.0	134.14285714285714
right	739	121	65	1.0	119.0	130.0	123.0
left	740	346	436	2.5	115.0	158.0	134.14285714285714
right	740	121	65	1.0	119.0	130.0	123.0
left	741	346	436	2.5	115.0	158.0	134.14285714285714
right	741	121	65	1.0	119.0	130.0	123.0
left	742	347	436	4.0	113.0	131.0	119.88888888888889
right	742	120	65	2.5	113.0	142.0	125.14285714285714
right	742	286	432	1.0	115.0	131.0	117.0
left	743	347	436	4.0	113.0	131.0	119.88888888888889
right	743	120	65	2.5	113.0	142.0	125.14285714285714
right	743	286	432	1.0	115.0	131.0	117.0
left	744	347	436	4.0	113.0	131.0	119.88888888888889
right	744	120	65	2.5	113.0	142.0	125.14285714285714
right	744	286	432	1.0	115.0	131.0	117.0
right	745	120	65	2.5	113.0	142.0	125.14285714285714
right	745	286	432	1.0	115.0	131.0	117.0
right	746	120	65	2.0	117.0	141.0	122.28571428571428
right	746	286	432	1.5	114.0	130.0	114.0
right	747	120	65	2.0	117.0	141.0	122.28571428571428
right	747	286	432	1.5	114.0	130.0	114.0
right	748	120	65	2.0	117.0	141.0	122.28571428571428
right	748	286	432	1.0	116.0	130.0	117.0
left	749	347	435	2.0	119.0	133.0	122.0
right	749	120	65	2.0	117.0	141.0	122.28571428571428
right	749	286	432	1.0	116.0	130.0	117.0
left	750	347	435	2.0	119.0	133.0	122.0
right	750	120	65	1.5	121.0	135.0	124.4
right	750	286	432	1.0	112.0	136.0	118.5
left	751	347	435	2.0	119.0	133.0	122.0
right	751	120	65	1.5	121.0	135.0	124.4
right	751	286	432	1.0	112.0	136.0	118.5
left	752	347	435	2.0	119.0	133.0	122.0
right	752	120	65	1.5	121.0	135.0	124.4
right	752	286	432	1.0	112.0	136.0	119.0
left	753	347	435	4.0	114.0	149.0	127.25
right	753	120	65	1.5	121.0	135.0	124.4
right	753	286	432	1.0	112.0	136.0	119.0
left	754	347	435	4.0	114.0	149.0	127.25
right	754	285	431	0.5	116.0	122.0	114.0
left	755	347	435	4.0	114.0	149.0	127.25
right	755	285	431	0.5	116.0	122.0	114.0
left	756	347	435	4.0	114.0	149.0	127.25
right	756	285	431	0.5	116.0	122.0	114.0
right	765	121	65	2.0	120.0	140.0	126.66666666666666
right	765	337	451	1.0	111.0	255.0	249.795631825273
right	766	121	65	2.0	120.0	140.0	126.66666666666666
right	766	337	451	1.0	111.0	255.0	249.8065522620905
right	767	121	65	2.0	120.0	140.0	126.66666666666666
right	767	337	451	1.0	111.0	255.0	249.804992199688
right	768	121	65	2.0	120.0	140.0	126.66666666666666
right	768	337	451	1.0	111.0	255.0	249.82995319812792
right	769	121	65	1.0	120.0	133.0	119.80000000000001
right	770	121	65	1.0	120.0	133.0	119.80000000000001
right	771	121	65	1.0	120.0	133.0	119.80000000000001
right	772	121	65	1.0	120.0	133.0	119.80000000000001
right	773	120	65	2.5	114.0	150.0	125.85714285714285
right	774	120	65	2.5	114.0	150.0	125.85714285714285
right	775	120	65	2.5	114.0	150.0	125.85714285714285
right	784	120	65	2.0	114.0	138.0	119.5
right	785	120	65	2.0	114.0	138.0	119.5
right	786	120	65	2.0	114.0	138.0	119.5
right	787	120	65	2.0	114.0	138.0	119.5
right	788	120	65	2.0	112.0	141.0	122.0
right	789	120	65	2.0	112.0	141.0	122.0
right	790	120	65	2.0	112.0	141.0	122.0
right	791	121	65	1.0	121.0	130.0	121.4
right	792	121	65	1.0	121.0	130.0	121.4
right	793	121	65	1.0	121.0	130.0	121.4
left	794	384	100	1.0	112.0	255.0	250.2402496099844
right	794	121	65	1.0	121.0	130.0	121.4
left	795	384	100	1.0	112.0	255.0	250.2402496099844
right	795	120	65	2.0	113.0	136.0	118.83333333333333
left	796	384	100	1.0	112.0	255.0	250.2402496099844
right	796	120	65	2.0	113.0	136.0	118.83333333333333
left	797	384	100	1.0	112.0	255.0	250.2402496099844
right	797	120	65	2.0	113.0	136.0	118.83333333333333
right	798	120	65	2.0	113.0	136.0	118.83333333333333
right	799	121	65	0.5	116.0	129.0	117.33333333333333
right	800	121	65	0.5	116.0	129.0	117.33333333333333
right	801	121	65	0.5	116.0	129.0	117.33333333333333
right	802	121	65	0.5	116.0	129.0	117.33333333333333
right	803	120	65	0.5	115.0	141.0	121.75
right	804	120	65	0.5	115.0	141.0	121.75
right	805	120	65	0.5	115.0	141.0	121.75
left	809	468	375	1.0	112.0	127.0	113.25
left	810	468	375	1.0	112.0	127.0	113.25
right	810	120	65	1.5	115.0	137.0	122.0
right	810	336	451	1.0	117.0	255.0	249.36817472698908
left	811	468	375	1.0	112.0	127.0	113.25
right	811	120	65	1.5	115.0	137.0	122.0
right	811	336	451	1.0	117.0	255.0	249.36973478939157
left	812	468	375	1.0	112.0	127.0	113.25
right	812	120	65	1.5	115.0	137.0	122.0
right	812	336	451	1.0	117.0	255.0	249.36817472698908
right	813	120	65	1.5	115.0	137.0	122.0
right	813	336	451	1.0	117.0	255.0	249.36817472698908
right	814	121	65	1.0	114.0	141.0	121.2
right	815	121	65	1.0	114.0	141.0	121.2
right	816	121	65	1.0	114.0	141.0	121.2
right	817	121	65	1.0	114.0	141.0	121.2
right	818	120	65	1.0	116.0	130.0	117.75
right	819	120	65	1.0	116.0	130.0	117.75
right	820	120	65	1.0	116.0	130.0	117.75
right	821	120	65	0.5	115.0	134.0	120.0
right	822	120	65	0.5	115.0	134.0	120.0
right	823	120	65	0.5	115.0	134.0	120.0
right	824	120	65	0.5	115.0	134.0	120.0
right	825	120	65	0.5	113.0	129.0	115.5
right	826	120	65	0.5	113.0	129.0	115.5
right	827	120	65	0.5	113.0	129.0	115.5
right	828	120	65	0.5	113.0	129.0	115.5
right	829	121	65	2.0	114.0	143.0	121.66666666666666
right	830	121	65	2.0	114.0	143.0	121.66666666666666
right	831	121	65	2.0	114.0	143.0	121.66666666666666
right	832	121	65	2.0	114.0	143.0	121.66666666666666
right	833	574	44	4.5	112.0	138.0	120.0909090909091
right	833	121	65	1.0	120.0	149.0	127.80000000000001
right	834	574	44	4.5	112.0	138.0	120.0909090909091
right	834	121	65	1.0	120.0	149.0	127.80000000000001
right	835	574	44	4.5	112.0	138.0	120.0909090909091
right	835	121	65	1.0	120.0	149.0	127.80000000000001
right	836	574	44	4.5	112.0	138.0	120.0909090909091
right	836	121	65	1.0	120.0	149.0	127.80000000000001
right	837	572	45	1.5	113.0	129.0	117.5
right	838	572	45	1.5	113.0	129.0	117.5
right	839	572	45	1.5	113.0	129.0	117.5
right	844	120	65	1.0	114.0	147.0	125.60000000000001
right	845	120	65	1.0	114.0	147.0	125.60000000000001
right	846	120	65	1.0	114.0	147.0	125.60000000000001
right	847	120	65	1.0	114.0	147.0	125.60000000000001
right	848	120	65	0.5	123.0	142.0	128.5
right	849	120	65	0.5	123.0	142.0	128.5
right	850	120	65	0.5	123.0	142.0	128.5
right	851	120	65	0.5	123.0	142.0	128.5
right	852	120	65	0.5	119.0	135.0	122.0
right	853	120	65	0.5	119.0	135.0	122.0
right	854	120	65	0.5	119.0	135.0	122.0
right	855	120	65	1.5	116.0	140.0	119.80000000000001
right	856	120	65	1.5	116.0	140.0	119.80000000000001
right	857	120	65	1.5	116.0	140.0	119.80000000000001
right	858	120	65	1.5	116.0	140.0	119.80000000000001
right	859	121	65	1.0	112.0	134.0	121.4
right	860	121	65	1.0	112.0	134.0	121.4
right	861	121	65	1.0	112.0	134.0	121.4
right	862	121	65	1.0	112.0	134.0	121.4
right	863	121	65	1.0	115.0	136.0	124.0
right	864	121	65	1.0	115.0	136.0	124.0
right	865	121	65	1.0	115.0	136.0	124.0
right	866	121	65	1.0	115.0	136.0	124.0
left	870	467	374	0.5	114.0	123.0	115.33333333333333
right	870	121	65	1.0	114.0	151.0	120.5
left	871	467	374	0.5	114.0	123.0	115.33333333333333
right	871	121	65	1.0	114.0	151.0	120.5
left	872	467	374	0.5	114.0	123.0	115.33333333333333
right	872	121	65	1.0	114.0	151.0	120.5
right	873	121	65	1.0	114.0	151.0	120.5
right	874	121	65	1.0	115.0	147.0	121.60000000000001
right	875	121	65	1.0	115.0	147.0	121.60000000000001
right	876	121	65	1.0	115.0	147.0	121.60000000000001
right	877	121	65	1.0	115.0	147.0	121.60000000000001
right	878	121	65	1.0	113.0	147.0	125.60000000000001
right	879	121	65	1.0	113.0	147.0	125.60000000000001
right	880	121	65	1.0	113.0	147.0	125.60000000000001
right	881	121	65	1.0	113.0	147.0	125.60000000000001
right	882	120	65	0.5	113.0	135.0	119.75
right	883	120	65	0.5	113.0	135.0	119.75
right	884	120	65	0.5	113.0	135.0	119.75
right	885	120	65	2.5	113.0	151.0	132.28571428571428
right	886	120	65	2.5	113.0	151.0	132.28571428571428
right	887	120	65	2.5	113.0	151.0	132.28571428571428
right	888	120	65	2.5	113.0	151.0	132.28571428571428
right	889	120	65	2.0	114.0	158.0	127.66666666666666
right	889	336	451	2.0	111.0	255.0	248.85825545171338
right	890	120	65	2.0	114.0	158.0	127.66666666666666
right	890	336	451	2.0	111.0	255.0	248.85825545171338
right	891	120	65	2.0	114.0	158.0	127.66666666666666
right	891	336	451	2.0	111.0	255.0	248.85825545171338
right	892	120	65	2.0	114.0	158.0	127.66666666666666
right	892	336	451	2.0	111.0	255.0	248.85825545171338
right	893	121	65	1.0	113.0	136.0	118.60000000000001
right	894	121	65	1.0	113.0	136.0	118.60000000000001
right	895	121	65	1.0	113.0	136.0	118.60000000000001
left	896	468	374	1.0	117.0	127.0	118.75
right	896	121	65	1.0	113.0	136.0	118.60000000000001
left	897	468	374	1.0	117.0	127.0	118.75
right	897	121	65	1.5	114.0	137.0	125.0
left	898	468	374	1.0	117.0	127.0	118.75
right	898	121	65	1.5	114.0	137.0	125.0
left	899	468	374	1.0	117.0	127.0	118.75
right	899	121	65	1.5	114.0	137.0	125.0
left	900	468	375	0.5	119.0	124.0	119.33333333333333
right	900	120	64	2.5	112.0	136.0	116.14285714285714
