camera	frame	cX	cY
right	8	75	283
right	8	5	286
right	8	534	447
left	9	216	183
left	9	155	187
left	9	217	215
left	9	155	219
left	9	218	247
left	9	156	250
left	9	220	280
left	9	157	282
right	9	69	181
right	9	2	184
right	9	71	215
right	9	3	218
right	9	73	248
right	9	4	252
right	9	75	282
right	9	5	286
right	9	534	447
left	10	216	183
left	10	155	187
left	10	217	215
left	10	155	219
left	10	218	247
left	10	156	250
left	10	220	280
left	10	157	282
right	10	69	181
right	10	2	184
right	10	71	215
right	10	3	218
right	10	73	248
right	10	4	252
right	10	75	282
right	10	5	286
right	10	534	447
left	11	216	183
left	11	155	187
left	11	217	215
left	11	155	219
left	11	218	247
left	11	156	250
left	11	220	280
left	11	157	282
right	11	69	181
right	11	2	184
right	11	71	215
right	11	3	218
right	11	73	248
right	11	4	252
right	11	75	282
right	11	5	286
right	11	534	447
left	12	216	183
left	12	155	187
left	12	217	215
left	12	155	219
left	12	218	247
left	12	156	250
left	12	220	280
left	12	157	282
right	12	69	181
right	12	1	184
right	12	71	215
right	12	73	248
right	12	4	252
right	12	75	282
right	12	5	286
right	12	535	447
left	13	216	183
left	13	155	187
left	13	217	215
left	13	155	219
left	13	219	247
left	13	157	251
left	13	221	280
left	13	157	282
right	13	69	181
right	13	1	184
right	13	71	215
right	13	73	248
right	13	4	252
right	13	75	282
right	13	5	286
right	13	535	447
left	14	216	183
left	14	155	187
left	14	217	215
left	14	155	219
left	14	219	247
left	14	157	251
left	14	221	280
left	14	157	282
right	14	69	181
right	14	1	184
right	14	71	215
right	14	73	248
right	14	4	252
right	14	75	282
right	14	5	286
right	14	535	447
left	15	216	183
left	15	155	187
left	15	217	215
left	15	155	219
left	15	219	247
left	15	157	251
left	15	221	280
left	15	157	282
right	15	69	181
right	15	1	184
right	15	71	215
right	15	73	248
right	15	4	252
right	15	75	282
right	15	5	286
right	15	535	447
left	16	216	183
left	16	155	187
left	16	217	215
left	16	155	219
left	16	219	247
left	16	157	251
left	16	221	280
left	16	157	282
right	16	69	181
right	16	2	184
right	16	70	214
right	16	3	218
right	16	73	248
right	16	4	252
right	16	76	282
right	16	5	286
right	16	535	447
left	17	216	183
left	17	154	187
left	17	217	215
left	17	155	219
left	17	219	247
left	17	157	251
left	17	221	280
left	17	157	282
right	17	69	181
right	17	2	184
right	17	70	214
right	17	3	218
right	17	73	248
right	17	4	252
right	17	76	282
right	17	5	286
right	17	535	447
left	18	216	183
left	18	154	187
left	18	217	215
left	18	155	219
left	18	219	247
left	18	157	251
left	18	221	280
left	18	157	282
right	18	69	181
right	18	2	184
right	18	70	214
right	18	3	218
right	18	73	248
right	18	4	252
right	18	76	282
right	18	5	286
right	18	535	447
left	19	216	183
left	19	154	187
left	19	217	215
left	19	155	219
left	19	219	247
left	19	157	251
left	19	221	280
left	19	157	282
right	19	69	181
right	19	2	184
right	19	70	214
right	19	3	218
right	19	73	248
right	19	4	252
right	19	76	282
right	19	5	286
right	19	535	447
left	20	216	183
left	20	154	187
left	20	217	215
left	20	155	219
left	20	219	247
left	20	157	251
left	20	221	280
left	20	157	282
right	20	69	180
right	20	1	184
right	20	71	215
right	20	3	218
right	20	73	248
right	20	5	252
right	20	76	282
right	20	5	286
right	20	535	447
left	21	216	183
left	21	154	187
left	21	217	215
left	21	155	219
left	21	218	247
left	21	156	251
left	21	220	280
left	21	157	283
right	21	69	180
right	21	1	184
right	21	71	215
right	21	3	218
right	21	73	248
right	21	5	252
right	21	76	282
right	21	5	286
right	21	535	447
left	22	216	183
left	22	154	187
left	22	217	215
left	22	155	219
left	22	218	247
left	22	156	251
left	22	220	280
left	22	157	283
right	22	69	180
right	22	1	184
right	22	71	215
right	22	3	218
right	22	73	248
right	22	5	252
right	22	76	282
right	22	5	286
right	22	535	447
left	23	216	183
left	23	154	187
left	23	217	215
left	23	155	219
left	23	218	247
left	23	156	251
left	23	220	280
left	23	157	283
right	23	69	180
right	23	1	184
right	23	71	215
right	23	3	218
right	23	73	248
right	23	5	252
right	23	76	282
right	23	5	286
right	23	535	447
left	24	216	183
left	24	154	187
left	24	217	215
left	24	155	219
left	24	218	247
left	24	156	251
left	24	220	280
left	24	157	283
right	24	69	181
right	24	1	184
right	24	71	215
right	24	3	218
right	24	73	248
right	24	4	252
right	24	76	282
right	24	5	286
right	24	534	447
left	25	215	183
left	25	155	187
left	25	217	215
left	25	155	219
left	25	218	247
left	25	157	251
left	25	221	281
left	25	157	282
right	25	69	181
right	25	1	184
right	25	71	215
right	25	3	218
right	25	73	248
right	25	4	252
right	25	76	282
right	25	5	286
right	25	534	447
left	26	215	183
left	26	155	187
left	26	217	215
left	26	155	219
left	26	218	247
left	26	157	251
left	26	221	281
left	26	157	282
right	26	69	181
right	26	1	184
right	26	71	215
right	26	3	218
right	26	73	248
right	26	4	252
right	26	76	282
right	26	5	286
right	26	534	447
left	27	215	183
left	27	155	187
left	27	217	215
left	27	155	219
left	27	218	247
left	27	157	251
left	27	221	281
left	27	157	282
right	27	69	181
right	27	2	184
right	27	71	215
right	27	73	248
right	27	5	252
right	27	75	283
right	27	5	286
right	27	535	447
left	28	215	183
left	28	155	187
left	28	217	215
left	28	155	219
left	28	218	247
left	28	157	251
left	28	221	281
left	28	157	282
right	28	69	181
right	28	2	184
right	28	71	215
right	28	73	248
right	28	5	252
right	28	75	283
right	28	5	286
right	28	535	447
left	29	216	183
left	29	155	187
left	29	217	215
left	29	155	219
left	29	218	247
left	29	156	251
left	29	221	280
left	29	157	282
right	29	69	181
right	29	2	184
right	29	71	215
right	29	73	248
right	29	5	252
right	29	75	283
right	29	5	286
right	29	535	447
left	30	216	183
left	30	155	187
left	30	217	215
left	30	155	219
left	30	218	247
left	30	156	251
left	30	221	280
left	30	157	282
right	30	69	181
right	30	2	184
right	30	71	215
right	30	73	248
right	30	5	252
right	30	75	283
right	30	5	286
right	30	535	447
left	31	216	183
left	31	155	187
left	31	217	215
left	31	155	219
left	31	218	247
left	31	156	251
left	31	221	280
left	31	157	282
right	31	69	180
right	31	1	184
right	31	71	215
right	31	2	218
right	31	73	248
right	31	4	252
right	31	75	283
right	31	5	286
right	31	534	447
left	32	216	183
left	32	155	187
left	32	217	215
left	32	155	219
left	32	218	247
left	32	156	251
left	32	221	280
left	32	157	282
right	32	70	180
right	32	1	184
right	32	71	215
right	32	2	218
right	32	73	248
right	32	4	252
right	32	75	283
right	32	5	286
right	32	534	447
left	33	215	183
left	33	154	186
left	33	217	215
left	33	155	219
left	33	218	247
left	33	157	251
left	33	220	280
left	33	157	283
right	33	69	180
right	33	1	184
right	33	71	215
right	33	2	218
right	33	73	248
right	33	4	252
right	33	75	283
right	33	5	286
right	33	534	447
left	34	215	183
left	34	154	186
left	34	217	215
left	34	155	219
left	34	218	247
left	34	157	251
left	34	220	280
left	34	157	283
right	34	69	180
right	34	1	184
right	34	71	215
right	34	2	218
right	34	73	248
right	34	4	252
right	34	75	283
right	34	5	286
right	34	534	447
left	35	215	183
left	35	154	186
left	35	217	215
left	35	155	219
left	35	218	247
left	35	157	251
left	35	220	280
left	35	157	283
right	35	69	181
right	35	1	184
right	35	71	215
right	35	3	218
right	35	72	248
right	35	5	252
right	35	76	282
right	35	5	286
right	35	535	447
left	36	215	183
left	36	154	186
left	36	217	215
left	36	155	219
left	36	218	247
left	36	157	251
left	36	220	280
left	36	157	283
right	36	69	181
right	36	1	184
right	36	71	215
right	36	3	218
right	36	72	248
right	36	5	252
right	36	76	282
right	36	5	286
right	36	535	447
left	37	216	183
left	37	154	186
left	37	217	215
left	37	155	219
left	37	219	247
left	37	156	251
left	37	221	280
left	37	157	282
right	37	69	181
right	37	1	184
right	37	71	215
right	37	3	218
right	37	72	248
right	37	5	252
right	37	76	282
right	37	5	286
right	37	535	447
left	38	216	183
left	38	154	186
left	38	217	215
left	38	155	219
left	38	219	247
left	38	156	251
left	38	221	280
left	38	157	282
right	38	69	181
right	38	1	184
right	38	71	215
right	38	3	218
right	38	72	248
right	38	5	252
right	38	76	282
right	38	5	286
right	38	535	447
left	39	216	183
left	39	154	186
left	39	217	215
left	39	155	219
left	39	219	247
left	39	156	251
left	39	221	280
left	39	157	282
right	39	69	181
right	39	2	184
right	39	71	215
right	39	3	218
right	39	73	248
right	39	5	252
right	39	76	282
right	39	5	286
right	39	534	447
left	40	216	183
left	40	154	186
left	40	217	215
left	40	155	219
left	40	219	247
left	40	156	251
left	40	221	280
left	40	157	282
right	40	69	181
right	40	2	184
right	40	71	215
right	40	3	218
right	40	73	248
right	40	5	252
right	40	76	282
right	40	5	286
right	40	534	447
left	41	215	183
left	41	155	187
left	41	217	215
left	41	155	219
left	41	218	247
left	41	156	251
left	41	220	281
left	41	157	282
right	41	69	181
right	41	2	184
right	41	71	215
right	41	3	218
right	41	73	248
right	41	5	252
right	41	76	282
right	41	5	286
right	41	534	447
left	42	215	183
left	42	155	187
left	42	217	215
left	42	155	219
left	42	218	247
left	42	156	251
left	42	220	281
left	42	157	282
right	42	69	181
right	42	1	184
right	42	71	215
right	42	2	218
right	42	73	248
right	42	5	252
right	42	76	282
right	42	5	286
right	42	535	447
left	43	215	183
left	43	155	187
left	43	217	215
left	43	155	219
left	43	218	247
left	43	156	251
left	43	220	281
left	43	157	282
right	43	69	181
right	43	1	184
right	43	71	215
right	43	2	218
right	43	73	248
right	43	5	252
right	43	76	282
right	43	5	286
right	43	535	447
left	44	215	183
left	44	155	187
left	44	217	215
left	44	155	219
left	44	218	247
left	44	156	251
left	44	220	281
left	44	157	282
right	44	69	181
right	44	1	184
right	44	71	215
right	44	2	218
right	44	73	248
right	44	5	252
right	44	76	282
right	44	5	286
right	44	535	447
left	45	216	183
left	45	155	187
left	45	217	215
left	45	155	219
left	45	218	247
left	45	156	251
left	45	221	281
left	45	157	282
right	45	69	181
right	45	1	184
right	45	71	215
right	45	2	218
right	45	73	248
right	45	5	252
right	45	76	282
right	45	5	286
right	45	535	447
left	46	216	183
left	46	155	187
left	46	217	215
left	46	155	219
left	46	218	247
left	46	156	251
left	46	221	281
left	46	157	282
right	46	69	181
right	46	2	184
right	46	71	215
right	46	3	218
right	46	73	248
right	46	4	252
right	46	75	282
right	46	5	286
right	46	535	447
left	47	216	183
left	47	155	187
left	47	217	215
left	47	155	219
left	47	218	247
left	47	156	251
left	47	221	281
left	47	157	282
right	47	69	181
right	47	2	184
right	47	71	215
right	47	3	218
right	47	73	248
right	47	4	252
right	47	75	282
right	47	5	286
right	47	535	447
left	48	216	183
left	48	155	187
left	48	217	215
left	48	155	219
left	48	218	247
left	48	156	251
left	48	221	281
left	48	157	282
right	48	69	181
right	48	2	184
right	48	71	215
right	48	3	218
right	48	73	248
right	48	4	252
right	48	75	282
right	48	5	286
right	48	535	447
left	49	215	183
left	49	154	187
left	49	217	215
left	49	155	219
left	49	218	247
left	49	156	251
left	49	220	280
left	49	157	282
right	49	69	181
right	49	2	184
right	49	71	215
right	49	3	218
right	49	73	248
right	49	4	252
right	49	75	282
right	49	5	286
right	49	535	447
left	50	215	183
left	50	154	187
left	50	217	215
left	50	155	219
left	50	218	247
left	50	156	251
left	50	220	280
left	50	157	282
right	50	69	181
right	50	1	184
right	50	71	215
right	50	2	218
right	50	73	249
right	50	4	252
right	50	75	283
right	50	5	286
right	50	534	447
left	51	215	183
left	51	154	187
left	51	217	215
left	51	155	219
left	51	218	247
left	51	156	251
left	51	220	280
left	51	157	282
right	51	69	181
right	51	1	184
right	51	71	215
right	51	2	218
right	51	73	249
right	51	4	252
right	51	75	283
right	51	5	286
right	51	534	447
left	52	216	183
left	52	155	187
left	52	217	215
left	52	155	219
left	52	218	247
left	52	156	251
left	52	220	280
left	52	157	283
right	52	69	181
right	52	1	184
right	52	71	215
right	52	2	218
right	52	73	249
right	52	4	252
right	52	75	283
right	52	5	286
right	52	534	447
left	53	216	183
left	53	155	187
left	53	217	215
left	53	155	219
left	53	218	247
left	53	156	251
left	53	220	280
left	53	157	283
right	53	69	181
right	53	1	184
right	53	71	215
right	53	2	218
right	53	73	249
right	53	4	252
right	53	75	283
right	53	5	286
right	53	534	447
left	54	216	183
left	54	155	187
left	54	217	215
left	54	155	219
left	54	218	247
left	54	156	251
left	54	220	280
left	54	157	283
right	54	69	180
right	54	1	184
right	54	71	215
right	54	2	218
right	54	73	249
right	54	4	252
right	54	75	283
right	54	5	286
right	54	535	447
left	55	216	183
left	55	155	187
left	55	217	215
left	55	155	219
left	55	218	247
left	55	156	251
left	55	220	280
left	55	157	283
right	55	69	180
right	55	1	184
right	55	71	215
right	55	2	218
right	55	73	249
right	55	4	252
right	55	75	283
right	55	5	286
right	55	535	447
left	56	215	183
left	56	154	187
left	56	217	215
left	56	155	219
left	56	218	247
left	56	157	251
left	56	220	280
left	56	157	282
right	56	69	180
right	56	1	184
right	56	71	215
right	56	2	218
right	56	73	249
right	56	4	252
right	56	75	283
right	56	5	286
right	56	535	447
left	57	215	183
left	57	154	187
left	57	217	215
left	57	155	219
left	57	218	247
left	57	157	251
left	57	220	280
left	57	157	282
right	57	69	180
right	57	1	184
right	57	71	215
right	57	2	218
right	57	73	248
right	57	4	252
right	57	75	282
right	57	5	286
right	57	534	447
left	58	215	183
left	58	154	187
left	58	217	215
left	58	155	219
left	58	218	247
left	58	157	251
left	58	220	280
left	58	157	282
right	58	69	180
right	58	1	184
right	58	71	215
right	58	2	218
right	58	73	248
right	58	4	252
right	58	75	282
right	58	5	286
right	58	534	447
left	59	215	183
left	59	154	187
left	59	217	215
left	59	155	219
left	59	218	247
left	59	157	251
left	59	220	280
left	59	157	282
right	59	69	180
right	59	1	184
right	59	71	215
right	59	2	218
right	59	73	248
right	59	4	252
right	59	75	282
right	59	5	286
right	59	534	447
left	60	216	183
left	60	154	187
left	60	217	215
left	60	156	219
left	60	218	247
left	60	157	250
left	60	220	280
left	60	157	282
right	60	69	180
right	60	1	184
right	60	71	215
right	60	2	218
right	60	73	248
right	60	4	252
right	60	75	282
right	60	5	286
right	60	534	447
left	61	216	183
left	61	154	187
left	61	217	215
left	61	156	219
left	61	218	247
left	61	157	250
left	61	220	280
left	61	157	282
right	61	69	181
right	61	1	184
right	61	70	215
right	61	3	218
right	61	73	248
right	61	5	252
right	61	76	283
right	61	5	286
right	61	534	447
left	62	216	183
left	62	154	187
left	62	217	215
left	62	156	219
left	62	218	247
left	62	157	250
left	62	220	280
left	62	157	282
right	62	69	181
right	62	1	184
right	62	70	215
right	62	3	218
right	62	73	248
right	62	5	252
right	62	76	283
right	62	5	286
right	62	534	447
left	63	216	183
left	63	154	187
left	63	217	215
left	63	156	219
left	63	218	247
left	63	157	250
left	63	220	280
left	63	157	282
right	63	69	181
right	63	1	184
right	63	70	215
right	63	3	218
right	63	73	248
right	63	5	252
right	63	76	283
right	63	5	286
right	63	534	447
left	64	216	183
left	64	154	186
left	64	217	215
left	64	155	219
left	64	218	247
left	64	156	251
left	64	221	280
left	64	156	282
right	64	69	181
right	64	1	184
right	64	70	215
right	64	3	218
right	64	73	248
right	64	5	252
right	64	76	283
right	64	5	286
right	64	534	447
left	65	216	183
left	65	154	186
left	65	217	215
left	65	155	219
left	65	218	247
left	65	156	251
left	65	221	280
left	65	156	282
right	65	69	181
right	65	2	184
right	65	71	215
right	65	3	218
right	65	73	248
right	65	5	252
right	65	75	283
right	65	5	286
right	65	535	447
left	66	216	183
left	66	154	186
left	66	217	215
left	66	155	219
left	66	218	247
left	66	156	251
left	66	221	280
left	66	156	282
right	66	69	181
right	66	2	184
right	66	71	215
right	66	3	218
right	66	73	248
right	66	5	252
right	66	75	283
right	66	5	286
right	66	535	447
left	67	215	183
left	67	155	187
left	67	217	215
left	67	155	219
left	67	218	247
left	67	156	251
left	67	220	280
left	67	157	283
right	67	69	181
right	67	2	184
right	67	71	215
right	67	3	218
right	67	73	248
right	67	5	252
right	67	75	283
right	67	5	286
right	67	535	447
left	68	215	183
left	68	155	187
left	68	217	215
left	68	155	219
left	68	218	247
left	68	156	251
left	68	220	280
left	68	157	283
right	68	69	181
right	68	2	184
right	68	71	215
right	68	3	218
right	68	73	248
right	68	5	252
right	68	75	283
right	68	5	286
right	68	535	447
left	69	215	183
left	69	155	187
left	69	217	215
left	69	155	219
left	69	218	247
left	69	156	251
left	69	220	280
left	69	157	283
right	69	69	181
right	69	1	184
right	69	71	215
right	69	2	218
right	69	73	249
right	69	4	252
right	69	75	282
right	69	5	286
right	69	535	447
left	70	215	183
left	70	155	187
left	70	217	215
left	70	155	219
left	70	218	247
left	70	156	251
left	70	220	280
left	70	157	283
right	70	69	181
right	70	1	184
right	70	71	215
right	70	2	218
right	70	73	249
right	70	4	252
right	70	75	282
right	70	5	286
right	70	535	447
left	71	216	183
left	71	155	187
left	71	217	215
left	71	155	219
left	71	218	247
left	71	156	250
left	71	220	281
left	71	157	282
right	71	69	181
right	71	1	184
right	71	71	215
right	71	2	218
right	71	73	249
right	71	4	252
right	71	75	282
right	71	5	286
right	71	535	447
left	72	216	183
left	72	155	187
left	72	217	215
left	72	155	219
left	72	218	247
left	72	156	250
left	72	220	281
left	72	157	282
right	72	69	180
right	72	1	184
right	72	71	215
right	72	2	218
right	72	73	249
right	72	4	252
right	72	76	282
right	72	5	286
right	72	534	447
left	73	216	183
left	73	155	187
left	73	217	215
left	73	155	219
left	73	218	247
left	73	156	250
left	73	220	281
left	73	157	282
right	73	69	180
right	73	1	184
right	73	71	215
right	73	2	218
right	73	73	249
right	73	4	252
right	73	76	282
right	73	5	286
right	73	534	447
left	74	216	183
left	74	155	187
left	74	217	215
left	74	155	219
left	74	218	247
left	74	156	250
left	74	220	281
left	74	157	282
right	74	69	180
right	74	1	184
right	74	71	215
right	74	2	218
right	74	73	249
right	74	4	252
right	74	76	282
right	74	5	286
right	74	534	447
left	75	216	183
left	75	155	186
left	75	217	215
left	75	155	219
left	75	218	248
left	75	157	250
left	75	220	281
left	75	156	283
right	75	69	180
right	75	1	184
right	75	71	215
right	75	2	218
right	75	73	249
right	75	4	252
right	75	76	282
right	75	5	286
right	75	534	447
left	76	216	183
left	76	155	186
left	76	217	215
left	76	155	219
left	76	218	248
left	76	157	250
left	76	220	281
left	76	156	283
right	76	34	43
right	76	69	181
right	76	1	184
right	76	71	215
right	76	3	218
right	76	73	248
right	76	5	252
right	76	76	283
right	76	5	286
right	76	535	447
left	77	216	183
left	77	155	186
left	77	217	215
left	77	155	219
left	77	218	248
left	77	157	250
left	77	220	281
left	77	156	283
right	77	34	43
right	77	69	181
right	77	1	184
right	77	71	215
right	77	3	218
right	77	73	248
right	77	5	252
right	77	76	283
right	77	5	286
right	77	535	447
left	78	216	183
left	78	155	186
left	78	217	215
left	78	155	219
left	78	218	248
left	78	157	250
left	78	220	281
left	78	156	283
right	78	34	43
right	78	69	181
right	78	1	184
right	78	71	215
right	78	3	218
right	78	73	248
right	78	5	252
right	78	76	283
right	78	5	286
right	78	535	447
left	79	216	183
left	79	154	187
left	79	217	215
left	79	155	219
left	79	218	247
left	79	156	250
left	79	221	280
left	79	156	283
right	79	34	43
right	79	69	181
right	79	1	184
right	79	71	215
right	79	3	218
right	79	73	248
right	79	5	252
right	79	76	283
right	79	5	286
right	79	535	447
left	80	216	183
left	80	154	187
left	80	217	215
left	80	155	219
left	80	218	247
left	80	156	250
left	80	221	280
left	80	156	283
right	80	69	180
right	80	1	184
right	80	71	215
right	80	3	218
right	80	73	248
right	80	4	252
right	80	76	282
right	80	4	286
right	80	535	447
left	81	216	183
left	81	154	187
left	81	217	215
left	81	155	219
left	81	218	247
left	81	156	250
left	81	221	280
left	81	156	283
right	81	69	180
right	81	1	184
right	81	71	215
right	81	3	218
right	81	73	248
right	81	4	252
right	81	76	282
right	81	4	286
right	81	535	447
left	82	216	183
left	82	155	187
left	82	217	215
left	82	156	219
left	82	218	247
left	82	157	251
left	82	221	280
left	82	157	282
right	82	69	180
right	82	1	184
right	82	71	215
right	82	3	218
right	82	73	248
right	82	4	252
right	82	76	282
right	82	4	286
right	82	535	447
left	83	216	183
left	83	155	187
left	83	217	215
left	83	156	219
left	83	218	247
left	83	157	251
left	83	221	280
left	83	157	282
right	83	69	180
right	83	1	184
right	83	71	215
right	83	3	218
right	83	73	248
right	83	4	252
right	83	76	282
right	83	4	286
right	83	535	447
left	84	216	183
left	84	155	187
left	84	217	215
left	84	156	219
left	84	218	247
left	84	157	251
left	84	221	280
left	84	157	282
right	84	69	181
right	84	2	184
right	84	71	215
right	84	3	218
right	84	73	248
right	84	4	252
right	84	76	283
right	84	5	286
right	84	535	447
left	85	216	183
left	85	155	187
left	85	217	215
left	85	156	219
left	85	218	247
left	85	157	251
left	85	221	280
left	85	157	282
right	85	69	181
right	85	2	184
right	85	71	215
right	85	3	218
right	85	73	248
right	85	4	252
right	85	76	283
right	85	5	286
right	85	535	447
left	86	215	183
left	86	154	187
left	86	217	215
left	86	155	219
left	86	218	247
left	86	156	250
left	86	220	280
left	86	157	283
right	86	69	181
right	86	2	184
right	86	71	215
right	86	3	218
right	86	73	248
right	86	4	252
right	86	76	283
right	86	5	286
right	86	535	447
left	87	215	183
left	87	154	187
left	87	217	215
left	87	155	219
left	87	218	247
left	87	156	250
left	87	220	280
left	87	157	283
right	87	69	181
right	87	2	184
right	87	71	215
right	87	3	218
right	87	73	248
right	87	4	252
right	87	76	283
right	87	5	286
right	87	535	447
left	88	215	183
left	88	154	187
left	88	217	215
left	88	155	219
left	88	218	247
left	88	156	250
left	88	220	280
left	88	157	283
right	88	69	181
right	88	2	184
right	88	71	215
right	88	3	218
right	88	73	248
right	88	4	252
right	88	76	282
right	88	5	286
right	88	535	447
left	89	215	183
left	89	154	187
left	89	217	215
left	89	155	219
left	89	218	247
left	89	156	250
left	89	220	280
left	89	157	283
right	89	69	181
right	89	2	184
right	89	71	215
right	89	3	218
right	89	73	248
right	89	4	252
right	89	76	282
right	89	5	286
right	89	535	447
left	90	215	183
left	90	154	186
left	90	217	215
left	90	156	219
left	90	218	247
left	90	156	250
left	90	220	280
left	90	157	283
right	90	69	181
right	90	2	184
right	90	71	215
right	90	3	218
right	90	73	248
right	90	4	252
right	90	76	282
right	90	5	286
right	90	535	447
left	91	215	183
left	91	154	186
left	91	217	215
left	91	156	219
left	91	218	247
left	91	156	250
left	91	220	280
left	91	157	283
right	91	69	181
right	91	2	184
right	91	71	215
right	91	3	218
right	91	73	248
right	91	4	252
right	91	76	282
right	91	5	286
right	91	535	447
left	92	215	183
left	92	154	186
left	92	217	215
left	92	156	219
left	92	218	247
left	92	156	250
left	92	220	280
left	92	157	283
right	92	69	181
right	92	1	184
right	92	71	215
right	92	73	248
right	92	5	252
right	92	76	282
right	92	5	286
right	92	535	447
left	93	215	183
left	93	154	186
left	93	217	215
left	93	156	219
left	93	218	247
left	93	156	250
left	93	220	280
left	93	157	283
right	93	69	181
right	93	1	184
right	93	71	215
right	93	73	248
right	93	5	252
right	93	76	282
right	93	5	286
right	93	535	447
left	94	215	183
left	94	154	187
left	94	217	215
left	94	155	219
left	94	218	247
left	94	157	251
left	94	220	280
left	94	157	282
right	94	69	181
right	94	1	184
right	94	71	215
right	94	73	248
right	94	5	252
right	94	76	282
right	94	5	286
right	94	535	447
left	95	215	183
left	95	154	187
left	95	217	215
left	95	155	219
left	95	218	247
left	95	157	251
left	95	220	280
left	95	157	282
right	95	69	181
right	95	1	184
right	95	71	215
right	95	73	248
right	95	5	252
right	95	76	282
right	95	5	286
right	95	535	447
