pname	lname	rname	start	end	duration	disparity	d2cam	lrd	height
sp0	p1	p4	48	57	0.3	144	418.583	338.333	37.5
sp1	p16	p5	67	75	0.27	132	456.636	361.818	96.364
sp2	p17	p6	75	83	0.27	14	4305.423	2108.571	1011.429
sp3	p18	p7	86	94	0.27	119	506.52	373.109	156.302
sp4	p19	p8	101	109	0.27	123	490.048	350.244	194.146
sp5	p20	p10	120	124	0.13	129	467.255	309.767	237.209
sp6	p21	p12	135	139	0.13	140	430.542	242.571	276.0
