	camera	frame	cX	cY	pulse
0	left	144	484	37	p1
1	left	145	484	37	p1
2	left	146	484	37	p1
3	left	147	484	37	p1
4	left	148	484	39	p1
5	left	149	484	39	p1
6	left	150	484	39	p1
7	left	151	484	39	p1
52	right	259	239	419	p10
53	right	260	239	419	p10
54	right	261	239	419	p10
55	right	262	239	419	p10
56	right	274	190	476	p11
57	right	275	190	476	p11
58	right	276	190	476	p11
59	right	277	190	476	p11
64	left	163	454	89	p12
65	left	164	454	89	p12
66	left	165	454	89	p12
67	left	166	454	89	p12
60	left	167	453	89	p12
61	left	168	453	89	p12
62	left	169	453	89	p12
63	left	170	453	89	p12
68	right	315	412	351	p13
69	right	316	412	351	p13
70	right	317	412	351	p13
71	right	318	412	351	p13
72	left	178	431	135	p14
73	left	179	431	135	p14
74	left	180	431	135	p14
75	left	181	431	135	p14
76	left	182	435	136	p14
77	left	183	435	136	p14
78	left	184	435	136	p14
79	left	185	435	136	p14
80	left	197	438	184	p15
81	left	198	438	184	p15
82	left	199	438	184	p15
83	left	200	438	184	p15
84	left	201	439	187	p15
85	left	202	439	187	p15
86	left	203	439	187	p15
87	left	204	439	187	p15
88	left	216	433	244	p16
89	left	217	433	244	p16
90	left	218	433	244	p16
91	left	219	433	244	p16
92	left	231	423	305	p17
93	left	232	423	305	p17
94	left	233	423	305	p17
95	left	234	423	305	p17
96	left	246	384	363	p18
97	left	247	384	363	p18
98	left	248	384	363	p18
99	left	249	384	363	p18
100	left	250	421	343	p19
101	left	251	421	343	p19
102	left	252	421	343	p19
103	left	253	413	350	p19
104	left	254	413	350	p19
105	left	255	413	350	p19
106	left	256	413	350	p19
12	right	161	335	88	p2
13	right	162	335	88	p2
14	right	163	335	88	p2
15	right	164	335	88	p2
8	right	165	333	88	p2
9	right	166	333	88	p2
10	right	167	333	88	p2
11	right	168	333	88	p2
16	right	180	320	136	p3
17	right	181	320	136	p3
18	right	182	320	136	p3
19	right	183	320	136	p3
20	right	184	320	138	p3
21	right	185	320	138	p3
22	right	186	320	138	p3
23	right	187	320	138	p3
24	right	195	322	186	p4
25	right	196	322	186	p4
26	right	197	322	186	p4
27	right	198	322	186	p4
28	right	199	321	190	p4
29	right	200	321	190	p4
30	right	201	321	190	p4
31	right	202	321	190	p4
32	right	214	312	250	p5
33	right	215	312	250	p5
34	right	216	312	250	p5
35	right	217	312	250	p5
36	right	229	305	312	p6
37	right	230	305	312	p6
38	right	231	305	312	p6
39	right	232	305	312	p6
40	right	244	269	371	p7
41	right	245	269	371	p7
42	right	246	269	371	p7
43	right	247	269	371	p7
44	right	248	424	332	p8
45	right	249	424	332	p8
46	right	250	424	332	p8
47	right	251	424	332	p8
48	right	255	397	343	p9
49	right	256	397	343	p9
50	right	257	397	343	p9
51	right	258	397	343	p9
