	camera	frame	cX	cY	pulse
1	left	5	62	381	too_short
2	left	6	62	381	too_short
3	left	7	62	381	too_short
4	left	8	62	381	too_short
9	left	29	63	381	too_short
10	left	30	63	381	too_short
11	left	31	63	381	too_short
12	left	32	63	381	too_short
5	left	41	62	381	too_short
6	left	42	62	381	too_short
7	left	43	62	381	too_short
8	left	44	62	381	too_short
0	left	90	61	381	too_short
49	left	52	428	207	too_short
50	left	53	428	207	too_short
51	left	54	428	207	too_short
52	left	55	428	207	too_short
80	left	1	458	186	p11
81	left	2	458	186	p11
82	left	3	458	186	p11
83	left	4	458	186	p11
84	left	5	458	186	p11
85	left	6	458	186	p11
86	left	7	458	186	p11
87	left	8	458	186	p11
92	left	9	459	185	p11
93	left	10	459	185	p11
94	left	11	459	185	p11
95	left	12	459	185	p11
61	left	13	458	185	p11
62	left	14	458	185	p11
63	left	15	458	185	p11
64	left	16	458	185	p11
65	left	17	458	185	p11
66	left	18	458	185	p11
67	left	19	458	185	p11
68	left	20	458	185	p11
53	left	25	457	186	p11
54	left	26	457	186	p11
55	left	27	457	186	p11
56	left	28	457	186	p11
57	left	29	457	186	p11
58	left	30	457	186	p11
59	left	31	457	186	p11
60	left	32	457	186	p11
69	left	52	458	185	p11
70	left	53	458	185	p11
71	left	54	458	185	p11
72	left	55	458	185	p11
88	left	60	458	186	p11
89	left	61	458	186	p11
90	left	62	458	186	p11
91	left	63	458	186	p11
73	left	79	458	185	p11
74	left	80	458	185	p11
75	left	81	458	185	p11
76	left	82	458	185	p11
77	left	83	458	185	p11
78	left	84	458	185	p11
79	left	85	458	185	p11
104	left	5	473	174	p12
105	left	6	473	174	p12
106	left	7	473	174	p12
107	left	8	473	174	p12
108	left	9	473	174	p12
109	left	10	473	174	p12
110	left	11	473	174	p12
111	left	12	473	174	p12
112	left	17	473	174	p12
113	left	18	473	174	p12
114	left	19	473	174	p12
115	left	20	473	174	p12
116	left	21	473	174	p12
117	left	22	473	174	p12
118	left	23	473	174	p12
119	left	24	473	174	p12
120	left	25	473	174	p12
121	left	26	473	174	p12
122	left	27	473	174	p12
123	left	28	473	174	p12
124	left	29	473	174	p12
125	left	30	473	174	p12
126	left	31	473	174	p12
127	left	32	473	174	p12
96	left	33	472	174	p12
97	left	34	472	174	p12
98	left	35	472	174	p12
99	left	36	472	174	p12
128	left	37	473	174	p12
129	left	38	473	174	p12
130	left	39	473	174	p12
131	left	40	473	174	p12
132	left	41	473	174	p12
133	left	42	473	174	p12
134	left	43	473	174	p12
135	left	44	473	174	p12
136	left	45	473	174	p12
137	left	46	473	174	p12
138	left	47	473	174	p12
139	left	48	473	174	p12
140	left	49	473	174	p12
141	left	50	473	174	p12
142	left	51	473	174	p12
143	left	56	473	174	p12
144	left	57	473	174	p12
145	left	58	473	174	p12
146	left	59	473	174	p12
147	left	60	473	174	p12
148	left	61	473	174	p12
149	left	62	473	174	p12
150	left	63	473	174	p12
151	left	64	473	174	p12
152	left	65	473	174	p12
153	left	66	473	174	p12
100	left	67	472	174	p12
101	left	68	472	174	p12
102	left	69	472	174	p12
103	left	70	472	174	p12
163	left	71	474	174	p12
164	left	72	474	174	p12
165	left	73	474	174	p12
166	left	74	474	174	p12
154	left	82	473	174	p12
155	left	83	473	174	p12
156	left	84	473	174	p12
157	left	85	473	174	p12
158	left	86	473	174	p12
159	left	87	473	174	p12
160	left	88	473	174	p12
161	left	89	473	174	p12
162	left	90	473	174	p12
179	left	5	492	159	p13
180	left	6	492	159	p13
181	left	7	492	159	p13
182	left	8	492	159	p13
219	left	9	493	160	p13
220	left	10	493	160	p13
221	left	11	493	160	p13
222	left	12	493	160	p13
223	left	13	493	160	p13
224	left	14	493	160	p13
225	left	15	493	160	p13
226	left	16	493	160	p13
167	left	17	491	160	p13
168	left	18	491	160	p13
169	left	19	491	160	p13
170	left	20	491	160	p13
184	left	21	492	160	p13
185	left	22	492	160	p13
186	left	23	492	160	p13
187	left	24	492	160	p13
171	left	25	491	160	p13
172	left	26	491	160	p13
173	left	27	491	160	p13
174	left	28	491	160	p13
188	left	29	492	160	p13
189	left	30	492	160	p13
190	left	31	492	160	p13
191	left	32	492	160	p13
192	left	37	492	160	p13
193	left	38	492	160	p13
194	left	39	492	160	p13
195	left	40	492	160	p13
196	left	45	492	160	p13
197	left	46	492	160	p13
198	left	47	492	160	p13
199	left	48	492	160	p13
200	left	49	492	160	p13
201	left	50	492	160	p13
202	left	51	492	160	p13
203	left	52	492	160	p13
204	left	53	492	160	p13
205	left	54	492	160	p13
206	left	55	492	160	p13
207	left	56	492	160	p13
208	left	57	492	160	p13
209	left	58	492	160	p13
210	left	59	492	160	p13
211	left	60	492	160	p13
212	left	61	492	160	p13
213	left	62	492	160	p13
214	left	63	492	160	p13
215	left	71	492	160	p13
216	left	72	492	160	p13
217	left	73	492	160	p13
218	left	74	492	160	p13
175	left	82	491	160	p13
176	left	83	491	160	p13
177	left	84	491	160	p13
178	left	85	491	160	p13
183	left	90	492	159	p13
231	left	1	518	139	p14
232	left	2	518	139	p14
233	left	3	518	139	p14
234	left	4	518	139	p14
235	left	5	518	139	p14
236	left	6	518	139	p14
237	left	7	518	139	p14
238	left	8	518	139	p14
302	left	9	519	139	p14
303	left	10	519	139	p14
304	left	11	519	139	p14
305	left	12	519	139	p14
239	left	13	518	139	p14
240	left	14	518	139	p14
241	left	15	518	139	p14
242	left	16	518	139	p14
243	left	17	518	139	p14
244	left	18	518	139	p14
245	left	19	518	139	p14
246	left	20	518	139	p14
247	left	21	518	139	p14
248	left	22	518	139	p14
249	left	23	518	139	p14
250	left	24	518	139	p14
306	left	25	519	139	p14
307	left	26	519	139	p14
308	left	27	519	139	p14
309	left	28	519	139	p14
251	left	29	518	139	p14
252	left	30	518	139	p14
253	left	31	518	139	p14
254	left	32	518	139	p14
255	left	33	518	139	p14
256	left	34	518	139	p14
257	left	35	518	139	p14
258	left	36	518	139	p14
259	left	37	518	139	p14
260	left	38	518	139	p14
261	left	39	518	139	p14
262	left	40	518	139	p14
263	left	41	518	139	p14
264	left	42	518	139	p14
265	left	43	518	139	p14
266	left	44	518	139	p14
267	left	45	518	139	p14
268	left	46	518	139	p14
269	left	47	518	139	p14
270	left	48	518	139	p14
310	left	49	519	139	p14
311	left	50	519	139	p14
312	left	51	519	139	p14
271	left	52	518	139	p14
272	left	53	518	139	p14
273	left	54	518	139	p14
274	left	55	518	139	p14
275	left	56	518	139	p14
276	left	57	518	139	p14
277	left	58	518	139	p14
278	left	59	518	139	p14
279	left	60	518	139	p14
280	left	61	518	139	p14
281	left	62	518	139	p14
282	left	63	518	139	p14
283	left	64	518	139	p14
284	left	65	518	139	p14
285	left	66	518	139	p14
286	left	67	518	139	p14
287	left	68	518	139	p14
288	left	69	518	139	p14
289	left	70	518	139	p14
290	left	71	518	139	p14
291	left	72	518	139	p14
292	left	73	518	139	p14
293	left	74	518	139	p14
313	left	75	519	139	p14
314	left	76	519	139	p14
315	left	77	519	139	p14
316	left	78	519	139	p14
294	left	79	518	139	p14
295	left	80	518	139	p14
296	left	81	518	139	p14
227	left	82	517	139	p14
228	left	83	517	139	p14
229	left	84	517	139	p14
230	left	85	517	139	p14
297	left	86	518	139	p14
298	left	87	518	139	p14
299	left	88	518	139	p14
300	left	89	518	139	p14
301	left	90	518	139	p14
369	left	1	555	111	p15
370	left	2	555	111	p15
371	left	3	555	111	p15
372	left	4	555	111	p15
317	left	5	554	111	p15
318	left	6	554	111	p15
319	left	7	554	111	p15
320	left	8	554	111	p15
321	left	9	554	111	p15
322	left	10	554	111	p15
323	left	11	554	111	p15
324	left	12	554	111	p15
325	left	13	554	111	p15
326	left	14	554	111	p15
327	left	15	554	111	p15
328	left	16	554	111	p15
373	left	17	555	111	p15
374	left	18	555	111	p15
375	left	19	555	111	p15
376	left	20	555	111	p15
329	left	21	554	111	p15
330	left	22	554	111	p15
331	left	23	554	111	p15
332	left	24	554	111	p15
377	left	25	555	111	p15
378	left	26	555	111	p15
379	left	27	555	111	p15
380	left	28	555	111	p15
333	left	29	554	111	p15
334	left	30	554	111	p15
335	left	31	554	111	p15
336	left	32	554	111	p15
357	left	33	554	112	p15
358	left	34	554	112	p15
359	left	35	554	112	p15
360	left	36	554	112	p15
381	left	37	555	111	p15
382	left	38	555	111	p15
383	left	39	555	111	p15
384	left	40	555	111	p15
337	left	41	554	111	p15
338	left	42	554	111	p15
339	left	43	554	111	p15
340	left	44	554	111	p15
341	left	45	554	111	p15
342	left	46	554	111	p15
343	left	47	554	111	p15
344	left	48	554	111	p15
385	left	49	555	111	p15
386	left	50	555	111	p15
387	left	51	555	111	p15
388	left	52	555	111	p15
389	left	53	555	111	p15
390	left	54	555	111	p15
391	left	55	555	111	p15
345	left	56	554	111	p15
346	left	57	554	111	p15
347	left	58	554	111	p15
348	left	59	554	111	p15
392	left	60	555	111	p15
393	left	61	555	111	p15
394	left	62	555	111	p15
395	left	63	555	111	p15
396	left	64	555	111	p15
397	left	65	555	111	p15
398	left	66	555	111	p15
349	left	67	554	111	p15
350	left	68	554	111	p15
351	left	69	554	111	p15
352	left	70	554	111	p15
361	left	71	554	112	p15
362	left	72	554	112	p15
363	left	73	554	112	p15
364	left	74	554	112	p15
353	left	75	554	111	p15
354	left	76	554	111	p15
355	left	77	554	111	p15
356	left	78	554	111	p15
365	left	79	554	112	p15
366	left	80	554	112	p15
367	left	81	554	112	p15
399	left	82	555	111	p15
400	left	83	555	111	p15
401	left	84	555	111	p15
402	left	85	555	111	p15
403	left	86	555	111	p15
404	left	87	555	111	p15
405	left	88	555	111	p15
406	left	89	555	111	p15
368	left	90	554	112	p15
451	left	1	583	284	p16
452	left	2	583	284	p16
453	left	3	583	284	p16
454	left	4	583	284	p16
434	left	5	583	283	p16
435	left	6	583	283	p16
436	left	7	583	283	p16
437	left	8	583	283	p16
438	left	9	583	283	p16
439	left	10	583	283	p16
440	left	11	583	283	p16
441	left	12	583	283	p16
411	left	17	582	284	p16
412	left	18	582	284	p16
413	left	19	582	284	p16
414	left	20	582	284	p16
455	left	21	583	284	p16
456	left	22	583	284	p16
457	left	23	583	284	p16
458	left	24	583	284	p16
442	left	25	583	283	p16
443	left	26	583	283	p16
444	left	27	583	283	p16
445	left	28	583	283	p16
415	left	33	582	284	p16
416	left	34	582	284	p16
417	left	35	582	284	p16
418	left	36	582	284	p16
419	left	37	582	284	p16
420	left	38	582	284	p16
421	left	39	582	284	p16
422	left	40	582	284	p16
446	left	41	583	283	p16
447	left	42	583	283	p16
448	left	43	583	283	p16
449	left	44	583	283	p16
459	left	45	583	284	p16
460	left	46	583	284	p16
461	left	47	583	284	p16
462	left	48	583	284	p16
423	left	49	582	284	p16
424	left	50	582	284	p16
425	left	51	582	284	p16
463	left	52	583	284	p16
464	left	53	583	284	p16
465	left	54	583	284	p16
466	left	55	583	284	p16
467	left	64	583	284	p16
468	left	65	583	284	p16
469	left	66	583	284	p16
407	left	71	582	283	p16
408	left	72	582	283	p16
409	left	73	582	283	p16
410	left	74	582	283	p16
470	left	75	583	284	p16
471	left	76	583	284	p16
472	left	77	583	284	p16
473	left	78	583	284	p16
474	left	79	583	284	p16
475	left	80	583	284	p16
476	left	81	583	284	p16
426	left	82	582	284	p16
427	left	83	582	284	p16
428	left	84	582	284	p16
429	left	85	582	284	p16
430	left	86	582	284	p16
431	left	87	582	284	p16
432	left	88	582	284	p16
433	left	89	582	284	p16
450	left	90	583	283	p16
477	left	79	604	457	too_short
478	left	80	604	457	too_short
479	left	81	604	457	too_short
499	left	1	607	70	p18
500	left	2	607	70	p18
501	left	3	607	70	p18
502	left	4	607	70	p18
503	left	5	607	70	p18
504	left	6	607	70	p18
505	left	7	607	70	p18
506	left	8	607	70	p18
480	left	9	606	70	p18
481	left	10	606	70	p18
482	left	11	606	70	p18
483	left	12	606	70	p18
507	left	13	607	70	p18
508	left	14	607	70	p18
509	left	15	607	70	p18
510	left	16	607	70	p18
511	left	17	607	70	p18
512	left	18	607	70	p18
513	left	19	607	70	p18
514	left	20	607	70	p18
484	left	21	606	70	p18
485	left	22	606	70	p18
486	left	23	606	70	p18
487	left	24	606	70	p18
515	left	25	607	70	p18
516	left	26	607	70	p18
517	left	27	607	70	p18
518	left	28	607	70	p18
519	left	29	607	70	p18
520	left	30	607	70	p18
521	left	31	607	70	p18
522	left	32	607	70	p18
523	left	33	607	70	p18
524	left	34	607	70	p18
525	left	35	607	70	p18
526	left	36	607	70	p18
527	left	37	607	70	p18
528	left	38	607	70	p18
529	left	39	607	70	p18
530	left	40	607	70	p18
531	left	41	607	70	p18
532	left	42	607	70	p18
533	left	43	607	70	p18
534	left	44	607	70	p18
535	left	45	607	70	p18
536	left	46	607	70	p18
537	left	47	607	70	p18
538	left	48	607	70	p18
488	left	49	606	70	p18
489	left	50	606	70	p18
490	left	51	606	70	p18
539	left	52	607	70	p18
540	left	53	607	70	p18
541	left	54	607	70	p18
542	left	55	607	70	p18
543	left	56	607	70	p18
544	left	57	607	70	p18
545	left	58	607	70	p18
546	left	59	607	70	p18
491	left	60	606	70	p18
492	left	61	606	70	p18
493	left	62	606	70	p18
494	left	63	606	70	p18
547	left	64	607	70	p18
548	left	65	607	70	p18
549	left	66	607	70	p18
550	left	67	607	70	p18
551	left	68	607	70	p18
552	left	69	607	70	p18
553	left	70	607	70	p18
554	left	71	607	70	p18
555	left	72	607	70	p18
556	left	73	607	70	p18
557	left	74	607	70	p18
558	left	75	607	70	p18
559	left	76	607	70	p18
560	left	77	607	70	p18
561	left	78	607	70	p18
562	left	79	607	70	p18
563	left	80	607	70	p18
564	left	81	607	70	p18
565	left	82	607	70	p18
566	left	83	607	70	p18
567	left	84	607	70	p18
568	left	85	607	70	p18
495	left	86	606	70	p18
496	left	87	606	70	p18
497	left	88	606	70	p18
498	left	89	606	70	p18
569	left	90	607	70	p18
574	right	1	42	62	p19
575	right	2	42	62	p19
619	right	3	43	62	p19
620	right	4	43	62	p19
621	right	5	43	62	p19
576	right	6	42	62	p19
622	right	7	43	62	p19
623	right	8	43	62	p19
624	right	9	43	62	p19
577	right	10	42	62	p19
578	right	11	42	62	p19
579	right	12	42	62	p19
580	right	13	42	62	p19
581	right	14	42	62	p19
582	right	15	42	62	p19
583	right	16	42	62	p19
584	right	17	42	62	p19
625	right	18	43	62	p19
626	right	19	43	62	p19
627	right	20	43	62	p19
628	right	21	43	62	p19
629	right	22	43	62	p19
630	right	23	43	62	p19
631	right	24	43	62	p19
585	right	25	42	62	p19
586	right	26	42	62	p19
587	right	27	42	62	p19
588	right	28	42	62	p19
632	right	29	43	62	p19
633	right	30	43	62	p19
634	right	31	43	62	p19
635	right	32	43	62	p19
636	right	33	43	62	p19
637	right	34	43	62	p19
638	right	35	43	62	p19
639	right	36	43	62	p19
640	right	37	43	62	p19
641	right	38	43	62	p19
642	right	39	43	62	p19
589	right	40	42	62	p19
590	right	41	42	62	p19
591	right	42	42	62	p19
592	right	43	42	62	p19
593	right	44	42	62	p19
594	right	45	42	62	p19
595	right	46	42	62	p19
596	right	47	42	62	p19
597	right	48	42	62	p19
598	right	49	42	62	p19
599	right	50	42	62	p19
600	right	51	42	62	p19
601	right	52	42	62	p19
602	right	53	42	62	p19
603	right	54	42	62	p19
604	right	55	42	62	p19
605	right	56	42	62	p19
606	right	57	42	62	p19
607	right	58	42	62	p19
608	right	59	42	62	p19
609	right	60	42	62	p19
610	right	61	42	62	p19
611	right	62	42	62	p19
612	right	63	42	62	p19
613	right	64	42	62	p19
614	right	65	42	62	p19
615	right	66	42	62	p19
616	right	67	42	62	p19
617	right	68	42	62	p19
618	right	69	42	62	p19
570	right	70	42	61	p19
571	right	71	42	61	p19
572	right	72	42	61	p19
573	right	73	42	61	p19
643	right	78	43	62	p19
644	right	79	43	62	p19
645	right	80	43	62	p19
646	right	81	43	62	p19
647	right	82	43	62	p19
648	right	83	43	62	p19
649	right	84	43	62	p19
650	right	85	43	62	p19
651	right	86	43	62	p19
652	right	87	43	62	p19
653	right	88	43	62	p19
654	right	89	43	62	p19
655	right	90	43	62	p19
13	left	71	79	345	too_short
14	left	72	79	345	too_short
15	left	73	79	345	too_short
16	left	74	79	345	too_short
656	right	21	267	466	too_short
657	right	22	267	466	too_short
658	right	23	267	466	too_short
659	right	24	267	466	too_short
671	right	29	268	466	too_short
672	right	30	268	466	too_short
673	right	31	268	466	too_short
674	right	32	268	466	too_short
660	right	48	267	466	too_short
661	right	49	267	466	too_short
662	right	50	267	466	too_short
