frame	dist	x	y	xmin	xmax	ymin	ymax
1276	119.13	196.87	319.12	81.27	319.67	235.99	404.17
1277	119.14	199.08	319.36	84.21	320.41	237.8	402.48
1278	119.29	199.78	319.36	85.02	320.94	238.36	402.13
1279	119.27	200.1	319.09	85.57	320.93	238.34	401.07
1280	119.3	200.22	318.53	85.71	320.9	237.81	400.33
1281	119.35	200.14	317.32	85.77	320.64	236.81	399.14
1282	119.48	200.1	315.66	85.64	320.68	235.03	397.42
1283	119.94	199.96	311.92	85.17	320.97	230.79	394.6
1284	120.22	199.83	310.0	84.66	321.25	228.84	392.92
1285	120.55	199.47	308.22	83.63	322.0	226.73	391.43
1286	120.96	199.3	306.72	82.8	322.29	224.88	390.83
1287	121.44	199.57	305.36	82.37	323.03	222.59	390.06
1288	121.87	200.58	304.32	82.84	324.7	220.63	389.2
1289	122.84	204.99	302.89	85.19	330.39	218.75	388.55
1290	123.31	208.49	302.88	87.6	334.04	218.4	388.55
1291	123.76	212.68	303.13	90.93	338.44	218.41	388.6
1292	124.16	217.54	304.74	95.2	343.09	219.23	389.41
1293	124.37	222.69	306.68	100.44	348.45	221.23	391.33
1294	124.47	227.77	308.92	105.54	353.26	223.54	393.61
1295	124.35	237.72	314.25	115.37	362.82	229.67	396.09
1296	124.27	242.62	316.42	120.2	367.05	232.33	398.13
1297	124.02	247.28	318.39	125.63	371.21	234.4	399.53
1298	123.75	251.7	319.73	130.16	374.44	236.41	399.61
1299	123.41	255.66	320.34	134.46	378.62	237.58	399.75
1300	123.24	259.0	320.38	137.84	381.32	238.0	399.68
1301	122.96	262.03	320.12	141.35	384.01	237.96	399.07
1302	122.63	264.32	319.38	143.88	385.79	237.71	398.27
1303	122.37	265.72	318.59	145.69	387.36	236.94	397.25
1304	121.86	266.85	316.93	146.9	388.46	235.28	395.43
1305	121.62	266.93	316.05	147.12	388.44	234.39	394.62
1306	121.45	267.16	315.11	147.38	388.75	233.65	394.11
1307	121.35	267.62	313.98	147.85	389.41	232.11	392.86
1308	121.21	268.28	312.98	148.3	389.92	230.77	392.24
1309	121.04	268.94	312.14	149.11	390.29	229.85	391.16
1310	120.78	270.61	310.41	150.63	392.05	228.11	389.8
1311	120.57	271.65	309.65	151.7	392.97	227.21	388.73
1312	120.38	272.67	309.05	152.67	393.75	226.79	388.14
1313	120.17	273.64	308.72	153.9	394.77	226.68	387.68
1314	119.97	274.65	308.36	154.76	395.53	226.31	387.22
1315	119.81	275.66	307.68	155.69	396.15	225.67	386.59
1316	119.37	277.32	304.8	157.45	397.68	222.71	384.15
1317	119.19	277.78	303.02	157.78	398.48	220.7	382.59
1318	119.03	278.07	301.3	157.67	398.81	218.73	381.43
1319	118.84	278.26	299.62	158.05	398.89	216.73	380.23
1320	118.68	278.45	298.02	158.12	399.42	215.21	378.65
1321	118.61	278.51	296.38	158.27	399.29	213.33	377.11
1322	118.31	279.17	293.62	159.45	400.12	210.94	374.35
1323	118.26	279.66	291.8	159.79	400.65	208.89	372.77
1324	118.32	280.5	289.7	160.58	401.46	206.71	371.17
1325	118.37	281.2	286.96	160.37	402.59	203.39	369.34
1326	118.45	281.9	284.49	160.41	403.34	200.31	367.21
1327	118.45	282.44	282.5	160.39	404.51	198.1	365.43
1328	118.52	284.51	280.29	161.75	406.62	195.55	363.5
1329	118.63	286.09	279.43	163.19	407.68	194.67	362.62
1330	118.6	287.82	278.49	164.9	409.57	193.29	361.32
1331	118.5	289.43	277.5	166.38	410.54	192.65	360.46
1332	118.56	291.01	276.2	168.09	412.56	191.08	359.06
1333	118.53	292.46	274.65	169.21	413.72	189.18	357.59
1334	118.35	294.79	271.01	171.21	415.9	185.3	354.87
1335	118.36	295.34	269.21	171.45	416.69	183.28	353.41
1336	118.31	295.72	267.79	172.14	417.44	181.6	352.19
1337	118.28	296.05	266.81	172.13	417.7	180.16	351.69
1338	118.27	296.62	266.16	172.49	418.75	179.68	351.15
1339	118.26	297.4	265.49	173.08	419.44	178.88	350.45
1340	118.23	298.41	264.61	174.41	420.63	178.09	349.79
1341	118.39	300.87	262.25	176.68	423.95	175.3	347.83
1342	118.5	301.98	260.84	176.6	425.0	173.72	346.13
1343	118.53	303.13	260.15	177.6	426.02	172.53	345.67
1344	118.64	304.48	260.14	178.55	427.65	172.39	346.18
1345	118.67	306.2	261.24	180.44	429.15	173.58	346.63
1346	118.57	308.5	263.21	183.84	431.4	175.4	348.2
1347	118.21	313.97	266.13	189.5	435.36	178.84	349.5
1348	117.96	316.86	266.33	192.39	437.45	179.04	349.44
1349	117.81	319.47	266.47	195.87	440.07	179.27	349.24
1350	117.57	322.04	266.59	198.28	442.28	179.65	349.26
1351	117.03	324.75	267.27	200.98	444.75	180.01	349.22
1352	116.56	327.66	268.55	204.79	446.93	181.65	349.65
1353	115.48	333.55	271.64	212.36	451.32	185.69	350.88
1354	114.91	335.84	272.99	215.7	452.4	187.73	350.85
1355	114.42	337.47	273.5	217.61	453.35	188.63	351.17
1356	113.84	338.34	273.51	219.1	453.56	188.76	351.17
1357	113.41	338.41	272.67	219.33	453.83	188.37	350.12
1358	113.23	337.86	271.49	218.78	452.81	186.9	349.04
1359	112.85	336.88	270.14	218.41	452.36	185.97	347.8
1360	112.58	335.81	268.87	217.75	451.13	185.53	346.34
1361	112.26	332.28	267.96	214.61	447.56	184.9	345.31
1362	112.12	329.88	267.94	212.46	445.56	184.82	345.31
1363	112.06	327.25	267.87	209.49	442.91	184.81	345.2
1364	112.02	324.34	267.67	206.6	440.09	184.79	345.6
1365	112.01	321.57	266.94	204.71	437.37	184.22	345.29
1366	111.99	318.94	266.11	201.77	434.73	183.48	344.49
1367	112.22	313.44	265.02	195.39	429.46	182.38	344.56
1368	112.29	310.65	264.51	192.67	426.82	181.89	344.34
1369	112.36	307.68	263.58	189.36	423.66	180.91	343.72
1370	112.34	304.67	262.67	186.3	421.17	179.7	343.5
1371	112.39	301.84	262.19	183.41	418.54	179.17	343.36
1372	112.4	299.17	261.95	180.56	416.14	178.78	343.37
1373	112.42	296.71	261.93	178.23	413.7	179.04	343.39
1374	112.37	292.52	262.53	174.48	409.93	180.14	343.95
1375	112.36	290.98	262.96	173.35	408.03	180.76	344.18
1376	112.39	289.55	263.36	171.8	406.52	181.42	344.34
1377	112.44	287.96	263.81	170.33	404.87	182.21	344.72
1378	112.44	286.08	264.0	168.77	402.7	182.13	345.5
1379	112.53	284.29	264.1	167.08	401.52	182.37	345.55
1380	112.68	280.16	264.19	162.66	398.12	182.22	345.56
1381	112.88	277.71	264.26	159.59	396.1	181.88	346.45
1382	113.04	275.08	264.2	156.56	393.67	181.17	346.54
1383	113.26	272.3	264.0	153.23	391.61	180.58	346.71
1384	113.6	269.41	263.48	150.07	389.25	179.41	346.65
1385	113.8	266.58	262.88	147.11	386.74	178.58	346.67
1386	114.45	260.91	261.86	140.71	382.36	176.86	346.64
1387	114.69	258.09	261.74	137.36	380.33	176.49	347.46
1388	114.97	255.37	261.63	134.37	378.1	175.47	348.22
1389	115.28	252.9	261.62	131.62	376.1	175.37	348.54
1390	115.56	250.73	261.57	128.98	374.59	175.15	349.35
1391	115.82	249.14	261.66	126.87	373.18	174.8	349.67
1392	116.24	247.02	262.09	124.66	371.37	175.4	350.19
1393	116.45	246.37	262.53	124.04	370.67	175.92	350.73
1394	116.48	246.11	262.99	123.31	370.49	176.31	351.14
1395	116.46	246.07	263.34	123.21	370.29	176.35	351.16
1396	116.34	246.03	263.84	123.19	369.52	177.32	351.32
1397	116.2	246.11	264.46	123.49	369.33	177.6	351.81
1398	115.77	246.11	266.06	124.36	368.62	179.53	352.88
1399	115.36	245.64	266.94	124.3	367.61	180.69	354.12
1400	115.04	244.7	267.57	123.76	367.13	180.95	354.31
1401	114.67	243.5	267.75	122.76	365.61	181.43	354.69
1402	114.39	242.29	267.57	122.1	364.41	181.44	354.83
1403	114.03	240.62	267.27	120.92	362.77	181.43	354.17
1404	113.49	236.21	266.74	117.49	358.54	180.66	354.02
1405	113.09	233.6	266.46	115.09	355.4	180.49	353.52
1406	112.8	230.49	266.13	112.57	352.56	180.4	353.38
1407	112.63	226.99	265.83	109.81	348.9	179.68	353.2
1408	112.38	223.15	265.32	106.23	345.45	179.33	352.82
1409	112.2	219.25	264.21	102.32	341.19	178.41	352.34
1410	112.09	215.16	262.72	98.2	337.57	177.29	352.31
1411	111.77	207.24	260.43	90.4	329.98	174.79	350.23
1412	111.66	203.71	259.44	86.53	326.43	173.46	350.0
1413	111.46	200.51	259.07	83.72	323.2	172.6	349.74
1414	111.38	197.49	258.88	80.48	320.01	172.34	349.69
1415	111.17	194.7	258.79	77.86	317.34	172.21	349.34
1416	110.92	191.94	258.63	74.97	314.69	172.26	349.62
1417	110.47	186.9	258.51	70.16	308.8	171.93	349.73
1418	110.21	185.03	258.57	68.38	306.59	171.93	349.7
1419	109.99	183.36	258.8	67.85	305.34	172.43	350.32
1420	109.73	181.91	259.04	66.5	303.48	172.5	350.12
1421	109.31	180.45	259.34	65.53	301.98	173.45	349.97
1422	108.93	179.2	259.56	65.28	300.15	173.97	349.91
1423	108.58	178.32	259.7	64.86	299.02	174.46	349.94
1424	108.22	177.86	259.85	64.88	298.08	174.96	349.64
1425	107.61	177.41	259.9	64.91	296.36	175.39	349.07
1426	107.35	177.26	259.92	64.95	295.93	175.64	348.74
1427	106.96	176.95	259.9	65.27	295.27	175.78	348.24
1428	106.57	176.58	259.83	65.69	294.66	175.71	347.69
1429	106.14	176.15	259.65	65.64	294.2	175.68	347.01
1430	105.76	175.31	259.47	65.08	292.99	175.57	347.16
1431	105.31	172.44	259.2	63.02	289.23	175.2	347.14
1432	105.2	170.95	258.91	61.41	287.63	174.57	347.18
1433	105.19	169.71	258.45	60.54	287.13	173.91	347.01
1434	105.26	168.6	258.01	59.43	286.57	173.7	346.64
1435	105.45	167.31	257.72	57.94	285.35	173.08	346.66
1436	105.57	165.82	257.63	56.58	284.17	172.51	346.87
1437	105.99	161.89	257.37	51.67	280.2	171.76	346.79
1438	106.19	159.54	257.12	49.17	278.7	171.13	346.79
1439	106.43	157.12	256.95	46.33	276.55	170.67	347.06
1440	106.47	154.61	256.77	43.22	273.98	170.21	347.5
1441	106.49	152.42	256.67	41.25	271.87	169.65	347.77
1442	106.53	150.34	256.56	39.97	269.83	169.56	348.34
1443	106.19	146.84	255.44	41.25	266.43	169.21	347.79
1444	105.94	145.38	254.49	40.21	264.89	168.18	346.7
1445	105.54	144.09	253.6	40.52	263.21	167.42	345.69
1446	105.23	142.72	252.85	40.16	261.64	167.11	345.14
1447	104.77	141.29	252.31	41.0	260.02	166.46	344.31
1448	104.33	139.92	251.97	41.0	258.38	166.49	343.95
1449	103.66	137.42	252.02	39.5	255.41	166.44	343.76
1450	103.11	136.42	252.65	39.37	253.93	166.91	344.24
1451	102.91	135.13	252.95	38.19	252.46	167.02	344.29
1452	102.71	134.16	253.09	37.1	251.01	167.48	344.78
1453	102.21	133.53	253.04	36.33	250.22	167.13	344.79
1454	102.17	132.68	252.75	36.13	249.28	167.34	344.11
1455	102.1	130.67	251.58	34.46	247.46	166.01	343.31
1490	96.13	123.32	265.32	36.0	230.53	184.82	348.9
1491	95.57	124.16	265.13	35.0	231.41	185.31	348.85
1492	95.39	125.73	265.29	33.23	232.18	185.72	348.67
1493	95.25	126.37	265.18	34.0	233.2	185.53	348.72
1494	94.93	127.03	265.25	35.07	233.73	185.49	348.79
1495	95.1	127.67	265.23	34.3	234.12	185.66	348.44
1496	94.94	128.86	265.34	34.02	235.31	186.32	348.09
1497	94.72	129.96	265.55	33.86	235.74	186.92	347.78
1498	93.98	132.58	266.17	36.61	237.4	188.1	347.74
1499	93.56	134.03	266.16	37.94	238.73	188.56	347.25
1500	93.03	135.66	266.22	39.75	239.77	189.16	346.86
1501	92.53	137.46	266.18	42.12	241.09	189.24	346.58
1502	91.96	139.27	266.13	44.29	242.1	189.67	345.77
1503	91.2	141.01	266.06	47.29	242.82	190.28	345.54
1504	89.89	143.23	266.0	51.46	243.27	191.25	344.18
1505	89.26	143.7	265.9	52.85	243.28	191.76	343.81
1506	88.72	143.72	265.75	53.46	242.62	191.94	343.53
1507	88.15	143.53	265.62	53.93	241.69	192.17	342.69
1508	87.67	143.26	265.53	54.56	240.58	192.23	341.57
1509	87.32	142.97	265.53	54.4	239.62	192.29	341.76
1510	87.02	142.77	265.56	54.37	239.29	192.62	341.78
1511	86.68	142.57	265.97	53.94	238.57	193.57	340.74
1512	86.46	142.36	266.36	54.5	238.47	194.6	340.69
1513	86.28	142.16	266.81	54.76	237.89	195.36	341.1
1514	86.22	141.66	267.0	54.23	237.28	195.58	341.31
1515	86.14	140.94	266.99	53.04	236.95	194.93	341.55
1516	86.03	140.22	266.78	52.11	235.92	194.82	341.44
1517	85.65	138.93	265.08	51.2	234.44	192.97	340.33
1518	85.4	138.34	264.23	50.75	233.54	192.45	339.56
1519	85.11	137.74	263.43	50.6	232.83	191.78	338.8
1520	84.91	136.98	262.87	50.24	231.52	191.56	337.62
1521	84.71	136.22	262.3	49.13	230.88	190.8	337.47
1522	84.5	135.2	261.97	48.43	230.26	190.35	337.01
1523	84.32	133.71	261.65	47.41	228.81	190.18	336.86
1524	84.23	133.62	261.81	46.85	228.78	190.18	336.95
1525	84.03	133.68	262.02	46.65	228.56	190.45	336.97
1526	83.95	134.33	262.53	47.73	228.72	191.45	336.98
1527	83.94	135.37	263.22	49.37	229.86	192.07	336.9
1528	83.63	136.07	263.91	50.03	229.47	193.73	336.96
1529	83.08	137.06	264.71	51.29	230.38	195.27	336.96
1530	82.81	137.2	264.88	51.72	230.58	195.19	336.97
1531	82.56	137.3	265.1	51.71	230.1	195.07	337.23
1532	82.13	137.39	265.27	52.26	229.25	195.71	337.34
1533	81.67	137.4	265.41	53.41	228.72	196.01	337.14
1534	81.15	137.45	265.48	54.43	228.35	196.5	336.81
1535	79.98	137.97	265.39	56.63	227.11	197.8	334.82
1536	79.52	138.23	265.42	58.08	226.66	198.55	334.4
1537	79.13	138.44	265.5	58.68	226.44	198.89	334.73
1538	78.62	138.68	265.38	60.09	225.99	199.6	333.9
1539	77.99	138.79	264.98	60.42	225.52	199.85	333.41
1540	77.6	138.85	264.39	60.91	224.75	198.93	332.34
1541	76.82	138.32	262.77	61.08	223.81	198.23	330.1
1542	76.46	137.73	261.73	60.53	222.32	197.48	329.66
1543	76.12	136.75	260.62	59.53	221.09	196.49	327.94
1544	75.81	135.39	259.53	58.52	219.63	195.43	327.16
1545	75.61	133.65	258.29	57.51	218.22	194.26	325.66
1546	75.33	132.02	257.08	54.32	215.49	192.39	324.49
1547	75.19	130.45	255.7	52.65	214.36	191.76	323.16
1548	74.98	127.59	253.69	49.4	211.33	189.23	321.69
1549	75.01	126.74	253.21	48.23	210.75	188.43	321.54
1550	75.1	126.4	253.13	47.7	210.22	188.91	321.46
1551	75.05	126.25	253.14	47.64	210.25	189.09	321.35
1552	75.22	126.12	253.57	47.71	210.68	189.03	322.15
1553	75.49	126.86	255.39	48.15	211.81	191.14	323.98
1554	75.68	127.27	256.26	48.68	212.5	191.29	325.4
1555	75.66	127.43	256.9	48.44	212.38	192.18	325.77
1556	75.68	127.35	257.32	48.33	212.4	192.53	325.63
1557	75.76	127.25	257.69	48.34	212.37	192.44	327.19
1558	75.7	126.49	257.82	48.01	211.52	192.31	327.4
1559	75.56	124.81	257.72	47.44	209.72	192.45	327.28
1560	75.5	124.25	257.56	46.59	209.51	192.5	326.92
1561	75.43	123.59	257.57	46.46	208.62	192.53	327.3
1562	75.46	122.77	257.72	45.56	208.07	192.29	327.51
1563	75.48	121.99	258.0	45.5	207.65	192.71	328.2
1564	75.41	120.98	258.04	44.51	206.35	192.78	327.84
1565	75.46	118.49	257.83	43.3	203.86	192.06	328.32
1566	75.15	117.25	257.67	44.68	202.52	191.62	328.37
1567	74.68	115.69	257.3	45.6	199.96	191.07	328.0
1568	74.82	113.68	256.91	43.64	198.34	190.46	327.72
1569	74.84	111.88	256.52	41.77	196.47	190.25	327.54
1570	74.87	109.04	256.21	40.89	193.57	190.34	327.29
1571	74.72	107.82	256.31	38.92	192.87	189.63	327.49
1572	74.72	106.61	256.58	38.9	191.58	189.86	327.83
1583	74.56	106.96	263.2	37.88	191.74	196.99	334.14
1584	74.55	107.61	263.71	38.67	191.82	197.63	334.26
1585	74.49	108.23	263.8	38.82	192.62	198.32	334.36
1586	74.3	108.75	263.82	39.42	193.12	198.19	333.64
1587	73.57	110.24	263.91	41.09	193.54	198.43	334.05
1588	73.32	110.61	263.65	41.48	193.62	197.84	333.4
1589	73.34	110.96	263.35	42.53	193.67	197.84	332.83
1590	73.11	111.41	263.09	42.94	193.75	197.46	332.32
1591	72.73	112.06	262.68	43.68	193.77	197.36	331.74
1592	72.98	112.26	262.23	41.43	194.26	196.82	331.56
1593	72.72	113.36	261.16	41.82	195.38	196.4	330.51
1594	72.95	113.83	260.31	42.64	196.37	195.79	328.93
1595	72.75	114.63	259.8	43.36	196.74	195.8	328.89
1596	72.55	115.37	259.5	43.81	197.44	195.15	328.62
1597	72.71	115.52	259.04	43.86	197.98	194.78	328.19
1598	72.67	116.43	258.63	45.0	198.69	194.25	327.64
1599	72.56	116.89	258.49	44.51	198.55	193.59	328.27
1600	72.48	117.3	258.6	44.67	198.74	194.43	328.35
1601	72.42	117.69	258.73	44.5	199.11	194.56	328.24
1602	72.34	118.17	258.97	45.55	199.54	195.3	328.13
1603	72.22	118.54	259.15	45.31	200.11	196.09	328.08
1604	72.15	118.82	259.45	45.63	200.37	196.37	328.01
1605	72.1	119.16	260.04	46.37	200.59	196.8	329.6
1606	71.92	119.17	260.23	46.31	200.54	197.51	330.0
1607	71.92	119.22	260.26	46.35	200.43	198.14	330.1
1608	71.95	119.25	260.24	46.33	200.45	197.45	330.09
1609	71.89	119.39	260.22	46.41	200.43	197.57	330.09
1612	71.28	120.25	259.29	47.07	200.76	197.36	329.11
1613	71.11	120.59	259.17	47.68	201.17	197.69	329.15
1614	70.87	121.11	259.04	48.11	202.06	198.02	329.15
1615	70.88	121.72	258.96	48.44	203.0	198.19	329.06
1616	70.58	123.2	259.17	51.05	204.54	198.83	328.53
1618	70.54	124.41	259.11	52.07	205.89	198.44	328.72
1619	70.44	124.83	259.02	52.34	206.26	198.59	328.73
1624	71.26	124.36	257.71	51.54	206.58	196.51	328.81
1625	71.22	124.35	257.48	54.0	206.62	196.47	328.51
1626	71.44	124.73	257.31	54.0	206.96	195.88	328.67
1627	72.38	126.07	256.95	51.27	209.5	194.39	328.56
1628	72.68	127.21	257.07	51.98	211.25	194.55	328.57
1629	73.14	128.89	257.35	53.22	213.45	194.72	328.72
1630	73.42	130.86	257.85	55.08	215.89	194.91	329.61
1631	73.8	132.85	258.31	57.09	218.43	195.62	329.97
1632	74.09	135.13	258.97	58.63	220.94	196.23	331.39
1633	74.47	139.7	260.53	62.58	225.91	197.78	333.44
1634	74.67	141.83	261.11	64.39	228.28	198.17	333.55
1635	74.75	143.74	261.99	66.47	230.1	198.87	334.27
1636	74.83	145.58	262.69	67.66	231.86	199.88	334.94
1637	74.79	147.23	262.97	69.92	233.88	199.91	335.11
1638	74.57	149.74	262.83	72.86	235.94	200.0	334.47
1639	74.56	150.99	262.23	73.66	236.82	199.33	334.24
1640	74.52	152.19	261.61	75.83	237.93	198.8	332.8
1641	74.42	153.12	261.01	76.24	238.65	198.54	332.38
1642	74.4	153.69	260.47	76.15	239.46	198.12	331.5
1643	74.41	154.19	259.74	76.56	239.51	197.29	330.72
1644	74.43	154.43	258.31	77.49	240.2	195.9	330.08
1645	74.42	154.48	257.75	77.62	240.24	195.92	329.61
1646	74.45	154.49	257.37	77.52	240.9	194.87	328.98
1647	74.64	154.68	257.13	77.24	241.59	194.71	328.83
1648	74.96	155.26	256.87	77.27	242.11	194.41	328.54
1649	75.24	156.33	256.8	77.26	243.69	194.1	328.5
1650	75.67	158.7	256.67	78.95	246.49	194.23	328.26
1651	75.86	160.2	256.54	79.57	248.69	193.8	328.27
1652	76.08	161.7	256.39	80.69	250.49	193.88	327.83
1653	76.09	163.26	256.34	81.97	252.73	194.35	327.4
1654	76.39	164.9	256.22	83.27	254.53	193.81	328.4
1655	76.48	169.01	256.35	87.49	258.64	193.99	327.41
1656	76.64	170.91	256.69	89.31	260.31	194.65	327.73
1657	76.65	172.66	257.32	91.15	261.44	195.17	328.36
1658	76.73	174.18	258.35	92.75	262.62	195.93	329.09
1659	76.73	175.57	259.53	94.53	264.54	196.44	330.27
1660	76.82	176.96	260.62	95.69	266.03	197.42	332.22
1661	76.88	180.37	262.77	99.06	269.0	199.35	334.38
1662	76.93	182.3	263.7	101.3	270.53	201.0	334.8
1663	77.04	184.4	264.58	102.64	273.09	202.21	335.63
1664	77.2	186.71	265.36	104.75	275.5	202.62	336.54
1665	77.22	189.0	265.97	106.75	277.76	203.2	336.42
1666	77.06	191.17	266.25	109.63	279.77	203.93	336.48
1667	76.88	193.16	266.44	111.72	281.78	204.31	336.13
1668	76.79	196.16	266.79	114.45	284.82	204.37	336.4
1669	76.47	197.46	266.97	116.94	285.72	204.47	336.79
1670	76.46	198.71	267.38	118.0	286.13	204.46	336.85
1671	76.44	199.85	267.67	119.07	287.66	205.15	337.45
1672	76.15	201.1	267.98	120.58	287.44	206.05	337.28
1673	76.0	203.45	268.82	123.4	289.74	207.08	338.01
1674	75.88	204.28	269.42	124.04	290.86	207.48	338.62
1675	75.94	205.64	270.02	126.12	292.06	207.43	338.83
1676	75.71	206.87	270.79	126.22	293.32	208.79	339.92
1677	75.54	208.57	271.59	128.68	294.08	210.1	340.43
1678	75.52	210.36	272.28	130.46	295.47	210.76	340.71
1679	75.27	215.09	273.7	135.43	299.62	212.52	340.96
1680	75.15	217.39	274.38	137.76	301.61	213.65	341.26
1681	74.96	219.81	274.86	139.74	303.92	214.77	341.41
1682	74.75	222.2	275.39	143.01	305.71	215.17	341.66
1683	74.24	224.39	276.03	146.41	307.52	216.25	341.82
1684	73.92	226.4	276.48	148.77	309.37	216.93	341.83
1685	73.26	230.02	277.66	154.45	311.55	218.79	342.88
1686	73.03	231.27	278.09	155.21	312.74	219.24	342.87
1687	72.78	232.26	278.36	157.55	312.98	219.66	343.3
1688	72.53	232.82	278.37	158.96	313.45	219.69	343.3
1689	72.55	233.12	278.29	158.93	313.36	219.47	343.01
1690	72.43	233.95	277.9	160.19	314.2	219.2	342.11
1691	72.42	234.09	277.73	160.51	314.28	219.17	341.14
1692	72.76	234.83	277.44	160.46	315.52	219.17	341.23
1693	73.11	235.84	276.8	161.01	316.82	217.83	340.79
1694	73.32	237.44	275.96	161.13	319.07	217.12	340.22
1695	73.69	239.35	275.26	162.36	320.94	215.83	339.46
1696	73.88	243.5	274.85	165.71	326.13	215.28	338.96
1697	74.12	245.53	274.84	165.59	328.74	215.52	339.16
1698	74.03	247.7	275.04	167.1	330.92	215.81	339.89
1699	74.03	249.42	275.2	169.27	332.68	216.18	339.93
1700	73.88	250.86	275.43	171.56	333.77	217.09	340.36
1701	73.26	253.93	275.43	176.5	335.6	217.85	338.84
1702	73.1	255.72	274.96	180.53	337.14	217.56	338.21
1703	72.8	257.45	274.68	184.34	338.56	217.04	337.62
1704	72.64	259.06	274.48	185.43	340.15	217.25	337.58
1705	72.34	260.6	274.33	187.74	341.06	216.97	336.69
1707	72.78	263.62	274.65	171.0	343.6	217.44	336.25
1708	71.88	264.92	274.51	192.34	344.62	217.71	336.19
1709	71.74	265.95	274.61	194.31	345.5	217.9	336.33
1710	71.78	267.27	274.52	194.78	346.76	216.96	335.93
1711	71.8	268.77	274.24	196.21	348.32	216.92	335.21
1712	71.85	272.1	273.15	200.41	351.21	216.58	334.29
1713	71.79	273.81	272.79	201.38	352.64	215.42	333.65
1714	71.89	275.52	272.23	202.47	354.97	215.11	332.98
1715	71.78	277.14	271.81	204.14	356.35	215.15	332.16
1716	71.43	278.68	271.21	205.9	357.08	214.3	331.04
1717	71.45	279.81	270.66	205.96	358.4	214.35	330.69
1718	71.1	281.97	269.5	208.93	360.28	213.62	329.4
1719	70.97	282.85	268.82	209.92	360.49	213.32	328.04
1729	71.41	295.8	269.09	220.84	374.09	213.49	329.17
1730	71.43	298.42	270.03	223.55	376.56	214.46	329.95
1731	71.58	299.82	270.64	223.96	377.4	214.56	330.45
1732	71.84	301.44	271.33	225.9	379.69	214.73	331.44
1733	72.04	303.2	272.02	226.95	380.78	215.43	331.66
1734	72.31	305.13	272.7	228.61	383.48	216.47	332.28
1735	72.53	309.52	273.16	232.2	388.31	217.57	332.3
1736	72.58	311.71	273.27	234.53	390.39	217.74	332.68
1737	72.54	313.9	273.25	235.87	393.02	217.55	332.71
1738	72.35	315.89	273.17	238.38	394.23	217.56	332.19
1739	72.04	317.74	272.94	240.94	396.28	217.38	331.51
1741	71.28	322.72	271.53	247.52	400.92	217.3	329.21
1742	70.93	324.31	270.96	249.26	402.39	216.72	328.1
1743	70.63	325.43	270.48	250.49	402.14	216.8	327.98
1744	70.09	326.71	270.1	252.84	402.94	216.53	327.32
1745	69.91	328.0	269.74	254.48	403.74	216.53	326.7
1746	69.33	330.21	269.13	258.12	404.57	216.3	324.98
1747	69.07	331.24	268.96	258.91	405.42	215.92	325.05
1748	68.67	332.18	268.64	261.43	405.58	215.53	324.02
1749	68.74	333.24	268.32	261.49	408.32	215.17	323.55
1754	68.67	338.7	265.57	266.49	414.46	212.92	320.81
1755	68.66	339.14	265.39	267.39	414.61	212.16	320.34
1756	68.68	339.81	265.11	268.0	416.35	212.35	320.2
1758	68.42	341.24	264.68	268.28	416.41	211.9	319.67
1759	68.6	341.52	264.49	268.33	416.63	211.65	319.56
1760	68.56	341.68	264.08	269.21	416.6	210.89	319.45
1761	68.43	341.84	263.81	269.69	416.73	210.76	319.36
1762	68.54	341.92	263.04	269.92	417.02	210.24	318.31
1763	68.58	341.92	262.97	269.95	417.03	209.96	318.31
1765	68.53	341.62	262.71	269.97	416.53	209.92	318.21
1766	68.56	341.63	262.71	270.06	416.53	209.7	318.46
1767	69.25	342.94	262.67	269.99	419.23	209.56	318.7
1768	69.61	344.18	262.78	270.82	420.81	209.82	318.85
1769	69.73	345.76	263.03	272.16	421.96	209.79	318.83
1770	69.95	347.02	263.31	271.9	423.71	210.02	319.56
1771	70.1	348.22	263.6	274.38	424.35	210.26	319.38
1772	70.25	349.44	263.79	273.7	426.44	210.32	319.98
1774	70.39	353.23	263.99	277.24	429.57	210.32	319.94
1776	70.41	355.43	263.88	278.72	431.84	210.48	320.17
1777	70.23	356.44	263.94	279.34	432.34	210.61	320.0
1779	69.69	358.75	264.87	285.29	434.64	212.19	320.07
1780	69.64	359.02	265.03	286.58	435.29	212.13	320.43
1781	69.75	359.44	265.22	285.81	435.89	212.32	321.4
1783	69.98	361.26	265.9	287.8	438.14	212.63	322.09
1784	69.95	362.95	266.25	289.49	439.93	212.77	322.27
1785	70.11	366.48	266.88	292.77	443.05	213.25	322.62
1786	70.22	368.73	267.31	294.92	445.03	214.69	323.25
1787	70.49	370.99	267.69	296.53	448.13	214.64	323.7
1788	70.3	373.07	268.08	299.15	449.34	215.38	323.59
1789	70.49	374.88	268.44	300.43	451.62	216.08	323.68
1790	70.42	378.04	268.65	303.13	454.62	215.83	323.45
1791	70.36	379.51	268.66	304.09	455.67	215.88	323.21
1792	70.19	380.55	268.73	305.48	457.07	215.75	323.36
1793	70.19	381.65	268.9	307.22	457.28	215.99	324.59
1794	70.05	382.35	269.11	308.4	457.49	216.33	323.62
1795	69.98	383.06	270.93	308.92	457.88	219.24	325.97
1796	69.98	383.2	271.45	309.44	458.31	218.88	326.48
1797	69.93	383.34	271.98	309.28	458.47	218.74	326.42
