date,country,location,VL,linkL,VR,linkR,start,end,offset,name
9/27/18,Panama,Bocas,docktest_L,1cPYCwxypsYVGdKokI4QwtVyrRvs3xbkc,docktest_R,1DYM9MTgIajZnfz_Wo3QM0_fUMYq7Vnxq,52200,54000,-4,2018bocas
