date,country,location,VL,linkL,VR,linkR,start,end,offset,name,stereomap,baseline,redownload,recfr,reclip,contourBlack,contourMinpulse,segXMAX,segYMAX,segHPD,segPDMIN,segHPP,pairPSD,pairPFD,pairSRMAX,pairXD,vizMindis
2023,USA,lab,191800-1,1oE0Zj7zvXs5UXQgy2QVcMwVFS_zTNZPW,191800-2,1mK426xzJx9MipEKKANHYxwBaNcgakbrv,1650,2700,-15,lab102,2023lab,125,TRUE,TRUE,TRUE,95,0.1,3,3,10,3,0.5,10,10,10,300,20
