date,country,location,VL,linkL,VR,linkR,start,end,offset,name,redownload,recfr,reclip
2024,USA,lab,143559-1,1GV2Hxx3Y3oJnI5cfLZ06VsRKMpO3Re9r,143601-2,1PTS4EN57EwzOUyTGglImfnrxTtW_AQ88,300,2600,-38,2024lab,TRUE,TRUE,TRUE
