date,country,location,VL,linkL,VR,linkR,start,end,offset,name,redownload,recfr,reclip
2023,USA,lab,182316-1_L,1gbvzdAr8FheyRvn8zIz8Gl4MmHNNnUlq,182317-2_R,1jfVFKAZE4omtXFR3odc5SZB0oZvm5XsD,50,1990,-18,2023lab,TRUE,TRUE,TRUE
