date,country,location,VL,linkL,VR,linkR,start,end,offset,name,stereomap
2023,USA,lab,191800-1,1oE0Zj7zvXs5UXQgy2QVcMwVFS_zTNZPW,191800-2,1mK426xzJx9MipEKKANHYxwBaNcgakbrv,300,1200,-18,lab101,2023lab
