pname	lname	rname	start	end	duration	disparity	d2cam	lrd	height
sp0	p1	p10	1	89	2.93	107	1376.864	383.528	204.93
sp1	p2	p11	1	89	2.93	107	1376.864	386.963	242.71
sp2	p3	p12	1	89	2.93	107	1376.864	390.397	282.78
sp3	p4	p13	1	89	2.93	106	1389.853	395.236	323.585
sp4	p5	p14	1	89	2.93	108	1364.115	455.972	195.093
sp5	p6	p15	1	89	2.93	107	1376.864	463.668	236.986
sp6	p7	p16	1	89	2.93	107	1376.864	467.103	274.766
sp7	p8	p17	1	89	2.93	107	1376.864	470.537	314.836
