camera	frame	cX	cY
right	10	141	293
right	10	567	427
left	11	451	75
left	11	319	86
left	11	457	142
left	11	323	153
left	11	463	209
left	11	328	221
left	11	469	278
left	11	332	288
left	11	634	440
right	11	260	80
right	11	125	88
right	11	266	147
right	11	131	157
right	11	272	214
right	11	137	226
right	11	278	282
right	11	140	292
right	11	567	427
left	12	451	75
left	12	319	86
left	12	457	142
left	12	323	153
left	12	463	209
left	12	328	221
left	12	469	278
left	12	332	288
left	12	634	440
right	12	260	80
right	12	125	88
right	12	266	147
right	12	131	157
right	12	272	214
right	12	137	226
right	12	278	282
right	12	140	292
right	12	567	427
left	13	451	75
left	13	319	86
left	13	457	142
left	13	323	153
left	13	463	209
left	13	328	221
left	13	469	278
left	13	332	288
left	13	634	440
right	13	260	80
right	13	125	88
right	13	266	147
right	13	131	157
right	13	272	214
right	13	137	226
right	13	278	282
right	13	140	292
right	13	567	427
left	14	451	75
left	14	319	86
left	14	457	142
left	14	323	153
left	14	463	209
left	14	328	221
left	14	469	278
left	14	332	288
left	14	634	440
right	14	260	80
right	14	125	88
right	14	266	147
right	14	131	157
right	14	272	214
right	14	137	226
right	14	278	282
right	14	140	292
right	14	567	427
left	15	451	75
left	15	319	86
left	15	457	142
left	15	323	153
left	15	463	209
left	15	328	221
left	15	469	278
left	15	332	288
left	15	634	440
right	15	260	80
right	15	126	88
right	15	266	147
right	15	131	157
right	15	272	214
right	15	137	226
right	15	278	282
right	15	141	293
right	15	567	427
left	16	451	75
left	16	319	86
left	16	457	142
left	16	323	153
left	16	463	209
left	16	328	221
left	16	469	278
left	16	332	287
left	16	634	441
right	16	260	80
right	16	126	88
right	16	266	147
right	16	131	157
right	16	272	214
right	16	137	226
right	16	278	282
right	16	141	293
right	16	567	427
left	17	451	75
left	17	319	86
left	17	457	142
left	17	323	153
left	17	463	209
left	17	328	221
left	17	469	278
left	17	332	287
left	17	634	441
right	17	260	80
right	17	126	88
right	17	266	147
right	17	131	157
right	17	272	214
right	17	137	226
right	17	278	282
right	17	141	293
right	17	567	427
left	18	451	75
left	18	319	86
left	18	457	142
left	18	323	153
left	18	463	209
left	18	328	221
left	18	469	278
left	18	332	287
left	18	634	441
right	18	260	80
right	18	126	88
right	18	266	148
right	18	131	157
right	18	272	214
right	18	137	226
right	18	278	281
right	18	141	293
right	18	567	427
left	19	451	75
left	19	319	86
left	19	457	142
left	19	323	153
left	19	463	209
left	19	328	221
left	19	469	278
left	19	332	287
left	19	634	441
right	19	260	80
right	19	126	88
right	19	266	148
right	19	131	157
right	19	272	214
right	19	137	226
right	19	278	281
right	19	141	293
right	19	567	427
left	20	451	75
left	20	319	86
left	20	457	142
left	20	323	153
left	20	464	209
left	20	328	221
left	20	469	278
left	20	331	287
left	20	634	440
right	20	260	80
right	20	126	88
right	20	266	148
right	20	131	157
right	20	272	214
right	20	137	226
right	20	278	281
right	20	141	293
right	20	567	427
left	21	451	75
left	21	319	86
left	21	457	142
left	21	323	153
left	21	464	209
left	21	328	221
left	21	469	278
left	21	331	287
left	21	634	440
right	21	260	80
right	21	126	88
right	21	266	148
right	21	131	157
right	21	272	214
right	21	137	226
right	21	278	281
right	21	141	293
right	21	567	427
left	22	451	75
left	22	319	86
left	22	457	142
left	22	323	153
left	22	464	209
left	22	328	221
left	22	469	278
left	22	331	287
left	22	634	440
right	22	260	80
right	22	125	88
right	22	266	147
right	22	131	157
right	22	272	214
right	22	137	226
right	22	278	282
right	22	141	293
right	22	568	427
left	23	451	75
left	23	319	86
left	23	457	142
left	23	323	153
left	23	464	209
left	23	328	221
left	23	469	278
left	23	331	287
left	23	634	440
right	23	260	80
right	23	125	88
right	23	266	147
right	23	131	157
right	23	272	214
right	23	137	226
right	23	278	282
right	23	141	293
right	23	568	427
left	24	451	75
left	24	319	86
left	24	457	142
left	24	323	153
left	24	464	209
left	24	328	221
left	24	469	278
left	24	332	287
left	24	634	441
right	24	260	80
right	24	125	88
right	24	266	147
right	24	131	157
right	24	272	214
right	24	137	226
right	24	278	282
right	24	141	293
right	24	568	427
left	25	451	75
left	25	319	86
left	25	457	142
left	25	323	153
left	25	464	209
left	25	328	221
left	25	469	278
left	25	332	287
left	25	634	441
right	25	260	80
right	25	125	88
right	25	266	147
right	25	131	157
right	25	272	214
right	25	137	226
right	25	278	282
right	25	141	293
right	25	568	427
left	26	451	75
left	26	319	86
left	26	457	142
left	26	323	153
left	26	464	209
left	26	328	221
left	26	469	278
left	26	332	287
left	26	634	441
right	26	259	80
right	26	126	88
right	26	266	148
right	26	131	157
right	26	272	214
right	26	137	226
right	26	278	281
right	26	141	292
right	26	567	427
left	27	451	75
left	27	319	86
left	27	457	142
left	27	323	153
left	27	464	209
left	27	328	221
left	27	469	278
left	27	332	287
left	27	634	441
right	27	259	80
right	27	126	88
right	27	266	148
right	27	131	157
right	27	272	214
right	27	137	226
right	27	278	281
right	27	141	292
right	27	567	427
left	28	451	75
left	28	319	86
left	28	457	142
left	28	324	153
left	28	463	209
left	28	328	221
left	28	469	278
left	28	331	287
left	28	634	440
right	28	259	80
right	28	126	88
right	28	266	148
right	28	131	157
right	28	272	214
right	28	137	226
right	28	278	281
right	28	141	292
right	28	567	427
left	29	451	75
left	29	319	86
left	29	457	142
left	29	324	153
left	29	463	209
left	29	328	221
left	29	469	278
left	29	331	287
left	29	634	440
right	29	259	80
right	29	126	88
right	29	266	148
right	29	131	157
right	29	272	214
right	29	137	226
right	29	278	281
right	29	141	292
right	29	567	427
left	30	451	75
left	30	319	86
left	30	457	142
left	30	324	153
left	30	463	209
left	30	328	221
left	30	469	278
left	30	331	287
left	30	634	440
right	30	260	80
right	30	126	88
right	30	266	148
right	30	131	157
right	30	272	214
right	30	137	226
right	30	278	282
right	30	141	292
right	30	567	427
left	31	451	75
left	31	319	86
left	31	457	142
left	31	324	153
left	31	463	209
left	31	328	221
left	31	469	278
left	31	331	287
left	31	634	440
right	31	260	80
right	31	126	88
right	31	266	148
right	31	131	157
right	31	272	214
right	31	137	226
right	31	278	282
right	31	141	292
right	31	567	427
left	32	451	75
left	32	319	86
left	32	457	142
left	32	323	153
left	32	463	209
left	32	328	221
left	32	469	278
left	32	332	288
left	32	634	440
right	32	260	80
right	32	126	88
right	32	266	148
right	32	131	157
right	32	272	214
right	32	137	226
right	32	278	282
right	32	141	292
right	32	567	427
left	33	451	75
left	33	319	86
left	33	457	142
left	33	323	153
left	33	463	209
left	33	328	221
left	33	469	278
left	33	332	288
left	33	634	440
right	33	260	80
right	33	125	88
right	33	266	148
right	33	131	157
right	33	272	214
right	33	137	226
right	33	278	281
right	33	140	292
right	33	567	427
left	34	451	75
left	34	319	86
left	34	457	142
left	34	323	153
left	34	463	209
left	34	328	221
left	34	469	278
left	34	332	288
left	34	634	440
right	34	260	80
right	34	125	88
right	34	266	148
right	34	131	157
right	34	272	214
right	34	137	226
right	34	278	281
right	34	140	292
right	34	567	427
left	35	451	75
left	35	319	86
left	35	457	142
left	35	323	153
left	35	463	209
left	35	328	221
left	35	469	278
left	35	332	288
left	35	634	440
right	35	260	80
right	35	125	88
right	35	266	148
right	35	131	157
right	35	272	214
right	35	137	226
right	35	278	281
right	35	140	292
right	35	567	427
left	36	451	75
left	36	319	86
left	36	457	142
left	36	323	153
left	36	463	209
left	36	328	221
left	36	469	278
left	36	332	287
left	36	634	440
right	36	260	80
right	36	125	88
right	36	266	148
right	36	131	157
right	36	272	214
right	36	137	226
right	36	278	281
right	36	140	292
right	36	567	427
left	37	451	75
left	37	319	86
left	37	457	142
left	37	323	153
left	37	463	209
left	37	328	221
left	37	469	278
left	37	332	287
left	37	634	440
right	37	259	80
right	37	126	88
right	37	266	148
right	37	131	157
right	37	272	214
right	37	137	226
right	37	279	281
right	37	141	293
right	37	567	427
left	38	451	75
left	38	319	86
left	38	457	142
left	38	323	153
left	38	463	209
left	38	328	221
left	38	469	278
left	38	332	287
left	38	634	440
right	38	259	80
right	38	126	88
right	38	266	148
right	38	131	157
right	38	272	214
right	38	137	226
right	38	279	281
right	38	141	293
right	38	567	427
left	39	451	75
left	39	319	86
left	39	457	142
left	39	323	153
left	39	463	209
left	39	328	221
left	39	469	278
left	39	332	287
left	39	634	440
right	39	259	80
right	39	126	88
right	39	266	148
right	39	131	157
right	39	272	214
right	39	137	226
right	39	279	281
right	39	141	293
right	39	567	427
left	40	451	75
left	40	319	86
left	40	457	142
left	40	324	153
left	40	463	209
left	40	328	221
left	40	469	278
left	40	332	288
left	40	634	440
right	40	259	80
right	40	126	88
right	40	266	148
right	40	131	157
right	40	272	214
right	40	137	226
right	40	279	281
right	40	141	293
right	40	567	427
left	41	451	75
left	41	319	86
left	41	457	142
left	41	324	153
left	41	463	209
left	41	328	221
left	41	469	278
left	41	332	288
left	41	634	440
right	41	259	80
right	41	125	88
right	41	266	148
right	41	131	157
right	41	272	214
right	41	137	226
right	41	278	282
right	41	141	293
right	41	567	427
left	42	451	75
left	42	319	86
left	42	457	142
left	42	324	153
left	42	463	209
left	42	328	221
left	42	469	278
left	42	332	288
left	42	634	440
right	42	259	80
right	42	125	88
right	42	266	148
right	42	131	157
right	42	272	214
right	42	137	226
right	42	278	282
right	42	141	293
right	42	567	427
left	43	451	75
left	43	319	86
left	43	457	142
left	43	324	153
left	43	463	209
left	43	328	221
left	43	469	278
left	43	332	288
left	43	634	440
right	43	259	80
right	43	125	88
right	43	266	148
right	43	131	157
right	43	272	214
right	43	137	226
right	43	278	282
right	43	141	293
right	43	567	427
left	44	451	75
left	44	319	86
left	44	457	142
left	44	323	153
left	44	464	209
left	44	328	221
left	44	469	278
left	44	332	287
left	44	634	441
right	44	259	80
right	44	125	88
right	44	266	148
right	44	131	157
right	44	272	214
right	44	137	226
right	44	278	282
right	44	141	293
right	44	567	427
left	45	451	75
left	45	319	86
left	45	457	142
left	45	323	153
left	45	464	209
left	45	328	221
left	45	469	278
left	45	332	287
left	45	634	441
right	45	260	80
right	45	126	88
right	45	265	147
right	45	131	157
right	45	272	214
right	45	137	226
right	45	278	282
right	45	141	292
right	45	567	427
left	46	451	75
left	46	319	86
left	46	457	142
left	46	323	153
left	46	464	209
left	46	328	221
left	46	469	278
left	46	332	287
left	46	634	441
right	46	260	80
right	46	126	88
right	46	265	147
right	46	131	157
right	46	272	214
right	46	137	226
right	46	278	282
right	46	141	292
right	46	567	427
left	47	451	75
left	47	319	86
left	47	457	142
left	47	323	153
left	47	464	209
left	47	328	221
left	47	469	278
left	47	332	287
left	47	634	441
right	47	260	80
right	47	126	88
right	47	265	147
right	47	131	157
right	47	272	214
right	47	137	226
right	47	278	282
right	47	141	292
right	47	567	427
left	48	451	75
left	48	319	86
left	48	457	142
left	48	323	153
left	48	463	209
left	48	328	221
left	48	469	278
left	48	332	288
left	48	634	441
right	48	260	79
right	48	126	88
right	48	266	148
right	48	131	157
right	48	272	214
right	48	137	226
right	48	278	281
right	48	141	292
right	48	567	427
left	49	451	75
left	49	319	86
left	49	457	142
left	49	323	153
left	49	463	209
left	49	328	221
left	49	469	278
left	49	332	288
left	49	634	441
right	49	260	79
right	49	126	88
right	49	266	148
right	49	131	157
right	49	272	214
right	49	137	226
right	49	278	281
right	49	141	292
right	49	567	427
left	50	451	75
left	50	319	86
left	50	457	142
left	50	323	153
left	50	463	209
left	50	328	221
left	50	469	278
left	50	332	288
left	50	634	441
right	50	260	79
right	50	126	88
right	50	266	148
right	50	131	157
right	50	272	214
right	50	137	226
right	50	278	281
right	50	141	292
right	50	567	427
left	51	451	75
left	51	319	86
left	51	457	142
left	51	323	153
left	51	463	209
left	51	328	221
left	51	469	278
left	51	332	288
left	51	634	441
right	51	260	79
right	51	126	88
right	51	266	148
right	51	131	157
right	51	272	214
right	51	137	226
right	51	278	281
right	51	141	292
right	51	567	427
left	52	451	75
left	52	319	86
left	52	457	142
left	52	324	153
left	52	463	209
left	52	328	221
left	52	469	278
left	52	332	288
left	52	634	441
right	52	259	79
right	52	126	88
right	52	266	148
right	52	131	157
right	52	272	214
right	52	137	226
right	52	278	282
right	52	141	292
right	52	567	427
left	53	451	75
left	53	319	86
left	53	457	142
left	53	324	153
left	53	463	209
left	53	328	221
left	53	469	278
left	53	332	288
left	53	634	441
right	53	259	79
right	53	126	88
right	53	266	148
right	53	131	157
right	53	272	214
right	53	137	226
right	53	278	282
right	53	141	292
right	53	567	427
left	54	451	75
left	54	319	86
left	54	457	142
left	54	324	153
left	54	463	209
left	54	328	221
left	54	469	278
left	54	332	288
left	54	634	441
right	54	259	79
right	54	126	88
right	54	266	148
right	54	131	157
right	54	272	214
right	54	137	226
right	54	278	282
right	54	141	292
right	54	567	427
left	55	451	75
left	55	319	86
left	55	457	142
left	55	324	153
left	55	463	209
left	55	328	221
left	55	469	278
left	55	332	288
left	55	634	441
right	55	259	79
right	55	126	88
right	55	266	148
right	55	131	157
right	55	272	214
right	55	137	226
right	55	278	282
right	55	141	292
right	55	567	427
left	56	451	75
left	56	319	86
left	56	457	142
left	56	324	153
left	56	463	209
left	56	328	221
left	56	469	278
left	56	331	287
left	56	634	441
right	56	259	80
right	56	126	88
right	56	265	148
right	56	131	157
right	56	272	214
right	56	137	226
right	56	278	282
right	56	141	292
right	56	567	427
left	57	451	75
left	57	319	86
left	57	457	142
left	57	324	153
left	57	463	209
left	57	328	221
left	57	469	278
left	57	331	287
left	57	634	441
right	57	259	80
right	57	126	88
right	57	265	148
right	57	131	157
right	57	272	214
right	57	137	226
right	57	278	282
right	57	141	292
right	57	567	427
left	58	451	75
left	58	319	86
left	58	457	142
left	58	324	153
left	58	463	209
left	58	328	221
left	58	469	278
left	58	331	287
left	58	634	441
right	58	259	80
right	58	126	88
right	58	265	148
right	58	131	157
right	58	272	214
right	58	137	226
right	58	278	282
right	58	141	292
right	58	567	427
left	59	451	75
left	59	319	86
left	59	457	142
left	59	324	153
left	59	464	209
left	59	328	221
left	59	469	278
left	59	332	288
left	59	634	440
right	59	259	80
right	59	126	88
right	59	265	148
right	59	131	157
right	59	272	214
right	59	137	226
right	59	278	282
right	59	141	292
right	59	567	427
left	60	451	75
left	60	319	86
left	60	457	142
left	60	324	153
left	60	464	209
left	60	328	221
left	60	469	278
left	60	332	288
left	60	634	440
right	60	259	79
right	60	126	88
right	60	266	148
right	60	131	158
right	60	272	214
right	60	137	226
right	60	278	282
right	60	140	293
right	60	567	427
left	61	451	75
left	61	319	86
left	61	457	142
left	61	324	153
left	61	464	209
left	61	328	221
left	61	469	278
left	61	332	288
left	61	634	440
right	61	259	79
right	61	126	88
right	61	266	148
right	61	131	158
right	61	272	214
right	61	137	226
right	61	278	282
right	61	140	293
right	61	567	427
left	62	451	75
left	62	319	86
left	62	457	142
left	62	324	153
left	62	464	209
left	62	328	221
left	62	469	278
left	62	332	288
left	62	634	440
right	62	259	79
right	62	126	88
right	62	266	148
right	62	131	158
right	62	272	214
right	62	137	226
right	62	278	282
right	62	140	293
right	62	567	427
left	63	451	75
left	63	319	86
left	63	457	142
left	63	324	153
left	63	463	209
left	63	328	221
left	63	469	278
left	63	332	287
left	63	634	440
right	63	259	80
right	63	126	88
right	63	266	147
right	63	131	157
right	63	272	214
right	63	137	226
right	63	278	282
right	63	141	292
right	63	567	427
left	64	451	75
left	64	319	86
left	64	457	142
left	64	324	153
left	64	463	209
left	64	328	221
left	64	469	278
left	64	332	287
left	64	634	440
right	64	259	80
right	64	126	88
right	64	266	147
right	64	131	157
right	64	272	214
right	64	137	226
right	64	278	282
right	64	141	292
right	64	567	427
left	65	451	75
left	65	319	86
left	65	457	142
left	65	324	153
left	65	463	209
left	65	328	221
left	65	469	278
left	65	332	287
left	65	634	440
right	65	259	80
right	65	126	88
right	65	266	147
right	65	131	157
right	65	272	214
right	65	137	226
right	65	278	282
right	65	141	292
right	65	567	427
left	66	451	75
left	66	319	86
left	66	457	142
left	66	324	153
left	66	463	209
left	66	328	221
left	66	469	278
left	66	332	287
left	66	634	440
right	66	259	80
right	66	126	88
right	66	266	147
right	66	131	157
right	66	272	214
right	66	137	226
right	66	278	282
right	66	141	292
right	66	567	427
left	67	451	75
left	67	319	86
left	67	457	142
left	67	323	153
left	67	464	209
left	67	328	221
left	67	469	278
left	67	331	287
left	67	634	441
right	67	260	79
right	67	125	88
right	67	266	148
right	67	131	157
right	67	272	214
right	67	137	226
right	67	278	281
right	67	141	292
right	67	567	427
left	68	451	75
left	68	319	86
left	68	457	142
left	68	323	153
left	68	464	209
left	68	328	221
left	68	469	278
left	68	331	287
left	68	634	441
right	68	259	80
right	68	125	88
right	68	266	148
right	68	131	157
right	68	272	214
right	68	137	226
right	68	278	281
right	68	141	292
right	68	567	427
left	69	451	75
left	69	319	86
left	69	457	142
left	69	323	153
left	69	464	209
left	69	328	221
left	69	469	278
left	69	331	287
left	69	634	441
right	69	259	80
right	69	125	88
right	69	266	148
right	69	131	157
right	69	272	214
right	69	137	226
right	69	278	281
right	69	141	292
right	69	567	427
left	70	451	75
left	70	319	86
left	70	457	142
left	70	323	153
left	70	464	209
left	70	328	221
left	70	469	278
left	70	331	287
left	70	634	441
right	70	259	80
right	70	125	88
right	70	266	148
right	70	131	157
right	70	272	214
right	70	137	226
right	70	278	281
right	70	141	292
right	70	567	427
left	71	451	75
left	71	319	86
left	71	457	142
left	71	323	153
left	71	463	209
left	71	328	221
left	71	469	278
left	71	331	287
left	71	634	441
right	71	260	80
right	71	125	88
right	71	266	148
right	71	131	157
right	71	272	214
right	71	137	226
right	71	278	281
right	71	141	293
right	71	567	427
left	72	451	75
left	72	319	86
left	72	457	142
left	72	323	153
left	72	463	209
left	72	328	221
left	72	469	278
left	72	331	287
left	72	634	441
right	72	260	80
right	72	125	88
right	72	266	147
right	72	131	157
right	72	272	214
right	72	137	226
right	72	278	281
right	72	141	293
right	72	567	427
left	73	451	75
left	73	319	86
left	73	457	142
left	73	323	153
left	73	463	209
left	73	328	221
left	73	469	278
left	73	331	287
left	73	634	441
right	73	260	80
right	73	125	88
right	73	266	147
right	73	131	157
right	73	272	214
right	73	137	226
right	73	278	281
right	73	141	293
right	73	567	427
left	74	451	75
left	74	319	86
left	74	458	142
left	74	324	153
left	74	464	209
left	74	328	221
left	74	469	278
left	74	331	287
left	74	634	441
right	74	260	80
right	74	125	88
right	74	266	148
right	74	131	157
right	74	272	214
right	74	137	226
right	74	278	281
right	74	141	293
right	74	567	427
left	75	451	75
left	75	319	86
left	75	458	142
left	75	324	153
left	75	464	209
left	75	328	221
left	75	469	278
left	75	331	287
left	75	634	441
right	75	260	80
right	75	126	88
right	75	266	148
right	75	131	157
right	75	272	214
right	75	137	226
right	75	278	281
right	75	141	293
right	75	567	427
left	76	451	75
left	76	319	86
left	76	458	142
left	76	324	153
left	76	464	209
left	76	328	221
left	76	469	278
left	76	331	287
left	76	634	441
right	76	260	80
right	76	126	88
right	76	266	148
right	76	131	157
right	76	272	214
right	76	137	226
right	76	278	281
right	76	141	293
right	76	567	427
left	77	451	75
left	77	319	86
left	77	458	142
left	77	324	153
left	77	464	209
left	77	328	221
left	77	469	278
left	77	331	287
left	77	634	441
right	77	260	80
right	77	126	88
right	77	266	148
right	77	131	157
right	77	272	214
right	77	137	226
right	77	278	281
right	77	141	293
right	77	567	427
left	78	451	75
left	78	319	86
left	78	457	142
left	78	324	153
left	78	463	209
left	78	328	221
left	78	469	278
left	78	332	288
left	78	634	440
right	78	260	80
right	78	125	88
right	78	265	148
right	78	131	157
right	78	272	214
right	78	137	226
right	78	278	281
right	78	141	292
right	78	567	427
left	79	451	75
left	79	319	86
left	79	457	142
left	79	324	153
left	79	463	209
left	79	328	221
left	79	469	278
left	79	332	288
left	79	634	440
right	79	260	80
right	79	125	88
right	79	265	148
right	79	131	157
right	79	272	214
right	79	137	226
right	79	278	281
right	79	141	292
right	79	567	427
left	80	451	75
left	80	319	86
left	80	457	142
left	80	324	153
left	80	463	209
left	80	328	221
left	80	469	278
left	80	332	288
left	80	634	440
right	80	260	80
right	80	125	88
right	80	265	148
right	80	131	157
right	80	272	214
right	80	137	226
right	80	278	281
right	80	141	292
right	80	567	427
left	81	451	75
left	81	319	86
left	81	457	142
left	81	324	153
left	81	463	209
left	81	328	221
left	81	469	278
left	81	332	288
left	81	634	440
right	81	260	80
right	81	125	88
right	81	265	148
right	81	131	157
right	81	272	214
right	81	137	226
right	81	278	281
right	81	141	292
right	81	567	427
left	82	451	75
left	82	319	86
left	82	457	142
left	82	324	153
left	82	463	209
left	82	328	221
left	82	469	278
left	82	332	288
left	82	634	440
right	82	259	80
right	82	125	88
right	82	266	148
right	82	131	157
right	82	272	214
right	82	137	226
right	82	278	282
right	82	141	293
right	82	567	427
left	83	451	75
left	83	319	86
left	83	457	142
left	83	324	153
left	83	463	209
left	83	328	221
left	83	469	278
left	83	332	288
left	83	634	440
right	83	259	80
right	83	125	88
right	83	266	148
right	83	131	157
right	83	272	214
right	83	137	226
right	83	278	282
right	83	141	293
right	83	567	427
left	84	451	75
left	84	319	86
left	84	457	142
left	84	324	153
left	84	463	209
left	84	328	221
left	84	469	278
left	84	332	288
left	84	634	440
right	84	259	80
right	84	125	88
right	84	266	148
right	84	131	157
right	84	272	214
right	84	137	226
right	84	278	282
right	84	141	293
right	84	567	427
left	85	451	75
left	85	319	86
left	85	457	142
left	85	324	153
left	85	463	209
left	85	328	221
left	85	469	278
left	85	332	288
left	85	634	440
right	85	259	80
right	85	125	88
right	85	266	148
right	85	131	157
right	85	272	214
right	85	137	226
right	85	278	282
right	85	141	293
right	85	567	427
left	86	451	75
left	86	319	86
left	86	457	142
left	86	324	153
left	86	463	210
left	86	328	221
left	86	469	278
left	86	331	288
left	86	634	441
right	86	260	80
right	86	126	88
right	86	266	147
right	86	131	157
right	86	272	214
right	86	137	226
right	86	278	282
right	86	141	293
right	86	567	427
left	87	451	75
left	87	319	86
left	87	457	142
left	87	324	153
left	87	463	210
left	87	328	221
left	87	469	278
left	87	331	288
left	87	634	441
right	87	260	80
right	87	126	88
right	87	266	147
right	87	131	157
right	87	272	214
right	87	137	226
right	87	278	282
right	87	141	293
right	87	567	427
left	88	451	75
left	88	319	86
left	88	457	142
left	88	324	153
left	88	463	210
left	88	328	221
left	88	469	278
left	88	331	288
left	88	634	441
right	88	260	80
right	88	126	88
right	88	266	147
right	88	131	157
right	88	272	214
right	88	137	226
right	88	278	282
right	88	141	293
right	88	567	427
left	89	451	75
left	89	319	86
left	89	457	142
left	89	323	153
left	89	463	209
left	89	328	221
left	89	469	278
left	89	332	287
left	89	634	440
right	89	260	80
right	89	126	88
right	89	266	147
right	89	131	157
right	89	272	214
right	89	137	226
right	89	278	282
right	89	141	293
right	89	567	427
