camera	frame	cX	cY
right	46	567	427
left	47	204	190
left	47	139	196
left	47	207	222
left	47	141	230
left	47	211	256
left	47	143	263
left	47	215	290
left	47	146	296
left	47	634	441
right	47	25	193
right	47	97	221
right	47	27	228
right	47	31	262
right	47	33	296
right	47	567	427
left	48	204	190
left	48	139	196
left	48	207	222
left	48	141	230
left	48	211	256
left	48	143	263
left	48	215	290
left	48	146	296
left	48	634	441
right	48	25	193
right	48	97	221
right	48	27	228
right	48	31	262
right	48	33	296
right	48	567	427
left	49	204	190
left	49	138	196
left	49	207	223
left	49	141	230
left	49	210	256
left	49	144	263
left	49	214	290
left	49	146	297
left	49	634	440
right	49	25	193
right	49	97	221
right	49	27	228
right	49	31	262
right	49	33	296
right	49	567	427
left	50	204	190
left	50	138	196
left	50	207	223
left	50	141	230
left	50	210	256
left	50	144	263
left	50	214	290
left	50	146	297
left	50	634	440
right	50	93	187
right	50	24	193
right	50	97	221
right	50	101	255
right	50	105	289
right	50	33	296
right	50	567	427
left	51	204	190
left	51	138	196
left	51	207	223
left	51	141	230
left	51	210	256
left	51	144	263
left	51	214	290
left	51	146	297
left	51	634	440
right	51	93	187
right	51	24	193
right	51	97	221
right	51	101	255
right	51	105	289
right	51	33	296
right	51	567	427
left	52	205	190
left	52	138	196
left	52	207	223
left	52	141	229
left	52	210	256
left	52	143	263
left	52	214	290
left	52	145	297
left	52	634	440
right	52	93	187
right	52	24	193
right	52	97	221
right	52	101	255
right	52	105	289
right	52	33	296
right	52	567	427
left	53	205	190
left	53	138	196
left	53	207	223
left	53	141	229
left	53	210	256
left	53	143	263
left	53	214	290
left	53	145	297
left	53	634	440
right	53	93	187
right	53	24	193
right	53	97	221
right	53	101	255
right	53	105	289
right	53	33	296
right	53	567	427
left	54	205	190
left	54	138	196
left	54	207	223
left	54	141	229
left	54	210	256
left	54	143	263
left	54	214	290
left	54	145	297
left	54	634	440
right	54	93	187
right	54	24	193
right	54	101	255
right	54	32	262
right	54	33	296
right	54	567	427
left	55	205	190
left	55	138	196
left	55	207	223
left	55	141	229
left	55	210	256
left	55	143	263
left	55	214	290
left	55	145	297
left	55	634	440
right	55	93	187
right	55	24	193
right	55	101	255
right	55	32	262
right	55	33	296
right	55	567	427
left	56	204	190
left	56	138	196
left	56	207	223
left	56	141	230
left	56	210	256
left	56	143	263
left	56	214	290
left	56	145	296
left	56	634	441
right	56	93	187
right	56	24	193
right	56	101	255
right	56	32	262
right	56	33	296
right	56	567	427
left	57	204	190
left	57	138	196
left	57	207	223
left	57	141	230
left	57	210	256
left	57	143	263
left	57	214	290
left	57	145	296
left	57	634	441
right	57	24	193
right	57	98	221
right	57	28	228
right	57	101	254
right	57	31	262
right	57	33	296
right	57	567	427
left	58	204	190
left	58	138	196
left	58	207	223
left	58	141	230
left	58	210	256
left	58	143	263
left	58	214	290
left	58	145	296
left	58	634	441
right	58	24	193
right	58	98	221
right	58	28	228
right	58	101	254
right	58	31	262
right	58	33	296
right	58	567	427
left	59	204	190
left	59	138	196
left	59	207	223
left	59	141	230
left	59	210	256
left	59	143	263
left	59	214	290
left	59	145	296
left	59	634	441
right	59	24	193
right	59	98	221
right	59	28	228
right	59	101	254
right	59	31	262
right	59	33	296
right	59	567	427
left	60	204	190
left	60	138	196
left	60	207	223
left	60	141	230
left	60	211	256
left	60	144	263
left	60	214	290
left	60	146	296
left	60	634	440
right	60	24	193
right	60	98	221
right	60	28	228
right	60	101	254
right	60	31	262
right	60	33	296
right	60	567	427
left	61	204	190
left	61	138	196
left	61	207	223
left	61	141	230
left	61	211	256
left	61	144	263
left	61	214	290
left	61	146	296
left	61	634	440
right	61	94	187
right	61	25	193
right	61	97	221
right	61	27	228
right	61	31	262
right	61	106	289
right	61	34	296
right	61	567	427
left	62	204	190
left	62	138	196
left	62	207	223
left	62	141	230
left	62	211	256
left	62	144	263
left	62	214	290
left	62	146	296
left	62	634	440
right	62	94	187
right	62	25	193
right	62	97	221
right	62	27	228
right	62	31	262
right	62	106	289
right	62	34	296
right	62	567	427
left	63	204	190
left	63	138	196
left	63	207	223
left	63	141	230
left	63	211	256
left	63	144	263
left	63	214	290
left	63	146	296
left	63	634	440
right	63	94	187
right	63	25	193
right	63	97	221
right	63	27	228
right	63	31	262
right	63	106	289
right	63	34	296
right	63	567	427
left	64	204	190
left	64	139	196
left	64	207	223
left	64	141	230
left	64	210	256
left	64	143	263
left	64	214	290
left	64	145	296
left	64	634	440
right	64	94	187
right	64	25	193
right	64	97	221
right	64	27	228
right	64	31	262
right	64	106	289
right	64	34	296
right	64	567	427
left	65	204	190
left	65	139	196
left	65	207	223
left	65	141	230
left	65	210	256
left	65	143	263
left	65	214	290
left	65	145	296
left	65	634	440
right	65	93	187
right	65	25	193
right	65	97	221
right	65	32	262
right	65	105	289
right	65	33	296
right	65	567	427
left	66	204	190
left	66	139	196
left	66	207	223
left	66	141	230
left	66	210	256
left	66	143	263
left	66	214	290
left	66	145	296
left	66	634	440
right	66	93	187
right	66	25	193
right	66	97	221
right	66	32	262
right	66	105	289
right	66	33	296
right	66	567	427
left	67	204	190
left	67	139	196
left	67	207	223
left	67	141	230
left	67	210	256
left	67	144	263
left	67	214	290
left	67	145	297
left	67	634	440
right	67	93	187
right	67	25	193
right	67	97	221
right	67	32	262
right	67	105	289
right	67	33	296
right	67	567	427
left	68	204	190
left	68	139	196
left	68	207	223
left	68	141	230
left	68	210	256
left	68	144	263
left	68	214	290
left	68	145	297
left	68	634	440
right	68	93	187
right	68	25	193
right	68	97	221
right	68	32	262
right	68	105	289
right	68	33	296
right	68	567	427
left	69	204	190
left	69	139	196
left	69	207	223
left	69	141	230
left	69	210	256
left	69	144	263
left	69	214	290
left	69	145	297
left	69	634	440
right	69	24	193
right	69	27	228
right	69	101	255
right	69	31	262
right	69	105	289
right	69	33	296
right	69	567	427
left	70	204	190
left	70	139	196
left	70	207	223
left	70	141	230
left	70	210	256
left	70	144	263
left	70	214	290
left	70	145	297
left	70	634	440
right	70	24	193
right	70	27	228
right	70	101	255
right	70	31	262
right	70	105	289
right	70	33	296
right	70	567	427
left	71	204	190
left	71	138	196
left	71	207	223
left	71	141	229
left	71	210	256
left	71	144	263
left	71	214	290
left	71	145	296
left	71	634	441
right	71	24	193
right	71	27	228
right	71	101	255
right	71	31	262
right	71	105	289
right	71	33	296
right	71	567	427
left	72	204	190
left	72	138	196
left	72	207	223
left	72	141	229
left	72	210	256
left	72	144	263
left	72	214	290
left	72	145	296
left	72	634	441
right	72	94	187
right	72	24	193
right	72	97	221
right	72	31	262
right	72	105	289
right	72	34	296
right	72	567	427
left	73	204	190
left	73	138	196
left	73	207	223
left	73	141	229
left	73	210	256
left	73	144	263
left	73	214	290
left	73	145	296
left	73	634	441
right	73	94	187
right	73	24	193
right	73	97	221
right	73	31	262
right	73	105	289
right	73	34	296
right	73	567	427
left	74	204	190
left	74	138	196
left	74	207	223
left	74	141	229
left	74	210	256
left	74	144	263
left	74	214	290
left	74	145	296
left	74	634	441
right	74	94	187
right	74	24	193
right	74	97	221
right	74	31	262
right	74	105	289
right	74	34	296
right	74	567	427
left	75	205	190
left	75	139	196
left	75	207	223
left	75	141	229
left	75	210	256
left	75	143	263
left	75	214	290
left	75	145	297
left	75	634	440
right	75	94	187
right	75	24	193
right	75	97	221
right	75	31	262
right	75	105	289
right	75	34	296
right	75	567	427
left	76	205	190
left	76	139	196
left	76	207	223
left	76	141	229
left	76	210	256
left	76	143	263
left	76	214	290
left	76	145	297
left	76	634	440
right	76	93	187
right	76	24	193
right	76	98	221
right	76	101	255
right	76	31	262
right	76	106	289
right	76	33	296
right	76	567	427
left	77	205	190
left	77	139	196
left	77	207	223
left	77	141	229
left	77	210	256
left	77	143	263
left	77	214	290
left	77	145	297
left	77	634	440
right	77	93	187
right	77	24	193
right	77	98	221
right	77	101	255
right	77	31	262
right	77	106	289
right	77	33	296
right	77	567	427
left	78	205	190
left	78	139	196
left	78	207	223
left	78	141	229
left	78	210	256
left	78	143	263
left	78	214	290
left	78	145	297
left	78	634	440
right	78	93	187
right	78	24	193
right	78	98	221
right	78	101	255
right	78	31	262
right	78	106	289
right	78	33	296
right	78	567	427
left	79	204	190
left	79	138	196
left	79	207	223
left	79	141	229
left	79	211	256
left	79	144	263
left	79	214	291
left	79	146	296
left	79	634	440
right	79	93	187
right	79	24	193
right	79	98	221
right	79	101	255
right	79	31	262
right	79	106	289
right	79	33	296
right	79	567	427
left	80	204	190
left	80	138	196
left	80	207	223
left	80	141	229
left	80	211	256
left	80	144	263
left	80	214	291
left	80	146	296
left	80	634	440
right	80	94	187
right	80	97	221
right	80	31	262
right	80	33	296
right	80	567	427
