camera	frame	cX	cY
left	22	543	196
left	22	615	224
left	22	545	230
left	22	619	258
left	22	548	264
left	22	634	440
right	22	494	155
right	22	429	161
right	22	497	188
right	22	432	194
right	22	501	221
right	22	434	228
right	22	436	260
right	22	567	427
left	23	607	156
left	23	539	162
left	23	612	189
left	23	543	196
left	23	615	224
left	23	545	230
left	23	619	258
left	23	548	264
left	23	634	440
right	23	495	155
right	23	429	161
right	23	497	188
right	23	431	195
right	23	501	221
right	23	434	228
right	23	436	260
right	23	567	427
left	24	607	156
left	24	539	162
left	24	612	189
left	24	543	196
left	24	615	224
left	24	545	230
left	24	619	258
left	24	548	264
left	24	634	440
right	24	495	155
right	24	429	161
right	24	498	188
right	24	431	195
right	24	501	221
right	24	434	228
right	24	436	260
right	24	567	427
left	25	607	156
left	25	539	162
left	25	612	189
left	25	543	196
left	25	615	224
left	25	545	230
left	25	619	258
left	25	548	264
left	25	634	440
right	25	495	155
right	25	429	161
right	25	498	188
right	25	431	195
right	25	501	221
right	25	434	228
right	25	436	260
right	25	567	427
left	26	608	155
left	26	540	162
left	26	542	196
left	26	615	224
left	26	546	230
left	26	619	258
left	26	548	264
left	26	634	440
right	26	495	155
right	26	429	161
right	26	497	188
right	26	431	195
right	26	501	221
right	26	434	228
right	26	436	260
right	26	567	427
left	27	608	155
left	27	540	162
left	27	542	196
left	27	615	224
left	27	546	230
left	27	619	258
left	27	548	264
left	27	634	440
right	27	494	155
right	27	429	161
right	27	497	188
right	27	431	195
right	27	501	221
right	27	434	228
right	27	436	260
right	27	568	427
left	28	608	155
left	28	540	162
left	28	542	196
left	28	615	224
left	28	546	230
left	28	619	258
left	28	548	264
left	28	634	440
right	28	494	155
right	28	429	161
right	28	497	188
right	28	431	194
right	28	501	221
right	28	434	228
right	28	436	260
right	28	568	427
left	29	608	155
left	29	540	162
left	29	542	196
left	29	615	224
left	29	546	230
left	29	619	258
left	29	548	264
left	29	634	440
right	29	494	155
right	29	429	161
right	29	497	188
right	29	431	194
right	29	501	221
right	29	434	228
right	29	436	260
right	29	568	427
left	30	608	155
left	30	539	162
left	30	542	196
left	30	616	224
left	30	546	230
left	30	619	258
left	30	548	264
left	30	634	440
right	30	494	155
right	30	429	161
right	30	497	188
right	30	431	194
right	30	501	221
right	30	434	228
right	30	436	260
right	30	568	427
left	31	608	155
left	31	539	162
left	31	542	196
left	31	616	224
left	31	546	230
left	31	619	258
left	31	548	264
left	31	634	440
right	31	494	155
right	31	429	161
right	31	498	188
right	31	431	194
right	31	501	221
right	31	434	227
right	31	436	261
right	31	567	427
left	32	608	155
left	32	539	162
left	32	542	196
left	32	616	224
left	32	546	230
left	32	619	258
left	32	548	264
left	32	634	440
right	32	494	155
right	32	429	161
right	32	498	188
right	32	431	194
right	32	501	221
right	32	434	227
right	32	436	261
right	32	567	427
left	33	608	155
left	33	539	162
left	33	542	196
left	33	616	224
left	33	546	230
left	33	619	258
left	33	548	264
left	33	634	440
right	33	494	155
right	33	429	161
right	33	498	188
right	33	431	194
right	33	501	221
right	33	434	227
right	33	436	261
right	33	567	427
left	34	608	155
left	34	540	162
left	34	612	189
left	34	543	196
left	34	615	224
left	34	546	229
left	34	620	258
left	34	548	264
left	34	634	440
right	34	494	155
right	34	429	160
right	34	498	188
right	34	431	195
right	34	501	221
right	34	434	228
right	34	504	255
right	34	436	261
right	34	567	427
left	35	608	155
left	35	540	162
left	35	612	189
left	35	543	196
left	35	615	224
left	35	546	229
left	35	620	258
left	35	548	264
left	35	634	440
right	35	494	155
right	35	429	160
right	35	498	188
right	35	431	195
right	35	501	221
right	35	434	228
right	35	504	255
right	35	436	261
right	35	567	427
left	36	608	155
left	36	540	162
left	36	612	189
left	36	543	196
left	36	615	224
left	36	546	229
left	36	620	258
left	36	548	264
left	36	634	440
right	36	494	155
right	36	429	160
right	36	498	188
right	36	431	195
right	36	501	221
right	36	434	228
right	36	504	255
right	36	436	261
right	36	567	427
left	37	608	155
left	37	540	162
left	37	612	189
left	37	543	196
left	37	615	224
left	37	546	229
left	37	620	258
left	37	548	264
left	37	634	440
right	37	494	155
right	37	429	160
right	37	498	188
right	37	432	194
right	37	501	221
right	37	434	228
right	37	504	255
right	37	436	261
right	37	567	427
left	38	608	155
left	38	540	162
left	38	612	189
left	38	542	196
left	38	616	224
left	38	546	230
left	38	548	264
left	38	634	441
right	38	495	154
right	38	429	161
right	38	497	188
right	38	431	195
right	38	501	221
right	38	434	228
right	38	503	255
right	38	436	260
right	38	567	427
left	39	608	155
left	39	540	162
left	39	612	189
left	39	542	196
left	39	616	224
left	39	546	230
left	39	548	264
left	39	634	441
right	39	495	154
right	39	429	161
right	39	497	188
right	39	431	195
right	39	501	221
right	39	434	228
right	39	503	255
right	39	436	260
right	39	567	427
left	40	608	155
left	40	540	162
left	40	612	189
left	40	542	196
left	40	616	224
left	40	546	230
left	40	548	264
left	40	634	441
right	40	495	154
right	40	429	161
right	40	497	188
right	40	431	195
right	40	501	221
right	40	434	228
right	40	503	255
right	40	436	260
right	40	567	427
left	41	608	155
left	41	540	162
left	41	612	189
left	41	542	196
left	41	616	224
left	41	546	230
left	41	548	264
left	41	634	441
right	41	495	154
right	41	429	161
right	41	497	188
right	41	431	195
right	41	501	221
right	41	434	228
right	41	503	255
right	41	436	260
right	41	567	427
left	42	607	155
left	42	540	162
left	42	612	189
left	42	543	196
left	42	615	224
left	42	546	230
left	42	620	258
left	42	547	264
left	42	634	440
right	42	495	155
right	42	429	160
right	42	497	188
right	42	431	194
right	42	501	221
right	42	434	228
right	42	436	260
right	42	567	427
left	43	607	155
left	43	540	162
left	43	612	189
left	43	543	196
left	43	615	224
left	43	546	230
left	43	620	258
left	43	547	264
left	43	634	440
right	43	495	155
right	43	429	160
right	43	497	188
right	43	431	194
right	43	501	221
right	43	434	228
right	43	436	260
right	43	567	427
left	44	607	155
left	44	540	162
left	44	612	189
left	44	543	196
left	44	615	224
left	44	546	230
left	44	620	258
left	44	547	264
left	44	634	440
right	44	495	155
right	44	429	160
right	44	497	188
right	44	431	194
right	44	501	221
right	44	434	228
right	44	436	260
right	44	567	427
left	45	607	155
left	45	540	162
left	45	612	189
left	45	543	196
left	45	615	224
left	45	546	230
left	45	620	258
left	45	547	264
left	45	634	440
right	45	495	155
right	45	429	160
right	45	497	188
right	45	431	194
right	45	501	221
right	45	434	228
right	45	436	260
right	45	567	427
left	46	608	155
left	46	540	162
left	46	612	189
left	46	543	196
left	46	616	224
left	46	546	230
left	46	620	258
left	46	548	264
left	46	634	440
right	46	495	154
right	46	429	160
right	46	497	188
right	46	431	194
right	46	501	221
right	46	434	228
right	46	436	260
right	46	567	427
left	47	608	155
left	47	540	162
left	47	612	189
left	47	543	196
left	47	616	224
left	47	546	230
left	47	620	258
left	47	548	264
left	47	634	440
right	47	495	154
right	47	429	160
right	47	497	188
right	47	431	194
right	47	501	221
right	47	434	228
right	47	436	260
right	47	567	427
left	48	608	155
left	48	540	162
left	48	612	189
left	48	543	196
left	48	616	224
left	48	546	230
left	48	620	258
left	48	548	264
left	48	634	440
right	48	495	154
right	48	429	160
right	48	497	188
right	48	431	194
right	48	501	221
right	48	434	228
right	48	436	260
right	48	567	427
left	49	608	155
left	49	540	162
left	49	612	189
left	49	543	196
left	49	616	224
left	49	546	230
left	49	620	258
left	49	548	264
left	49	634	440
right	49	494	155
right	49	429	161
right	49	497	187
right	49	431	195
right	49	501	221
right	49	435	227
right	49	503	255
right	49	436	260
right	49	567	427
left	50	608	155
left	50	540	162
left	50	611	189
left	50	542	196
left	50	616	223
left	50	546	230
left	50	619	258
left	50	548	264
left	50	633	440
right	50	494	155
right	50	429	161
right	50	497	187
right	50	431	195
right	50	501	221
right	50	435	227
right	50	503	255
right	50	436	260
right	50	567	427
left	51	608	155
left	51	540	162
left	51	611	189
left	51	542	196
left	51	616	223
left	51	546	230
left	51	619	258
left	51	548	264
left	51	633	440
right	51	494	155
right	51	429	161
right	51	497	187
right	51	431	195
right	51	501	221
right	51	435	227
right	51	503	255
right	51	436	260
right	51	567	427
left	52	608	155
left	52	540	162
left	52	611	189
left	52	542	196
left	52	616	223
left	52	546	230
left	52	619	258
left	52	548	264
left	52	633	440
right	52	494	155
right	52	429	161
right	52	497	187
right	52	431	195
right	52	501	221
right	52	435	227
right	52	503	255
right	52	436	260
right	52	567	427
left	53	608	155
left	53	540	162
left	53	611	189
left	53	542	196
left	53	616	223
left	53	546	230
left	53	619	258
left	53	548	264
left	53	633	440
right	53	494	155
right	53	429	161
right	53	497	188
right	53	431	195
right	53	501	221
right	53	434	228
right	53	436	261
right	53	567	427
left	54	608	155
left	54	540	161
left	54	612	189
left	54	543	196
left	54	615	224
left	54	546	230
left	54	619	258
left	54	548	264
left	54	634	441
right	54	494	155
right	54	429	161
right	54	497	188
right	54	431	195
right	54	501	221
right	54	434	228
right	54	436	261
right	54	567	427
left	55	608	155
left	55	540	161
left	55	612	189
left	55	543	196
left	55	615	224
left	55	546	230
left	55	619	258
left	55	548	264
left	55	634	441
right	55	494	155
right	55	429	161
right	55	497	188
right	55	431	195
right	55	501	221
right	55	434	228
right	55	436	261
right	55	567	427
left	56	608	155
left	56	540	161
left	56	612	189
left	56	543	196
left	56	615	224
left	56	546	230
left	56	619	258
left	56	548	264
left	56	634	441
right	56	494	155
right	56	429	161
right	56	497	188
right	56	431	195
right	56	501	221
right	56	434	228
right	56	436	261
right	56	567	427
left	57	608	155
left	57	539	162
left	57	612	189
left	57	543	196
left	57	616	224
left	57	546	230
left	57	619	258
left	57	548	264
left	57	634	441
right	57	495	155
right	57	429	161
right	57	497	188
right	57	431	194
right	57	501	221
right	57	434	228
right	57	436	260
right	57	566	427
left	58	608	155
left	58	539	162
left	58	612	189
left	58	543	196
left	58	616	224
left	58	546	230
left	58	619	258
left	58	548	264
left	58	634	441
right	58	495	155
right	58	429	161
right	58	497	188
right	58	431	194
right	58	501	221
right	58	434	228
right	58	436	260
right	58	566	427
left	59	608	155
left	59	539	162
left	59	612	189
left	59	543	196
left	59	616	224
left	59	546	230
left	59	619	258
left	59	548	264
left	59	634	441
right	59	495	155
right	59	429	161
right	59	497	188
right	59	431	194
right	59	501	221
right	59	434	228
right	59	436	260
right	59	566	427
left	60	608	155
left	60	539	162
left	60	612	189
left	60	543	196
left	60	616	224
left	60	546	230
left	60	619	258
left	60	548	264
left	60	634	441
right	60	495	155
right	60	429	161
right	60	497	188
right	60	431	194
right	60	501	221
right	60	434	228
right	60	436	260
right	60	566	427
left	61	608	156
left	61	540	162
left	61	613	189
left	61	542	196
left	61	616	224
left	61	546	230
left	61	548	264
left	61	634	441
right	61	495	155
right	61	429	161
right	61	498	188
right	61	432	194
right	61	501	221
right	61	434	228
right	61	436	261
right	61	567	427
left	62	608	156
left	62	540	162
left	62	613	189
left	62	542	196
left	62	616	224
left	62	546	230
left	62	548	264
left	62	634	441
right	62	495	155
right	62	429	161
right	62	498	188
right	62	432	194
right	62	501	221
right	62	434	228
right	62	436	261
right	62	567	427
left	63	608	156
left	63	540	162
left	63	613	189
left	63	542	196
left	63	616	224
left	63	546	230
left	63	548	264
left	63	634	441
right	63	495	155
right	63	429	161
right	63	498	188
right	63	432	194
right	63	501	221
right	63	434	228
right	63	436	261
right	63	567	427
left	64	608	156
left	64	540	162
left	64	613	189
left	64	542	196
left	64	616	224
left	64	546	230
left	64	548	264
left	64	634	441
right	64	495	154
right	64	429	161
right	64	498	188
right	64	431	195
right	64	501	221
right	64	434	228
right	64	436	261
right	64	567	427
left	65	608	155
left	65	540	162
left	65	613	189
left	65	543	196
left	65	616	224
left	65	545	230
left	65	548	264
left	65	634	441
right	65	495	154
right	65	429	161
right	65	498	188
right	65	431	195
right	65	501	221
right	65	434	228
right	65	436	261
right	65	567	427
left	66	608	155
left	66	540	162
left	66	613	189
left	66	543	196
left	66	616	224
left	66	545	230
left	66	548	264
left	66	634	441
right	66	495	154
right	66	429	161
right	66	498	188
right	66	431	195
right	66	501	221
right	66	434	228
right	66	436	261
right	66	567	427
left	67	608	155
left	67	540	162
left	67	613	189
left	67	543	196
left	67	616	224
left	67	545	230
left	67	548	264
left	67	634	441
right	67	495	154
right	67	429	161
right	67	498	188
right	67	431	195
right	67	501	221
right	67	434	228
right	67	436	261
right	67	567	427
left	68	608	155
left	68	540	162
left	68	613	189
left	68	543	196
left	68	616	224
left	68	545	230
left	68	548	264
left	68	634	441
right	68	495	155
right	68	429	160
right	68	497	188
right	68	431	194
right	68	501	221
right	68	434	228
right	68	436	260
right	68	567	427
left	69	608	155
left	69	540	162
left	69	612	189
left	69	543	196
left	69	615	224
left	69	546	230
left	69	548	264
left	69	634	440
right	69	495	155
right	69	429	160
right	69	497	188
right	69	431	194
right	69	501	221
right	69	434	228
right	69	436	260
right	69	567	427
left	70	608	155
left	70	540	162
left	70	612	189
left	70	543	196
left	70	615	224
left	70	546	230
left	70	548	264
left	70	634	440
right	70	495	155
right	70	429	160
right	70	497	188
right	70	431	194
right	70	501	221
right	70	434	228
right	70	436	260
right	70	567	427
left	71	608	155
left	71	540	162
left	71	612	189
left	71	543	196
left	71	615	224
left	71	546	230
left	71	548	264
left	71	634	440
right	71	495	155
right	71	429	160
right	71	497	188
right	71	431	194
right	71	501	221
right	71	434	228
right	71	436	260
right	71	567	427
left	72	608	155
left	72	540	162
left	72	612	190
left	72	542	196
left	72	615	224
left	72	546	230
left	72	619	258
left	72	548	264
left	72	634	440
right	72	495	154
right	72	429	161
right	72	497	188
right	72	432	194
right	72	501	221
right	72	434	228
right	72	436	260
right	72	567	427
left	73	608	155
left	73	540	162
left	73	612	190
left	73	542	196
left	73	615	224
left	73	546	230
left	73	619	258
left	73	548	264
left	73	634	440
right	73	495	154
right	73	429	161
right	73	497	188
right	73	432	194
right	73	501	221
right	73	434	228
right	73	436	260
right	73	567	427
left	74	608	155
left	74	540	162
left	74	612	190
left	74	542	196
left	74	615	224
left	74	546	230
left	74	619	258
left	74	548	264
left	74	634	440
right	74	495	154
right	74	429	161
right	74	497	188
right	74	431	194
right	74	501	221
right	74	434	228
right	74	436	260
right	74	567	427
left	75	608	155
left	75	540	162
left	75	612	190
left	75	542	196
left	75	615	224
left	75	546	230
left	75	619	258
left	75	548	264
left	75	634	440
right	75	495	154
right	75	429	161
right	75	497	188
right	75	432	194
right	75	501	221
right	75	434	228
right	75	436	260
right	75	567	427
left	76	608	155
left	76	540	162
left	76	612	189
left	76	543	196
left	76	616	224
left	76	546	230
left	76	619	258
left	76	548	264
left	76	634	441
right	76	494	155
right	76	429	161
right	76	497	188
right	76	431	195
right	76	501	221
right	76	434	228
right	76	436	260
right	76	567	427
left	77	608	155
left	77	540	162
left	77	612	189
left	77	543	196
left	77	616	224
left	77	546	230
left	77	619	258
left	77	548	264
left	77	634	441
right	77	494	155
right	77	429	161
right	77	497	188
right	77	431	195
right	77	501	221
right	77	434	228
right	77	436	260
right	77	567	427
left	78	608	155
left	78	540	162
left	78	612	189
left	78	543	196
left	78	616	224
left	78	546	230
left	78	619	258
left	78	548	264
left	78	634	441
right	78	494	155
right	78	429	161
right	78	497	188
right	78	431	195
right	78	501	221
right	78	434	228
right	78	436	260
right	78	567	427
left	79	608	155
left	79	540	162
left	79	612	189
left	79	543	196
left	79	616	224
left	79	546	230
left	79	619	258
left	79	548	264
left	79	634	441
right	79	494	155
right	79	429	160
right	79	497	188
right	79	432	194
right	79	501	221
right	79	434	228
right	79	503	255
right	79	436	261
right	79	567	427
left	80	608	156
left	80	540	162
left	80	612	189
left	80	543	196
left	80	615	224
left	80	545	230
left	80	619	258
left	80	548	264
left	80	634	441
right	80	494	155
right	80	429	160
right	80	497	188
right	80	432	194
right	80	501	221
right	80	434	228
right	80	503	255
right	80	436	261
right	80	567	427
left	81	608	156
left	81	540	162
left	81	612	189
left	81	543	196
left	81	615	224
left	81	545	230
left	81	619	258
left	81	548	264
left	81	634	441
right	81	494	155
right	81	429	160
right	81	497	188
right	81	432	194
right	81	501	221
right	81	434	228
right	81	503	255
right	81	436	261
right	81	567	427
left	82	608	156
left	82	540	162
left	82	612	189
left	82	543	196
left	82	615	224
left	82	545	230
left	82	619	258
left	82	548	264
left	82	634	441
right	82	494	155
right	82	429	160
right	82	497	188
right	82	432	194
right	82	501	221
right	82	434	228
right	82	503	255
right	82	436	261
right	82	567	427
left	83	608	156
left	83	540	162
left	83	612	189
left	83	543	196
left	83	615	224
left	83	545	230
left	83	619	258
left	83	548	264
left	83	634	441
right	83	494	155
right	83	429	160
right	83	497	188
right	83	431	194
right	83	501	221
right	83	434	228
right	83	436	260
right	83	567	427
left	84	608	155
left	84	540	162
left	84	612	189
left	84	543	196
left	84	616	224
left	84	546	230
left	84	548	264
left	84	634	440
right	84	494	155
right	84	429	160
right	84	497	188
right	84	431	194
right	84	501	221
right	84	434	228
right	84	436	260
right	84	567	427
left	85	608	155
left	85	540	162
left	85	612	189
left	85	543	196
left	85	616	224
left	85	546	230
left	85	548	264
left	85	634	440
right	85	494	155
right	85	429	160
right	85	497	188
right	85	431	194
right	85	501	221
right	85	434	228
right	85	436	260
right	85	567	427
left	86	608	155
left	86	540	162
left	86	612	189
left	86	543	196
left	86	616	224
left	86	546	230
left	86	548	264
left	86	634	440
right	86	494	155
right	86	429	160
right	86	497	188
right	86	431	194
right	86	501	221
right	86	434	228
right	86	436	260
right	86	567	427
left	87	608	155
left	87	540	162
left	87	612	189
left	87	543	196
left	87	616	224
left	87	546	230
left	87	548	264
left	87	634	440
right	87	495	155
right	87	429	160
right	87	497	188
right	87	431	194
right	87	500	221
right	87	434	228
right	87	436	261
right	87	567	427
left	88	540	162
left	88	612	189
left	88	543	196
left	88	616	224
left	88	546	229
left	88	619	258
left	88	548	264
left	88	634	441
right	88	495	155
right	88	429	160
right	88	497	188
right	88	431	194
right	88	500	221
right	88	434	228
right	88	436	261
right	88	567	427
left	89	540	162
left	89	612	189
left	89	543	196
left	89	616	224
left	89	546	229
left	89	619	258
left	89	548	264
left	89	634	441
right	89	495	155
right	89	429	160
right	89	497	188
right	89	431	194
right	89	500	221
right	89	434	228
right	89	436	261
right	89	567	427
