pname	lname	rname	start	end	duration	disparity	d2cam	lrd	height
sp0	p1	p10	1	89	2.93	193	763.339	202.474	54.585
sp1	p2	p11	1	89	2.93	192	767.315	206.081	97.617
sp2	p3	p12	1	89	2.93	191	771.332	210.366	141.741
sp3	p4	p13	1	89	2.93	191	771.332	212.932	184.071
sp4	p5	p14	1	89	2.93	191	771.332	289.254	48.102
sp5	p6	p15	1	89	2.93	191	771.332	293.102	91.073
sp6	p7	p16	1	89	2.93	191	771.332	296.95	134.044
sp7	p8	p17	1	89	2.93	191	771.332	300.798	178.298
