pname	lname	rname	start	end	duration	disparity	d2cam	lrd	height
sp0	p1	p10	1	89	2.93	111	1327.247	595.946	178.784
sp1	p2	p11	1	89	2.93	112	1315.397	593.906	214.375
sp2	p3	p12	1	89	2.93	112	1315.397	597.188	251.563
sp3	p4	p13	1	89	2.93	112	1315.397	599.375	288.75
sp4	p5	p14	1	89	2.93	114	1292.32	653.334	166.557
sp5	p6	p15	1	89	2.93	115	1281.082	651.913	201.326
sp6	p7	p16	1	89	2.93	115	1281.082	656.174	238.609
sp7	p8	p17	1	89	2.93	116	1270.038	653.685	272.457
