date,country,location,VL,linkL,VR,linkR,start,end,offset,name,stereomap,framesize,baseline
10/16/19,Belize,Southwater,185538-1_L,1ouXtTiRl70z-hTEcg29FIZlk4pjJUWMQ,185539-2_R,1M_Xkw3Z1Vn96DXFrIDNgjVNV5Wkf-Jhz,28800,29110,-13,southpan5,2019southwater,640 480,125
