date,country,location,VL,linkL,VR,linkR,start,end,offset,name,stereomap,framesize,baseline,paramfile
10/16/19,Belize,Southwater,185538-1_L,1ouXtTiRl70z-hTEcg29FIZlk4pjJUWMQ,185539-2_R,1M_Xkw3Z1Vn96DXFrIDNgjVNV5Wkf-Jhz,30100,30300,-13,southpan6,2019southwater,640 480,125,params_southwater2019_pan7.config
