date,country,location,VL,linkL,VR,linkR,start,end,offset,name
19-Oct,Belize,Southwater,161303-1_L,1_vhH9mNFtHswIcBcIwN0XQ_7L6Q6eCq6,161303-2_R,1LzJHVtp41w8dDuvgFG6gpdZlSQHeeVac,1000,6000,-15,2019southwater
