frame	cX	cY	area	minI	maxI	meanI	camera	tank	cXtank	match_status
6284	3106	471	52.0	181.0	255.0	234.3731343283582	right	right_tank3	10.0	
6284	3131	473	65.5	181.0	255.0	229.4512195121952	right	right_tank3	35.0	
6284	3107	503	21.0	181.0	255.0	229.80645161290323	right	right_tank3	11.0	
6284	3121	504	72.0	181.0	255.0	230.1348314606741	right	right_tank3	25.0	
6285	3107	471	54.5	181.0	255.0	224.70422535211267	right	right_tank3	11.0	
6285	3131	474	65.5	182.0	255.0	232.109756097561	right	right_tank3	35.0	
6285	3106	503	28.5	175.0	255.0	231.575	right	right_tank3	10.0	
6285	3121	504	79.0	181.0	255.0	232.07142857142856	right	right_tank3	25.0	
6286	3107	470	35.5	181.0	255.0	227.4583333333333	right	right_tank3	11.0	
6286	3131	473	66.0	181.0	255.0	234.4390243902439	right	right_tank3	35.0	
6286	3107	503	26.5	183.0	255.0	241.3157894736842	right	right_tank3	11.0	
6286	3121	504	57.5	181.0	255.0	228.0533333333333	right	right_tank3	25.0	
6287	3107	471	35.5	182.0	255.0	226.9583333333333	right	right_tank3	11.0	
6287	3131	474	58.5	181.0	255.0	235.7027027027027	right	right_tank3	35.0	
6287	3106	503	18.0	183.0	255.0	226.03703703703704	right	right_tank3	10.0	
6287	3120	504	62.5	181.0	255.0	231.0	right	right_tank3	24.0	
6288	3106	471	29.5	182.0	255.0	230.42857142857144	right	right_tank3	10.0	
6288	3131	474	61.5	181.0	255.0	230.3552631578947	right	right_tank3	35.0	
6288	3118	503	90.0	181.0	255.0	216.224	right	right_tank3	22.0	
6289	3106	470	34.0	181.0	255.0	230.48936170212767	right	right_tank3	10.0	
6289	3131	473	64.5	181.0	255.0	231.7	right	right_tank3	35.0	
6289	3115	503	160.5	181.0	255.0	224.7936507936508	right	right_tank3	19.0	
6290	3106	470	38.5	181.0	255.0	226.21818181818185	right	right_tank3	10.0	
6290	3131	473	61.0	181.0	255.0	232.5	right	right_tank3	35.0	
6290	3115	504	173.0	181.0	255.0	230.18407960199005	right	right_tank3	19.0	
6291	3105	472	16.5	181.0	255.0	218.3333333333333	right	right_tank3	9.0	
6291	3131	474	47.0	181.0	255.0	228.78333333333333	right	right_tank3	35.0	
6291	3114	504	160.5	181.0	255.0	232.0430107526882	right	right_tank3	18.0	
6292	3106	471	30.0	182.0	255.0	227.04761904761904	right	right_tank3	10.0	
6292	3131	474	49.5	181.0	255.0	227.2063492063492	right	right_tank3	35.0	
6292	3114	504	164.5	181.0	255.0	233.95263157894732	right	right_tank3	18.0	
6293	3106	471	33.0	182.0	255.0	226.0217391304348	right	right_tank3	10.0	
6293	3131	474	47.0	181.0	255.0	228.36666666666667	right	right_tank3	35.0	
6293	3114	503	157.5	181.0	255.0	229.24043715847	right	right_tank3	18.0	
6294	3106	472	27.0	184.0	255.0	228.92105263157893	right	right_tank3	10.0	
6294	3130	474	50.5	182.0	255.0	232.63076923076923	right	right_tank3	34.0	
6294	3114	504	144.0	181.0	255.0	228.207100591716	right	right_tank3	18.0	
6295	3105	471	32.5	181.0	255.0	227.8913043478261	right	right_tank3	9.0	
6295	3131	473	50.0	182.0	255.0	232.94029850746267	right	right_tank3	35.0	
6295	3114	504	145.0	181.0	255.0	233.6023391812865	right	right_tank3	18.0	
6296	3106	472	37.0	181.0	247.0	219.95918367346937	right	right_tank3	10.0	
6296	3131	474	20.0	181.0	240.0	217.48275862068965	right	right_tank3	35.0	
6296	3114	504	127.5	181.0	255.0	230.56774193548387	right	right_tank3	18.0	
6297	3131	474	41.0	181.0	255.0	223.83018867924528	right	right_tank3	35.0	
6297	3113	503	99.0	181.0	255.0	230.76229508196724	right	right_tank3	17.0	
6298	3105	472	19.0	185.0	255.0	234.53571428571428	right	right_tank3	9.0	
6298	3131	474	41.0	181.0	255.0	223.83018867924528	right	right_tank3	35.0	
6298	3114	504	108.5	181.0	255.0	226.3053435114504	right	right_tank3	18.0	
6299	3105	472	18.0	181.0	255.0	229.66666666666663	right	right_tank3	9.0	
6299	3131	474	37.0	181.0	255.0	225.0816326530612	right	right_tank3	35.0	
6299	3114	504	132.5	181.0	255.0	228.53503184713372	right	right_tank3	18.0	
6300	3105	471	21.0	181.0	255.0	228.29032258064515	right	right_tank3	9.0	
6300	3131	474	37.0	181.0	255.0	225.6530612244898	right	right_tank3	35.0	
6300	3114	503	130.0	181.0	255.0	227.57142857142856	right	right_tank3	18.0	
6301	3106	445	10.5	181.0	255.0	217.94444444444443	right	right_tank3	10.0	
6301	3135	448	14.5	174.0	255.0	217.43478260869568	right	right_tank3	39.0	
6301	3105	472	23.5	181.0	255.0	227.23529411764704	right	right_tank3	9.0	
6301	3130	474	41.0	182.0	255.0	225.96226415094333	right	right_tank3	34.0	
6301	3114	504	139.5	181.0	255.0	228.8192771084337	right	right_tank3	18.0	
6302	3107	445	16.5	181.0	255.0	227.6	right	right_tank3	11.0	
6302	3134	448	10.5	183.0	255.0	221.0	right	right_tank3	38.0	
6302	3106	472	20.5	183.0	255.0	230.51612903225805	right	right_tank3	10.0	
6302	3130	475	57.0	181.0	255.0	230.8611111111111	right	right_tank3	34.0	
6302	3114	504	145.5	181.0	255.0	230.4035087719298	right	right_tank3	18.0	
6303	3106	446	17.0	181.0	255.0	227.16	right	right_tank3	10.0	
6303	3136	448	16.5	183.0	255.0	223.96153846153848	right	right_tank3	40.0	
6303	3106	472	17.0	181.0	255.0	224.1923076923077	right	right_tank3	10.0	
6303	3132	474	53.5	181.0	255.0	228.955223880597	right	right_tank3	36.0	
6303	3113	504	151.5	181.0	255.0	231.0169491525424	right	right_tank3	17.0	
6304	3106	445	15.5	181.0	255.0	227.875	right	right_tank3	10.0	
6304	3136	447	34.5	181.0	255.0	225.02222222222224	right	right_tank3	40.0	
6304	3105	472	26.0	182.0	255.0	225.2702702702703	right	right_tank3	9.0	
6304	3131	473	45.5	181.0	255.0	228.05172413793105	right	right_tank3	35.0	
6304	3115	504	136.0	181.0	255.0	232.38993710691824	right	right_tank3	19.0	
6305	3106	446	13.5	185.0	255.0	231.95454545454547	right	right_tank3	10.0	
6305	3135	447	43.0	182.0	255.0	232.92857142857144	right	right_tank3	39.0	
6305	3106	472	31.0	183.0	255.0	222.3720930232558	right	right_tank3	10.0	
6305	3131	474	48.0	182.0	255.0	234.6290322580645	right	right_tank3	35.0	
6305	3114	504	148.5	181.0	255.0	236.06395348837208	right	right_tank3	18.0	
6306	3106	445	25.0	181.0	255.0	231.68571428571428	right	right_tank3	10.0	
6306	3135	448	43.5	181.0	255.0	226.35714285714283	right	right_tank3	39.0	
6306	3106	472	32.5	182.0	255.0	222.17777777777772	right	right_tank3	10.0	
6306	3131	474	53.5	181.0	255.0	233.77777777777777	right	right_tank3	35.0	
6306	3113	504	142.0	181.0	255.0	233.5542168674699	right	right_tank3	17.0	
6307	3106	446	23.0	181.0	255.0	234.4848484848485	right	right_tank3	10.0	
6307	3134	447	53.5	182.0	255.0	228.7941176470588	right	right_tank3	38.0	
6307	3106	472	33.0	181.0	255.0	224.3409090909091	right	right_tank3	10.0	
6307	3131	474	46.5	182.0	255.0	234.56666666666663	right	right_tank3	35.0	
6307	3112	504	119.0	181.0	255.0	235.8802816901409	right	right_tank3	16.0	
6308	3107	445	23.0	181.0	255.0	235.3030303030303	right	right_tank3	11.0	
6308	3136	447	52.0	182.0	255.0	225.7575757575757	right	right_tank3	40.0	
6308	3107	472	28.5	181.0	255.0	225.975	right	right_tank3	11.0	
6308	3131	474	47.5	181.0	255.0	234.40983606557376	right	right_tank3	35.0	
6308	3114	503	109.5	181.0	255.0	234.7328244274809	right	right_tank3	18.0	
6309	3106	447	21.0	181.0	255.0	237.8333333333333	right	right_tank3	10.0	
6309	3136	447	53.0	181.0	255.0	224.3676470588236	right	right_tank3	40.0	
6309	3106	473	22.5	183.0	255.0	225.0606060606061	right	right_tank3	10.0	
6309	3131	474	49.0	181.0	255.0	237.2380952380952	right	right_tank3	35.0	
6309	3112	503	74.0	181.0	255.0	233.3186813186813	right	right_tank3	16.0	
6310	3106	446	38.5	183.0	250.0	216.90384615384616	right	right_tank3	10.0	
6310	3135	447	45.5	181.0	255.0	222.22033898305085	right	right_tank3	39.0	
6310	3105	473	18.0	181.0	233.0	208.85185185185185	right	right_tank3	9.0	
6310	3132	474	60.0	182.0	255.0	232.5810810810811	right	right_tank3	36.0	
6310	3110	504	77.0	182.0	255.0	228.88297872340425	right	right_tank3	14.0	
6311	3106	446	34.0	181.0	248.0	219.42222222222225	right	right_tank3	10.0	
6311	3136	448	38.0	182.0	255.0	223.0	right	right_tank3	40.0	
6311	3105	472	23.5	181.0	235.0	216.9705882352941	right	right_tank3	9.0	
6311	3131	474	51.5	182.0	255.0	232.24615384615385	right	right_tank3	35.0	
6311	3111	504	74.0	182.0	255.0	228.0434782608696	right	right_tank3	15.0	
6312	3106	447	28.0	181.0	247.0	219.15789473684208	right	right_tank3	10.0	
6312	3136	448	57.5	182.0	255.0	231.38888888888889	right	right_tank3	40.0	
6312	3106	472	19.0	181.0	233.0	219.5	right	right_tank3	10.0	
6312	3131	474	48.0	189.0	255.0	234.5737704918033	right	right_tank3	35.0	
6312	3110	504	50.0	181.0	255.0	221.21875	right	right_tank3	14.0	
6313	3107	446	25.0	188.0	255.0	225.5428571428572	right	right_tank3	11.0	
6313	3136	448	67.5	182.0	255.0	233.5119047619048	right	right_tank3	40.0	
6313	3106	471	16.0	181.0	232.0	219.84	right	right_tank3	10.0	
6313	3131	474	44.0	183.0	255.0	233.69642857142856	right	right_tank3	35.0	
6313	3109	503	37.0	182.0	255.0	225.6326530612245	right	right_tank3	13.0	
6314	3106	446	29.5	181.0	255.0	228.8048780487805	right	right_tank3	10.0	
6314	3134	449	46.0	181.0	255.0	231.96666666666667	right	right_tank3	38.0	
6314	3105	473	26.5	182.0	230.0	215.3783783783784	right	right_tank3	9.0	
6314	3130	474	36.5	182.0	255.0	224.85714285714283	right	right_tank3	34.0	
6314	3108	504	24.5	181.0	251.0	222.58823529411765	right	right_tank3	12.0	
6315	3106	445	29.0	181.0	255.0	229.925	right	right_tank3	10.0	
6315	3136	447	60.0	181.0	255.0	226.12	right	right_tank3	40.0	
6315	3105	473	21.5	181.0	245.0	215.3125	right	right_tank3	9.0	
6315	3131	474	39.0	181.0	255.0	223.3207547169812	right	right_tank3	35.0	
6315	3109	504	15.5	183.0	251.0	225.16	right	right_tank3	13.0	
6316	3106	446	27.0	181.0	255.0	231.1282051282051	right	right_tank3	10.0	
6316	3136	447	56.0	181.0	255.0	231.60273972602732	right	right_tank3	40.0	
6316	3105	473	22.5	181.0	233.0	212.52941176470588	right	right_tank3	9.0	
6316	3131	475	45.5	182.0	255.0	232.3333333333333	right	right_tank3	35.0	
6317	3107	446	26.0	182.0	255.0	232.5	right	right_tank3	11.0	
6317	3136	448	45.5	181.0	255.0	234.55172413793105	right	right_tank3	40.0	
6317	3105	471	11.0	184.0	255.0	224.42105263157893	right	right_tank3	9.0	
6317	3132	474	31.5	182.0	255.0	219.4883720930233	right	right_tank3	36.0	
6318	3107	446	16.5	182.0	221.0	210.4583333333333	right	right_tank3	11.0	
6318	3136	448	42.5	181.0	255.0	228.88888888888889	right	right_tank3	40.0	
6318	3105	472	10.5	185.0	250.0	221.1764705882353	right	right_tank3	9.0	
6318	3131	475	24.5	183.0	232.0	213.76470588235293	right	right_tank3	35.0	
6319	3106	445	27.0	181.0	255.0	225.51351351351352	right	right_tank3	10.0	
6319	3136	448	50.5	181.0	255.0	231.578125	right	right_tank3	40.0	
6319	3131	474	25.5	183.0	232.0	213.3428571428572	right	right_tank3	35.0	
6320	3107	446	22.5	184.0	255.0	230.46875	right	right_tank3	11.0	
6320	3136	448	46.0	181.0	255.0	230.2542372881356	right	right_tank3	40.0	
6320	3131	474	33.5	182.0	255.0	234.88888888888889	right	right_tank3	35.0	
6321	3106	445	22.5	181.0	255.0	232.90625	right	right_tank3	10.0	
6321	3137	448	48.0	183.0	255.0	235.2258064516129	right	right_tank3	41.0	
6321	3105	472	16.0	181.0	242.0	214.5769230769231	right	right_tank3	9.0	
6321	3131	475	44.0	181.0	255.0	228.5	right	right_tank3	35.0	
6322	3106	445	24.5	183.0	255.0	231.0	right	right_tank3	10.0	
6322	3136	448	53.5	181.0	255.0	233.0	right	right_tank3	40.0	
6322	3105	473	18.5	180.0	241.0	217.66666666666663	right	right_tank3	9.0	
6322	3131	474	32.0	183.0	255.0	228.1590909090909	right	right_tank3	35.0	
6323	3106	445	24.5	181.0	255.0	231.35294117647052	right	right_tank3	10.0	
6323	3136	447	52.0	181.0	255.0	235.3333333333333	right	right_tank3	40.0	
6323	3105	472	11.5	181.0	238.0	214.57894736842104	right	right_tank3	9.0	
6323	3130	475	38.5	181.0	250.0	220.86274509803923	right	right_tank3	34.0	
6324	3106	445	24.5	181.0	255.0	231.35294117647052	right	right_tank3	10.0	
6324	3136	447	46.0	181.0	255.0	224.1803278688525	right	right_tank3	40.0	
6324	3131	474	32.0	182.0	255.0	222.8510638297872	right	right_tank3	35.0	
6325	3105	445	23.5	188.0	255.0	233.5757575757576	right	right_tank3	9.0	
6325	3137	447	41.5	182.0	255.0	224.92857142857144	right	right_tank3	41.0	
6325	3131	474	29.5	182.0	255.0	220.8	right	right_tank3	35.0	
6326	3105	445	23.5	181.0	255.0	233.7575757575757	right	right_tank3	9.0	
6326	3136	447	34.5	181.0	253.0	221.19565217391303	right	right_tank3	40.0	
6326	3130	473	36.5	181.0	255.0	221.7551020408163	right	right_tank3	34.0	
6327	3138	447	17.0	182.0	238.0	216.36	right	right_tank3	42.0	
6327	3130	475	28.0	183.0	241.0	219.48717948717947	right	right_tank3	34.0	
6328	3105	445	13.5	181.0	251.0	222.19047619047612	right	right_tank3	9.0	
6328	3137	447	32.5	181.0	255.0	224.81395348837208	right	right_tank3	41.0	
6328	3132	475	25.5	183.0	255.0	222.0	right	right_tank3	36.0	
6329	3105	445	12.0	185.0	251.0	221.68421052631572	right	right_tank3	9.0	
6329	3137	447	26.5	183.0	247.0	222.1351351351352	right	right_tank3	41.0	
6329	3131	474	15.0	183.0	231.0	218.2083333333333	right	right_tank3	35.0	
6330	3106	444	11.0	181.0	251.0	221.3333333333333	right	right_tank3	10.0	
6330	3138	447	33.0	183.0	255.0	232.08510638297872	right	right_tank3	42.0	
6330	3130	474	15.5	181.0	231.0	212.16666666666663	right	right_tank3	34.0	
6331	3106	444	11.0	183.0	248.0	222.2222222222222	right	right_tank3	10.0	
6331	3137	447	44.5	181.0	255.0	236.2542372881356	right	right_tank3	41.0	
6331	3130	474	15.5	181.0	241.0	212.60714285714283	right	right_tank3	34.0	
6332	3137	447	24.5	183.0	255.0	235.4	right	right_tank3	41.0	
6332	3131	474	22.0	181.0	255.0	225.25	right	right_tank3	35.0	
6333	3106	445	12.0	181.0	255.0	221.66666666666663	right	right_tank3	10.0	
6333	3138	447	20.0	181.0	240.0	222.5	right	right_tank3	42.0	
6333	3132	475	12.0	188.0	255.0	225.7	right	right_tank3	36.0	
6334	3105	445	11.0	181.0	241.0	220.0	right	right_tank3	9.0	
6334	3138	447	19.0	182.0	241.0	218.7142857142857	right	right_tank3	42.0	
6334	3131	476	14.5	182.0	255.0	227.95652173913044	right	right_tank3	35.0	
6335	3138	447	14.0	181.0	238.0	219.1818181818182	right	right_tank3	42.0	
6335	3131	476	16.0	181.0	255.0	226.4583333333333	right	right_tank3	35.0	
6336	3139	447	22.5	182.0	255.0	228.0967741935484	right	right_tank3	43.0	
6337	3137	447	15.5	182.0	255.0	225.8695652173913	right	right_tank3	41.0	
6338	3123	406	34.0	181.0	233.0	215.8510638297872	right	right_tank3	27.0	
6338	3138	447	16.5	183.0	255.0	227.0	right	right_tank3	42.0	
6338	3131	474	14.5	181.0	255.0	225.0833333333333	right	right_tank3	35.0	
6339	3122	406	47.5	182.0	255.0	228.3015873015873	right	right_tank3	26.0	
6339	3138	447	16.0	183.0	255.0	224.7083333333333	right	right_tank3	42.0	
6339	3131	476	21.5	182.0	255.0	229.72727272727272	right	right_tank3	35.0	
6340	3120	405	18.0	181.0	248.0	219.4333333333333	right	right_tank3	24.0	
6340	3138	446	26.0	181.0	255.0	225.8333333333333	right	right_tank3	42.0	
6340	3130	476	18.0	182.0	251.0	218.46153846153848	right	right_tank3	34.0	
6341	3120	405	22.5	181.0	255.0	220.19444444444443	right	right_tank3	24.0	
6341	3139	447	15.0	184.0	255.0	238.65217391304347	right	right_tank3	43.0	
6341	3131	475	19.0	181.0	255.0	218.48148148148147	right	right_tank3	35.0	
6342	3122	405	35.5	182.0	255.0	227.12	right	right_tank3	26.0	
6342	3131	476	13.5	184.0	255.0	220.55	right	right_tank3	35.0	
6343	3122	406	25.0	181.0	202.0	202.69444444444443	right	right_tank3	26.0	
6343	3131	476	18.0	183.0	255.0	227.61538461538464	right	right_tank3	35.0	
6344	3117	406	29.5	182.0	255.0	220.7619047619048	right	right_tank3	21.0	
6344	3131	477	17.0	183.0	255.0	226.96	right	right_tank3	35.0	
6345	3105	473	10.5	181.0	247.0	218.6111111111111	right	right_tank3	9.0	
6345	3131	475	19.5	185.0	255.0	226.9642857142857	right	right_tank3	35.0	
6346	3131	476	15.5	188.0	255.0	228.7391304347826	right	right_tank3	35.0	
6347	3131	476	14.5	188.0	255.0	229.54545454545456	right	right_tank3	35.0	
6348	3131	476	13.0	181.0	255.0	234.8095238095238	right	right_tank3	35.0	
6349	3131	474	22.0	182.0	255.0	233.0909090909091	right	right_tank3	35.0	
6350	3130	476	22.5	182.0	255.0	234.0	right	right_tank3	34.0	
6351	3131	476	20.0	182.0	255.0	227.32258064516128	right	right_tank3	35.0	
6352	3130	476	18.5	182.0	255.0	229.92592592592592	right	right_tank3	34.0	
6358	3131	477	11.5	182.0	255.0	229.65	right	right_tank3	35.0	
6359	3131	477	11.5	182.0	255.0	228.5	right	right_tank3	35.0	
6360	3131	477	12.5	181.0	255.0	228.42857142857144	right	right_tank3	35.0	
6361	3131	477	12.0	184.0	255.0	230.05	right	right_tank3	35.0	
6362	3132	477	12.0	182.0	255.0	229.95	right	right_tank3	36.0	
6363	3132	478	11.5	181.0	255.0	230.1	right	right_tank3	36.0	
6364	3131	477	13.5	188.0	255.0	226.5	right	right_tank3	35.0	
6365	3131	477	13.5	188.0	255.0	226.5	right	right_tank3	35.0	
6374	3131	477	13.5	181.0	255.0	224.27272727272728	right	right_tank3	35.0	
6378	3130	478	11.5	184.0	255.0	219.05263157894737	right	right_tank3	34.0	
7184	1422	416	14.0	183.0	241.0	221.36	left	left_tank3	212.0	
7185	1422	417	14.5	182.0	242.0	221.2	left	left_tank3	212.0	
7186	1425	418	17.0	181.0	255.0	228.6428571428572	left	left_tank3	215.0	match
7186	3320	507	13.5	182.0	253.0	224.04761904761904	right	right_tank3	224.0	match
7187	1426	420	21.0	181.0	255.0	236.73529411764704	left	left_tank3	216.0	match
7187	3321	508	33.5	182.0	241.0	218.64444444444445	right	right_tank3	225.0	match
7188	1427	422	15.5	182.0	213.0	206.65217391304347	left	left_tank3	217.0	match
7188	3321	510	26.5	184.0	241.0	222.45945945945948	right	right_tank3	225.0	match
7189	1426	422	37.5	183.0	250.0	221.7142857142857	left	left_tank3	216.0	match
7189	3321	511	36.0	185.0	241.0	222.0408163265306	right	right_tank3	225.0	match
7190	1427	424	46.5	181.0	255.0	224.0338983050848	left	left_tank3	217.0	match
7190	3322	516	35.5	184.0	238.0	219.625	right	right_tank3	226.0	match
7191	1427	426	56.5	182.0	230.0	214.7605633802817	left	left_tank3	217.0	match
7191	3323	515	56.0	181.0	255.0	232.7428571428572	right	right_tank3	227.0	match
7192	1429	426	79.0	181.0	255.0	228.19791666666663	left	left_tank3	219.0	match
7192	3324	516	102.0	181.0	255.0	227.87804878048783	right	right_tank3	228.0	match
7193	1429	427	90.5	181.0	255.0	230.7981651376147	left	left_tank3	219.0	match
7193	3325	516	95.5	181.0	255.0	228.05172413793105	right	right_tank3	229.0	match
7194	1431	428	115.0	182.0	255.0	237.6058394160584	left	left_tank3	221.0	match
7194	3326	518	128.0	181.0	255.0	227.875	right	right_tank3	230.0	match
7195	1432	428	144.5	181.0	255.0	238.22619047619045	left	left_tank3	222.0	match
7195	3328	519	175.0	181.0	255.0	224.58291457286435	right	right_tank3	232.0	match
7196	1432	428	154.5	181.0	255.0	238.81460674157304	left	left_tank3	222.0	match
7196	3330	519	207.5	181.0	255.0	227.8497854077253	right	right_tank3	234.0	match
7197	1433	429	209.5	181.0	255.0	231.4364406779661	left	left_tank3	223.0	match
7197	3329	520	146.5	181.0	255.0	226.04761904761904	right	right_tank3	233.0	match
7198	1433	429	206.5	178.0	255.0	237.1282051282052	left	left_tank3	223.0	match
7198	3330	521	299.5	181.0	255.0	238.1510574018127	right	right_tank3	234.0	match
7199	1434	430	256.0	181.0	255.0	236.44599303135888	left	left_tank3	224.0	match
7199	3330	521	293.5	181.0	255.0	238.2269938650307	right	right_tank3	234.0	match
7200	1435	430	285.0	181.0	255.0	237.07570977917985	left	left_tank3	225.0	match
7200	3330	522	280.0	181.0	255.0	233.47266881028932	right	right_tank3	234.0	match
7201	1434	431	265.5	181.0	255.0	238.30232558139537	left	left_tank3	224.0	match
7201	3330	522	324.0	181.0	255.0	237.14444444444445	right	right_tank3	234.0	match
7202	1434	431	272.0	181.0	255.0	237.7138263665595	left	left_tank3	224.0	match
7202	3331	522	327.0	181.0	255.0	239.38567493112947	right	right_tank3	235.0	match
7203	1435	432	291.0	181.0	255.0	232.88615384615383	left	left_tank3	225.0	match
7203	3332	522	357.0	181.0	255.0	239.1620253164557	right	right_tank3	236.0	match
7204	1434	432	275.0	181.0	255.0	233.70684039087948	left	left_tank3	224.0	match
7204	3331	524	348.0	181.0	255.0	238.79586563307487	right	right_tank3	235.0	match
7205	1434	433	252.5	181.0	255.0	231.9397163120568	left	left_tank3	224.0	match
7205	3331	525	361.0	181.0	255.0	239.55172413793105	right	right_tank3	235.0	match
7206	1435	434	288.5	181.0	255.0	232.35825545171332	left	left_tank3	225.0	match
7206	3334	525	385.5	181.0	255.0	232.44523809523807	right	right_tank3	238.0	match
7207	1435	434	294.0	181.0	255.0	231.3363914373089	left	left_tank3	225.0	match
7207	3333	526	359.5	181.0	255.0	237.6632911392405	right	right_tank3	237.0	match
7208	1437	435	287.0	182.0	255.0	234.809968847352	left	left_tank3	227.0	match
7208	3333	526	368.0	181.0	255.0	240.5990099009901	right	right_tank3	237.0	match
7209	1436	435	280.0	181.0	255.0	234.702875399361	left	left_tank3	226.0	match
7209	3333	526	365.5	181.0	255.0	240.9351620947631	right	right_tank3	237.0	match
7210	1436	436	290.0	181.0	255.0	238.2705167173252	left	left_tank3	226.0	match
7210	3333	528	362.5	181.0	255.0	239.02233250620347	right	right_tank3	237.0	match
7211	1435	438	275.0	181.0	255.0	236.71935483870968	left	left_tank3	225.0	match
7211	3333	528	327.5	181.0	255.0	233.61157024793388	right	right_tank3	237.0	match
7212	1437	438	286.0	181.0	255.0	236.41379310344823	left	left_tank3	227.0	match
7212	3333	529	322.5	181.0	255.0	237.7002801120448	right	right_tank3	237.0	match
7213	1436	439	219.0	181.0	255.0	232.49387755102043	left	left_tank3	226.0	match
7213	3334	530	362.0	181.0	255.0	234.66	right	right_tank3	238.0	match
7214	1436	438	242.0	181.0	255.0	231.2389705882353	left	left_tank3	226.0	match
7214	3334	531	306.0	181.0	253.0	231.8941176470588	right	right_tank3	238.0	match
7215	1437	440	240.5	181.0	255.0	231.60966542750927	left	left_tank3	227.0	match
7215	3335	532	317.0	181.0	255.0	230.13841807909608	right	right_tank3	239.0	match
7216	1437	440	231.0	181.0	255.0	227.65116279069767	left	left_tank3	227.0	match
7216	3334	531	296.5	181.0	252.0	229.460843373494	right	right_tank3	238.0	match
7217	1438	441	209.0	181.0	255.0	229.03404255319148	left	left_tank3	228.0	match
7217	3334	533	316.0	181.0	255.0	233.88920454545456	right	right_tank3	238.0	match
7218	1439	441	217.0	182.0	255.0	233.91735537190084	left	left_tank3	229.0	match
7218	3334	535	291.5	181.0	255.0	233.77639751552795	right	right_tank3	238.0	match
7219	1439	442	226.0	181.0	255.0	235.94071146245057	left	left_tank3	229.0	match
7219	3334	535	300.5	181.0	255.0	234.9728096676737	right	right_tank3	238.0	match
7220	1439	442	225.5	181.0	255.0	237.90836653386447	left	left_tank3	229.0	match
7220	3335	536	322.0	181.0	255.0	237.72598870056493	right	right_tank3	239.0	match
7221	1439	443	218.0	181.0	255.0	237.79835390946505	left	left_tank3	229.0	match
7221	3335	536	309.0	181.0	255.0	236.8181818181818	right	right_tank3	239.0	match
7222	1440	444	200.0	181.0	255.0	235.38666666666663	left	left_tank3	230.0	match
7222	3335	536	294.0	181.0	255.0	236.48	right	right_tank3	239.0	match
7223	1438	445	182.0	181.0	255.0	236.85853658536584	left	left_tank3	228.0	match
7223	3335	537	270.5	181.0	255.0	238.32666666666668	right	right_tank3	239.0	match
7224	1440	446	176.0	181.0	255.0	235.5	left	left_tank3	230.0	match
7224	3336	538	257.5	181.0	255.0	236.3170731707317	right	right_tank3	240.0	match
7225	1439	446	199.0	181.0	255.0	236.2334801762115	left	left_tank3	229.0	match
7225	3336	538	251.5	181.0	255.0	237.03886925795047	right	right_tank3	240.0	match
7226	1440	447	124.5	181.0	255.0	235.9862068965517	left	left_tank3	230.0	match
7226	3336	540	228.0	181.0	255.0	235.7953667953668	right	right_tank3	240.0	match
7227	1441	448	176.0	181.0	255.0	232.8905472636816	left	left_tank3	231.0	match
7227	3336	539	214.5	181.0	255.0	230.3099173553719	right	right_tank3	240.0	match
7228	1441	448	183.0	181.0	255.0	236.66985645933013	left	left_tank3	231.0	match
7228	3337	540	249.5	181.0	255.0	233.175	right	right_tank3	241.0	match
7229	1551	449	11.0	183.0	255.0	217.85	left	left_tank3	341.0	match
7229	1440	449	160.0	181.0	255.0	227.5136612021858	left	left_tank3	230.0	match
7229	3470	548	12.5	183.0	221.0	210.05	right	right_tank3	374.0	match
7229	3337	542	244.5	181.0	255.0	229.4525547445256	right	right_tank3	241.0	match
7230	1610	450	26.0	181.0	231.0	212.25	left	left_tank3	400.0	match
7230	1550	450	30.5	185.0	255.0	230.0652173913044	left	left_tank3	340.0	match
7230	1440	449	176.5	181.0	255.0	234.54726368159203	left	left_tank3	230.0	bothdif
7230	3337	542	208.5	181.0	255.0	228.58474576271183	right	right_tank3	241.0	match
7230	3469	549	27.5	182.0	253.0	221.3589743589744	right	right_tank3	373.0	match
7230	3531	552	17.5	181.0	221.0	210.0769230769231	right	right_tank3	435.0	bothdif
7231	1549	450	23.5	181.0	255.0	224.0625	left	left_tank3	339.0	match
7231	1612	450	38.5	181.0	255.0	226.2745098039216	left	left_tank3	402.0	ydif
7231	1441	449	182.5	0.0	255.0	235.11538461538464	left	left_tank3	231.0	match
7231	3337	541	256.0	181.0	255.0	233.34265734265733	right	right_tank3	241.0	match
7231	3469	550	31.5	183.0	255.0	230.72727272727272	right	right_tank3	373.0	match
7231	3535	554	31.5	181.0	252.0	211.5531914893617	right	right_tank3	439.0	ydif
7232	1548	450	35.0	181.0	255.0	227.76086956521732	left	left_tank3	338.0	match
7232	1615	451	47.0	182.0	255.0	226.6290322580645	left	left_tank3	405.0	ydif
7232	1442	450	213.0	0.0	255.0	234.3875	left	left_tank3	232.0	match
7232	3337	543	227.5	181.0	255.0	234.54263565891472	right	right_tank3	241.0	match
7232	3466	550	36.0	181.0	255.0	228.5	right	right_tank3	370.0	match
7232	3535	555	48.0	180.0	255.0	223.48387096774192	right	right_tank3	439.0	ydif
7233	1546	449	42.0	181.0	255.0	229.7407407407408	left	left_tank3	336.0	ydif
7233	1614	451	49.0	181.0	255.0	223.21875	left	left_tank3	404.0	ydif
