frame	cX	cY	area	minI	maxI	meanI	camera	tank	cXtank	match_status
15547	563	367	24.0	181.0	255.0	229.24242424242425	left	left_tank1	378.0	xdif
15547	2091	370	12.5	181.0	255.0	233.7142857142857	right	right_tank1	29.0	xdif
15548	562	369	20.0	181.0	227.0	212.0	left	left_tank1	377.0	xdif
15548	2091	370	12.5	181.0	255.0	233.7142857142857	right	right_tank1	29.0	xdif
15549	562	368	16.5	182.0	232.0	213.5	left	left_tank1	377.0	
15550	562	368	15.0	183.0	233.0	213.04545454545456	left	left_tank1	377.0	
15551	562	368	17.0	182.0	230.0	211.8	left	left_tank1	377.0	
15552	562	368	18.5	182.0	230.0	212.7037037037037	left	left_tank1	377.0	
15553	562	368	19.0	181.0	247.0	218.3333333333333	left	left_tank1	377.0	
15554	563	369	15.5	181.0	231.0	217.5833333333333	left	left_tank1	378.0	
15555	562	368	24.5	181.0	255.0	227.8571428571429	left	left_tank1	377.0	
15556	2091	369	14.0	181.0	236.0	214.72727272727272	right	right_tank1	29.0	xdif
15556	563	368	21.0	181.0	248.0	215.3333333333333	left	left_tank1	378.0	xdif
15557	2090	369	13.0	189.0	235.0	217.6	right	right_tank1	28.0	xdif
15557	563	368	21.0	181.0	248.0	215.3333333333333	left	left_tank1	378.0	xdif
15558	562	367	32.0	181.0	255.0	224.1860465116279	left	left_tank1	377.0	xdif
15558	2090	369	13.0	189.0	235.0	217.6	right	right_tank1	28.0	xdif
15559	563	369	30.5	181.0	255.0	225.609756097561	left	left_tank1	378.0	
15565	2090	368	12.0	182.0	255.0	218.2	right	right_tank1	28.0	
15568	563	367	21.0	182.0	245.0	223.8333333333333	left	left_tank1	378.0	
15569	563	367	21.5	182.0	245.0	223.06451612903223	left	left_tank1	378.0	
15573	563	367	15.0	183.0	255.0	221.8260869565217	left	left_tank1	378.0	
15574	563	366	14.0	185.0	255.0	223.0	left	left_tank1	378.0	
15575	563	367	14.5	181.0	255.0	222.1818181818182	left	left_tank1	378.0	
15576	563	367	14.5	181.0	255.0	222.1818181818182	left	left_tank1	378.0	
15577	563	367	14.5	181.0	255.0	222.1818181818182	left	left_tank1	378.0	
15578	563	366	12.0	184.0	255.0	226.6818181818182	left	left_tank1	378.0	
15581	564	366	13.0	181.0	248.0	220.05	left	left_tank1	379.0	
15582	565	365	13.5	182.0	252.0	220.0	left	left_tank1	380.0	
18001	2345	1074	10.5	0.0	189.0	176.15789473684208	right	right_tank1	283.0	
18188	3450	1078	15.5	182.0	206.0	205.0769230769231	right	right_tank3	354.0	
19900	2436	1079	10.5	181.0	252.0	217.66666666666663	right	right_tank1	374.0	
21347	2371	341	10.5	182.0	240.0	222.27777777777777	right	right_tank1	309.0	
21348	2370	341	22.0	181.0	255.0	228.9354838709677	right	right_tank1	308.0	
21349	2370	341	20.5	181.0	255.0	230.3	right	right_tank1	308.0	
21350	479	311	21.5	181.0	250.0	216.59375	left	left_tank1	294.0	match
21350	2369	342	35.5	182.0	255.0	231.0625	right	right_tank1	307.0	match
21351	478	313	48.5	182.0	255.0	225.609375	left	left_tank1	293.0	match
21351	2368	343	64.5	181.0	255.0	237.64634146341464	right	right_tank1	306.0	match
21352	478	312	83.0	181.0	255.0	227.44	left	left_tank1	293.0	match
21352	2368	342	72.5	182.0	255.0	237.0681818181818	right	right_tank1	306.0	match
21353	308	284	26.0	181.0	255.0	220.88888888888889	left	left_tank1	123.0	xdif
21353	477	313	87.5	181.0	255.0	224.8952380952381	left	left_tank1	292.0	
21353	2367	344	112.0	178.0	255.0	227.4031007751938	right	right_tank1	305.0	xdif
21354	309	284	25.5	182.0	251.0	221.66666666666663	left	left_tank1	124.0	match
21354	2206	303	24.0	182.0	219.0	211.44117647058823	right	right_tank1	144.0	match
21354	477	314	195.0	178.0	255.0	233.027149321267	left	left_tank1	292.0	match
21354	2366	346	158.5	181.0	255.0	233.71978021978023	right	right_tank1	304.0	match
21355	308	283	51.0	181.0	255.0	226.5692307692308	left	left_tank1	123.0	match
21355	2207	303	33.0	181.0	232.0	214.72727272727272	right	right_tank1	145.0	match
21355	476	315	189.0	181.0	255.0	234.7926267281106	left	left_tank1	291.0	match
21355	2366	346	149.5	181.0	255.0	229.7764705882353	right	right_tank1	304.0	match
21356	311	284	14.5	183.0	226.0	213.4782608695652	left	left_tank1	126.0	match
21356	2208	302	22.0	182.0	255.0	222.5151515151516	right	right_tank1	146.0	match
21356	476	315	163.5	181.0	255.0	230.6470588235294	left	left_tank1	291.0	match
21356	2365	345	176.5	181.0	255.0	228.9	right	right_tank1	303.0	match
21357	311	283	46.0	182.0	255.0	225.57627118644064	left	left_tank1	126.0	match
21357	2208	302	48.5	181.0	255.0	228.04838709677412	right	right_tank1	146.0	match
21357	475	316	182.0	181.0	255.0	232.04326923076923	left	left_tank1	290.0	match
21357	2364	347	195.5	181.0	255.0	228.95515695067263	right	right_tank1	302.0	match
21358	311	282	64.5	182.0	255.0	226.76543209876544	left	left_tank1	126.0	match
21358	2209	302	62.0	182.0	255.0	230.44578313253007	right	right_tank1	147.0	match
21358	475	316	203.0	178.0	255.0	234.3026315789473	left	left_tank1	290.0	match
21358	2364	346	209.5	181.0	255.0	231.17021276595744	right	right_tank1	302.0	match
21359	311	281	63.0	181.0	255.0	226.9493670886076	left	left_tank1	126.0	match
21359	2210	298	58.5	182.0	255.0	219.38666666666668	right	right_tank1	148.0	match
21359	474	317	232.0	178.0	255.0	235.0421455938697	left	left_tank1	289.0	match
21359	2364	346	230.5	182.0	255.0	233.3307392996109	right	right_tank1	302.0	match
21360	315	259	12.5	183.0	245.0	217.08695652173915	left	left_tank1	130.0	match
21360	2215	278	15.5	182.0	208.0	204.8260869565217	right	right_tank1	153.0	match
21360	311	281	71.5	181.0	255.0	227.3804347826087	left	left_tank1	126.0	match
21360	2210	301	109.0	181.0	255.0	230.9692307692308	right	right_tank1	148.0	match
21360	474	317	232.0	181.0	255.0	234.4942528735632	left	left_tank1	289.0	match
21360	2362	348	259.0	181.0	255.0	233.03424657534245	right	right_tank1	300.0	match
21361	312	280	72.0	181.0	255.0	229.48314606741573	left	left_tank1	127.0	match
21361	2210	300	102.0	181.0	255.0	228.86776859504133	right	right_tank1	148.0	match
21361	473	317	249.5	181.0	255.0	232.9244604316547	left	left_tank1	288.0	match
21361	2362	347	309.0	181.0	255.0	233.1935483870968	right	right_tank1	300.0	match
21362	315	260	18.5	181.0	215.0	209.03703703703704	left	left_tank1	130.0	match
21362	312	280	96.5	181.0	255.0	235.09565217391304	left	left_tank1	127.0	xdif
21362	2211	300	78.5	181.0	255.0	227.88541666666663	right	right_tank1	149.0	match
21362	472	317	240.5	181.0	255.0	233.2333333333333	left	left_tank1	287.0	
21362	2362	346	272.0	181.0	255.0	232.24666666666667	right	right_tank1	300.0	xdif
21363	315	259	21.5	181.0	253.0	222.7	left	left_tank1	130.0	match
21363	2215	277	33.5	182.0	255.0	224.57777777777773	right	right_tank1	153.0	match
21363	313	279	181.5	0.0	255.0	229.3827751196172	left	left_tank1	128.0	match
21363	2210	298	206.0	174.0	255.0	227.57563025210084	right	right_tank1	148.0	match
21363	472	316	263.0	181.0	255.0	236.44709897610923	left	left_tank1	287.0	match
21363	2362	347	273.5	181.0	255.0	235.5606557377049	right	right_tank1	300.0	match
21364	316	260	97.5	181.0	255.0	226.85593220338984	left	left_tank1	131.0	match
21364	313	278	213.0	0.0	255.0	235.61157024793388	left	left_tank1	128.0	xdif
21364	2211	294	364.0	174.0	255.0	230.3903614457832	right	right_tank1	149.0	match
21364	471	316	266.0	181.0	255.0	235.8952702702703	left	left_tank1	286.0	
21364	2361	347	247.0	181.0	255.0	236.34420289855072	right	right_tank1	299.0	xdif
21365	313	271	436.5	181.0	255.0	232.9043659043659	left	left_tank1	128.0	match
21365	2211	293	471.0	181.0	255.0	233.80230326295583	right	right_tank1	149.0	match
21365	471	317	264.5	181.0	255.0	236.1593220338983	left	left_tank1	286.0	match
21365	2361	347	236.5	181.0	255.0	239.6339622641509	right	right_tank1	299.0	match
21366	2225	279	12.5	182.0	255.0	226.4	right	right_tank1	163.0	
21366	314	271	513.0	181.0	255.0	232.2794376098418	left	left_tank1	129.0	match
21366	2211	292	564.0	176.0	255.0	234.4705882352941	right	right_tank1	149.0	match
21366	472	316	281.0	181.0	255.0	237.3653846153846	left	left_tank1	287.0	match
21366	2360	346	229.5	181.0	255.0	237.17898832684824	right	right_tank1	298.0	match
21367	315	270	658.0	0.0	255.0	238.1436699857753	left	left_tank1	130.0	match
21367	2212	291	686.5	181.0	255.0	233.4549125168237	right	right_tank1	150.0	match
21367	471	317	271.5	181.0	255.0	237.6262295081968	left	left_tank1	286.0	match
21367	2359	347	278.0	181.0	255.0	239.66881028938903	right	right_tank1	297.0	match
21368	315	270	669.5	0.0	255.0	237.53546592489568	left	left_tank1	130.0	match
21368	2212	290	672.5	181.0	255.0	235.07872928176795	right	right_tank1	150.0	match
21368	471	317	287.5	181.0	255.0	236.31875	left	left_tank1	286.0	match
21368	2360	346	295.5	181.0	255.0	239.41691842900303	right	right_tank1	298.0	match
21369	315	270	696.5	181.0	255.0	236.2032085561497	left	left_tank1	130.0	match
21369	2213	290	701.5	181.0	255.0	236.5636604774536	right	right_tank1	151.0	match
21369	469	317	289.0	181.0	255.0	236.5139318885449	left	left_tank1	284.0	match
21369	2360	346	284.5	181.0	255.0	239.734375	right	right_tank1	298.0	match
21370	315	270	704.0	181.0	255.0	237.07001321003963	left	left_tank1	130.0	match
21370	2213	290	711.0	181.0	255.0	234.2669270833333	right	right_tank1	151.0	match
21370	471	316	247.5	181.0	255.0	231.36690647482013	left	left_tank1	286.0	match
21370	2360	346	274.5	181.0	255.0	239.76221498371336	right	right_tank1	298.0	match
21371	316	270	777.0	181.0	255.0	237.253873659118	left	left_tank1	131.0	match
21371	2213	291	635.5	181.0	255.0	233.52380952380952	right	right_tank1	151.0	match
21371	469	317	254.5	181.0	255.0	233.7894736842105	left	left_tank1	284.0	match
21371	2359	346	260.5	181.0	255.0	228.9310344827586	right	right_tank1	297.0	match
21372	316	269	800.0	175.0	255.0	236.92218350754936	left	left_tank1	131.0	match
21372	2214	291	670.0	181.0	255.0	233.82561307901904	right	right_tank1	152.0	match
21372	470	316	244.0	182.0	255.0	235.6897810218978	left	left_tank1	285.0	match
21372	2360	345	280.5	181.0	255.0	230.63344051446944	right	right_tank1	298.0	match
21373	316	270	791.5	175.0	255.0	237.4072769953052	left	left_tank1	131.0	match
21373	2213	291	671.5	181.0	255.0	235.53972602739725	right	right_tank1	151.0	match
21373	469	318	264.0	181.0	255.0	234.35374149659864	left	left_tank1	284.0	match
21373	2358	346	265.5	181.0	255.0	232.5117845117845	right	right_tank1	296.0	match
21374	316	270	729.5	176.0	255.0	236.39820742637644	left	left_tank1	131.0	match
21374	2213	291	739.5	181.0	255.0	235.80904522613065	right	right_tank1	151.0	match
21374	468	317	261.5	181.0	255.0	234.12328767123287	left	left_tank1	283.0	match
21374	2358	346	252.5	181.0	255.0	235.60498220640568	right	right_tank1	296.0	match
21375	315	269	749.5	180.0	255.0	235.3271604938272	left	left_tank1	130.0	match
21375	2214	290	774.0	181.0	255.0	235.7448856799037	right	right_tank1	152.0	match
21375	468	316	284.0	181.0	255.0	234.7626582278481	left	left_tank1	283.0	match
21375	2358	346	259.5	181.0	255.0	235.9586206896552	right	right_tank1	296.0	match
21376	316	270	745.5	178.0	255.0	236.2156133828996	left	left_tank1	131.0	match
21376	2214	291	779.0	181.0	255.0	239.25089179548155	right	right_tank1	152.0	match
21376	468	316	257.5	181.0	255.0	236.1888111888112	left	left_tank1	283.0	match
21376	2358	346	264.0	181.0	255.0	236.5794701986755	right	right_tank1	296.0	match
21377	316	269	807.5	175.0	255.0	235.7465753424657	left	left_tank1	131.0	match
21377	2215	292	714.5	181.0	255.0	239.27213541666663	right	right_tank1	153.0	match
21377	467	317	243.5	181.0	255.0	238.3837638376384	left	left_tank1	282.0	match
21377	594	341	19.5	183.0	255.0	229.82142857142856	left	left_tank1	409.0	
21377	2358	346	265.0	181.0	255.0	236.52631578947367	right	right_tank1	296.0	match
21378	317	269	759.0	181.0	255.0	236.176399026764	left	left_tank1	132.0	match
21378	2215	291	697.5	181.0	255.0	239.2119205298013	right	right_tank1	153.0	match
21378	467	317	254.5	181.0	255.0	238.4320557491289	left	left_tank1	282.0	match
21378	594	341	19.5	183.0	255.0	229.82142857142856	left	left_tank1	409.0	
21378	2357	345	260.5	181.0	255.0	239.7697368421053	right	right_tank1	295.0	match
21379	318	270	682.5	181.0	255.0	237.96472184531885	left	left_tank1	133.0	match
21379	2215	291	725.5	181.0	255.0	239.44757033248084	right	right_tank1	153.0	match
21379	467	316	265.5	174.0	255.0	238.5986394557823	left	left_tank1	282.0	match
21379	2356	344	312.0	0.0	255.0	238.0375722543353	right	right_tank1	294.0	match
21380	318	271	676.0	181.0	255.0	238.2269601100413	left	left_tank1	133.0	match
21380	2215	293	745.0	181.0	255.0	240.24438902743145	right	right_tank1	153.0	match
21380	467	316	264.0	181.0	255.0	238.464406779661	left	left_tank1	282.0	match
21380	2357	344	272.0	181.0	255.0	237.2622950819672	right	right_tank1	295.0	match
21381	318	270	704.5	181.0	255.0	236.6522309711286	left	left_tank1	133.0	match
21381	2216	291	703.0	181.0	255.0	240.1633466135458	right	right_tank1	154.0	match
21381	466	316	262.5	181.0	255.0	237.68813559322032	left	left_tank1	281.0	match
21381	2355	345	268.5	181.0	255.0	233.3993288590604	right	right_tank1	293.0	match
21382	318	270	725.0	181.0	255.0	238.5599489795918	left	left_tank1	133.0	match
21382	2215	291	707.5	181.0	255.0	239.26350461133072	right	right_tank1	153.0	match
21382	466	315	263.5	181.0	255.0	239.8114478114478	left	left_tank1	281.0	match
21382	2356	345	259.5	181.0	255.0	234.96864111498252	right	right_tank1	294.0	match
21383	318	270	741.0	181.0	255.0	237.6091811414392	left	left_tank1	133.0	match
21383	2215	292	709.5	175.0	255.0	237.984251968504	right	right_tank1	153.0	match
21383	465	316	273.5	181.0	255.0	239.58496732026143	left	left_tank1	280.0	match
21383	2356	345	276.5	181.0	255.0	235.3311475409836	right	right_tank1	294.0	match
21384	318	271	735.5	181.0	255.0	238.60429835651075	left	left_tank1	133.0	match
21384	2215	292	680.0	181.0	255.0	240.3617886178862	right	right_tank1	153.0	match
21384	466	316	265.5	181.0	255.0	230.3830508474576	left	left_tank1	281.0	match
21384	2355	344	269.5	181.0	255.0	239.7607973421927	right	right_tank1	293.0	match
21385	318	271	713.0	181.0	255.0	239.514360313316	left	left_tank1	133.0	match
21385	2216	292	728.0	181.0	255.0	238.1450381679389	right	right_tank1	154.0	match
21385	465	315	281.0	181.0	255.0	230.77564102564105	left	left_tank1	280.0	match
21385	2356	344	267.5	181.0	255.0	239.3135313531353	right	right_tank1	294.0	match
21386	318	271	688.0	181.0	255.0	236.5167336010709	left	left_tank1	133.0	match
21386	2216	291	650.0	181.0	255.0	237.20140845070424	right	right_tank1	154.0	match
21386	466	315	177.0	181.0	255.0	221.55940594059408	left	left_tank1	281.0	match
21386	2355	345	225.5	181.0	255.0	224.4880952380952	right	right_tank1	293.0	match
21387	318	271	717.0	181.0	255.0	237.8152454780362	left	left_tank1	133.0	match
21387	2216	292	683.5	181.0	255.0	240.15945945945947	right	right_tank1	154.0	match
21387	464	315	199.0	181.0	255.0	227.5152838427948	left	left_tank1	279.0	match
21387	2355	345	242.5	181.0	255.0	232.4962962962963	right	right_tank1	293.0	match
21388	319	270	696.0	181.0	255.0	238.94786096256684	left	left_tank1	134.0	match
21388	2216	292	688.0	181.0	255.0	240.04138851802404	right	right_tank1	154.0	match
21388	465	314	267.5	181.0	255.0	232.4466666666667	left	left_tank1	280.0	match
21388	2355	344	263.0	181.0	255.0	233.09830508474576	right	right_tank1	293.0	match
21389	319	271	734.5	181.0	255.0	239.4791929382093	left	left_tank1	134.0	match
21389	2218	292	659.0	181.0	255.0	241.1902777777778	right	right_tank1	156.0	match
21389	464	314	303.5	182.0	255.0	236.7074626865672	left	left_tank1	279.0	match
21389	2355	345	275.5	181.0	255.0	229.56026058631923	right	right_tank1	293.0	match
21390	320	271	718.5	181.0	255.0	239.1734693877551	left	left_tank1	135.0	match
21390	2217	292	693.0	181.0	255.0	240.91066666666663	right	right_tank1	155.0	match
21390	464	315	258.5	181.0	255.0	239.6770833333333	left	left_tank1	279.0	match
21390	2354	345	265.0	181.0	255.0	233.62116040955632	right	right_tank1	292.0	match
21391	319	272	691.5	181.0	255.0	239.29088471849863	left	left_tank1	134.0	match
21391	2217	292	690.5	181.0	255.0	241.1283422459893	right	right_tank1	155.0	match
21391	464	314	285.0	181.0	255.0	238.6426332288401	left	left_tank1	279.0	match
21391	2354	344	299.5	181.0	255.0	235.8966565349544	right	right_tank1	292.0	match
21392	320	272	713.5	181.0	255.0	238.43636363636364	left	left_tank1	135.0	match
21392	2217	292	701.5	181.0	255.0	241.5866141732284	right	right_tank1	155.0	match
21392	463	315	285.0	181.0	255.0	238.29337539432177	left	left_tank1	278.0	match
21392	2354	343	279.5	182.0	255.0	236.36451612903227	right	right_tank1	292.0	match
21393	319	271	680.0	181.0	255.0	237.58243243243248	left	left_tank1	134.0	match
21393	2218	292	669.0	181.0	255.0	243.0357634112792	right	right_tank1	156.0	match
21393	463	315	281.5	181.0	255.0	239.9776357827476	left	left_tank1	278.0	match
21393	2353	343	285.0	182.0	255.0	237.5993690851735	right	right_tank1	291.0	match
21394	320	272	692.5	181.0	255.0	238.18682795698928	left	left_tank1	135.0	match
21394	2218	292	651.0	181.0	255.0	242.2978723404256	right	right_tank1	156.0	match
21394	463	315	259.0	181.0	255.0	239.9003436426117	left	left_tank1	278.0	match
21394	2353	342	287.0	181.0	255.0	237.65625	right	right_tank1	291.0	match
21395	320	272	696.0	181.0	255.0	239.94562334217505	left	left_tank1	135.0	match
21395	2218	292	651.0	181.0	255.0	241.6657263751763	right	right_tank1	156.0	match
21395	463	315	260.5	181.0	255.0	239.5787671232877	left	left_tank1	278.0	match
21395	2352	343	287.0	181.0	255.0	238.31661442006268	right	right_tank1	290.0	match
21396	319	272	630.0	181.0	255.0	241.36524300441823	left	left_tank1	134.0	match
21396	2218	292	633.0	181.0	255.0	242.3116883116883	right	right_tank1	156.0	match
21396	462	315	271.0	181.0	255.0	236.03300330033	left	left_tank1	277.0	match
21396	2352	343	281.0	181.0	255.0	236.96153846153845	right	right_tank1	290.0	match
21397	319	272	768.0	181.0	255.0	239.92102065613608	left	left_tank1	134.0	match
21397	2218	293	692.0	181.0	255.0	234.93190921228305	right	right_tank1	156.0	match
21397	462	314	273.0	181.0	255.0	239.6482084690554	left	left_tank1	277.0	match
21397	2352	343	280.0	181.0	255.0	237.32268370607028	right	right_tank1	290.0	match
21398	321	271	744.0	181.0	255.0	238.95652173913044	left	left_tank1	136.0	match
21398	2218	293	677.0	175.0	255.0	236.24965893587995	right	right_tank1	156.0	match
21398	461	313	272.0	181.0	255.0	239.61563517915312	left	left_tank1	276.0	match
21398	2352	343	272.5	181.0	255.0	238.84364820846903	right	right_tank1	290.0	match
21399	321	271	736.0	181.0	255.0	235.621997471555	left	left_tank1	136.0	match
21399	2218	294	682.0	181.0	255.0	239.0917678812416	right	right_tank1	156.0	match
21399	462	313	276.5	181.0	255.0	240.18530351437693	left	left_tank1	277.0	match
21399	2351	343	254.0	182.0	255.0	235.85314685314685	right	right_tank1	289.0	match
21400	321	272	699.5	181.0	255.0	233.98940397350992	left	left_tank1	136.0	match
21400	2218	293	690.5	181.0	255.0	240.1631299734748	right	right_tank1	156.0	match
21400	462	313	255.0	181.0	255.0	238.4828767123288	left	left_tank1	277.0	match
21400	2351	342	279.0	181.0	255.0	238.3067092651757	right	right_tank1	289.0	match
21401	320	272	689.5	181.0	255.0	236.02815013404827	left	left_tank1	135.0	match
21401	2218	294	595.0	181.0	255.0	234.32352941176472	right	right_tank1	156.0	match
21401	461	314	240.5	181.0	255.0	237.16974169741692	left	left_tank1	276.0	match
21401	2351	343	264.5	181.0	255.0	238.47138047138048	right	right_tank1	289.0	match
21402	321	272	649.5	181.0	255.0	237.9971590909091	left	left_tank1	136.0	match
21402	2219	295	625.5	181.0	255.0	237.09763313609463	right	right_tank1	157.0	match
21402	461	313	268.0	181.0	255.0	239.10891089108912	left	left_tank1	276.0	match
21402	2351	343	260.0	181.0	255.0	238.81632653061223	right	right_tank1	289.0	match
21403	321	272	688.0	181.0	255.0	239.479250334672	left	left_tank1	136.0	match
21403	2219	295	612.0	181.0	255.0	238.213313161876	right	right_tank1	157.0	match
21403	461	313	272.5	181.0	255.0	240.8371335504886	left	left_tank1	276.0	match
21403	2350	342	280.0	181.0	255.0	235.7269841269841	right	right_tank1	288.0	match
21404	322	272	710.5	181.0	255.0	239.73385012919897	left	left_tank1	137.0	match
21404	2219	295	610.0	181.0	255.0	238.6132930513595	right	right_tank1	157.0	match
21404	460	313	292.5	181.0	255.0	239.7554179566564	left	left_tank1	275.0	match
21404	2351	340	297.0	181.0	255.0	238.01506024096383	right	right_tank1	289.0	match
21405	321	272	670.5	181.0	255.0	240.4427792915532	left	left_tank1	136.0	match
21405	2219	295	611.5	181.0	255.0	237.8075187969925	right	right_tank1	157.0	match
21405	460	313	258.0	181.0	255.0	238.7551724137931	left	left_tank1	275.0	match
21405	2350	341	266.5	181.0	255.0	236.9933554817276	right	right_tank1	288.0	match
21406	321	273	647.5	181.0	255.0	241.1373937677054	left	left_tank1	136.0	match
21406	2219	294	606.0	181.0	255.0	239.17371601208453	right	right_tank1	157.0	match
21406	459	313	264.0	181.0	255.0	239.013468013468	left	left_tank1	274.0	match
21406	2350	341	241.5	181.0	255.0	235.7205882352941	right	right_tank1	288.0	match
21407	321	273	662.5	0.0	255.0	239.25140449438203	left	left_tank1	136.0	match
21407	2219	294	612.0	0.0	255.0	239.13984962406016	right	right_tank1	157.0	match
21407	459	313	273.0	181.0	255.0	238.6612377850163	left	left_tank1	274.0	match
21407	2350	342	247.0	181.0	255.0	235.589928057554	right	right_tank1	288.0	match
21408	321	273	651.5	181.0	255.0	239.7991513437058	left	left_tank1	136.0	match
21408	2219	295	622.5	0.0	255.0	239.88427299703264	right	right_tank1	157.0	match
21408	459	313	265.0	181.0	255.0	239.59060402684565	left	left_tank1	274.0	match
21408	2349	342	255.5	181.0	255.0	236.5017543859649	right	right_tank1	287.0	match
21409	322	273	698.5	181.0	255.0	240.875	left	left_tank1	137.0	match
21409	2219	295	628.0	181.0	255.0	239.8029197080292	right	right_tank1	157.0	match
21409	458	314	287.0	181.0	255.0	241.4859813084112	left	left_tank1	273.0	match
21409	2349	341	282.0	181.0	255.0	233.87936507936507	right	right_tank1	287.0	match
21410	322	274	678.0	181.0	255.0	240.85733512786004	left	left_tank1	137.0	match
21410	2219	296	605.0	181.0	255.0	240.68627450980392	right	right_tank1	157.0	match
21410	459	313	273.0	181.0	255.0	239.6013071895425	left	left_tank1	274.0	match
21410	2349	341	276.5	181.0	255.0	234.10289389067523	right	right_tank1	287.0	match
21411	322	273	679.0	181.0	255.0	239.51626016260164	left	left_tank1	137.0	match
21411	2221	295	593.5	181.0	255.0	242.79037267080744	right	right_tank1	159.0	match
21411	457	313	269.0	181.0	255.0	239.45098039215688	left	left_tank1	272.0	match
21411	2348	341	280.0	0.0	255.0	236.391167192429	right	right_tank1	286.0	match
21412	322	273	681.0	173.0	255.0	238.76788124156545	left	left_tank1	137.0	match
21412	2220	296	666.5	181.0	255.0	239.45793103448275	right	right_tank1	158.0	match
21412	457	313	291.5	181.0	255.0	240.30091185410333	left	left_tank1	272.0	match
21412	2348	340	256.5	0.0	255.0	235.57093425605532	right	right_tank1	286.0	match
21413	323	274	709.0	181.0	255.0	236.3385214007782	left	left_tank1	138.0	match
21413	2221	295	663.0	181.0	255.0	240.7604456824513	right	right_tank1	159.0	match
21413	456	314	274.0	181.0	255.0	241.1442307692308	left	left_tank1	271.0	match
21413	2349	340	249.5	181.0	255.0	231.5304659498208	right	right_tank1	287.0	match
21414	323	272	789.0	181.0	255.0	234.59481743227323	left	left_tank1	138.0	match
21414	2220	296	616.0	181.0	255.0	239.759643916914	right	right_tank1	158.0	match
21414	457	313	277.5	181.0	255.0	235.61563517915312	left	left_tank1	272.0	match
21414	2348	341	238.5	181.0	255.0	229.9253731343284	right	right_tank1	286.0	match
21415	323	274	672.5	181.0	255.0	234.8008241758242	left	left_tank1	138.0	match
21415	2221	297	618.5	181.0	255.0	239.4454277286136	right	right_tank1	159.0	match
21415	456	312	263.0	181.0	255.0	235.35836177474405	left	left_tank1	271.0	match
21415	2347	340	219.5	181.0	255.0	227.859437751004	right	right_tank1	285.0	match
21416	323	273	700.5	181.0	255.0	235.9696569920844	left	left_tank1	138.0	match
21416	2222	295	603.5	181.0	255.0	238.5512048192772	right	right_tank1	160.0	match
21416	457	312	247.5	181.0	255.0	233.9820788530466	left	left_tank1	272.0	match
21416	2346	340	269.0	181.0	255.0	230.75415282392024	right	right_tank1	284.0	match
21417	324	274	708.0	181.0	255.0	236.14509803921567	left	left_tank1	139.0	match
21417	2221	296	668.5	0.0	255.0	238.66299862448412	right	right_tank1	159.0	match
21417	456	312	272.5	181.0	255.0	237.5822368421053	left	left_tank1	271.0	match
21417	2346	341	233.5	181.0	255.0	231.1488549618321	right	right_tank1	284.0	match
21418	324	275	683.5	0.0	255.0	235.2972972972973	left	left_tank1	139.0	match
21418	2221	296	661.5	181.0	255.0	238.9890260631001	right	right_tank1	159.0	match
21418	455	312	258.0	181.0	255.0	238.27147766323023	left	left_tank1	270.0	match
21418	2346	340	212.0	181.0	255.0	228.4356846473029	right	right_tank1	284.0	match
21419	324	275	702.0	0.0	255.0	235.16315789473683	left	left_tank1	139.0	match
21419	2222	295	656.5	0.0	255.0	236.73314606741573	right	right_tank1	160.0	match
21419	456	311	262.0	181.0	255.0	236.93265993266	left	left_tank1	271.0	match
21419	2346	340	205.0	181.0	255.0	229.2692307692308	right	right_tank1	284.0	match
21420	324	274	702.0	0.0	255.0	234.86238532110093	left	left_tank1	139.0	match
21420	2222	295	595.0	181.0	255.0	235.16871165644173	right	right_tank1	160.0	match
21420	455	312	237.5	181.0	255.0	238.0446096654275	left	left_tank1	270.0	match
21420	2346	340	234.0	181.0	255.0	232.79166666666669	right	right_tank1	284.0	match
21421	324	274	724.5	0.0	255.0	231.5444162436548	left	left_tank1	139.0	match
21421	322	264	19.0	0.0	200.0	193.0	left	left_tank1	137.0	xdif
21421	2222	296	665.0	181.0	255.0	239.56906077348063	right	right_tank1	160.0	match
21421	455	312	256.5	181.0	255.0	238.04181184668988	left	left_tank1	270.0	
21421	2346	340	233.5	181.0	255.0	232.6515151515152	right	right_tank1	284.0	xdif
21422	324	274	820.0	0.0	255.0	233.13288288288288	left	left_tank1	139.0	match
21422	322	261	20.5	0.0	197.0	193.6551724137931	left	left_tank1	137.0	xdif
21422	2223	297	626.5	181.0	255.0	239.51474926253687	right	right_tank1	161.0	match
21422	454	312	235.5	181.0	255.0	238.6015037593985	left	left_tank1	269.0	
21422	2345	341	244.0	182.0	255.0	234.5309090909091	right	right_tank1	283.0	xdif
21423	324	274	693.5	0.0	255.0	230.4002624671916	left	left_tank1	139.0	match
21423	324	263	19.5	0.0	201.0	193.53571428571428	left	left_tank1	139.0	xdif
21423	2222	297	665.5	181.0	255.0	237.18030513176143	right	right_tank1	160.0	match
21423	455	311	239.5	181.0	255.0	237.0434782608696	left	left_tank1	270.0	
21423	2345	340	272.5	181.0	255.0	235.2843137254902	right	right_tank1	283.0	xdif
21424	325	275	644.0	0.0	255.0	232.0098314606741	left	left_tank1	140.0	match
21424	324	263	19.5	0.0	201.0	193.53571428571428	left	left_tank1	139.0	xdif
