frame	cX	cY	area	minI	maxI	meanI	video	cluster	glare	camera	tank	cXtank
-3.746091100335902	-1.048819986335353	3.030331810336658	-0.853017098781737	0.0	209.0	201.5151515151516	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.2540262068141232	-0.700395637974418	3.1240025554325404	0.7706762223662029	201.0	255.0	231.32638888888889	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.2540262068141232	-0.6196134120078312	3.1528243231543502	1.173130122479795	201.0	255.0	230.32249322493223	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.2540262068141232	-0.7664901864925344	3.4986855358160693	-0.9039020746581682	202.0	218.0	209.9032258064516	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	0.8279387987469664	1.7765849144379269	-0.6263476607867254	0.0	217.0	201.8428571428572	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	1.1225083297968437	2.1368570109605507	-0.8715207263731666	202.0	249.0	223.82857142857145	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	-0.5902380571108905	2.879017529797156	-0.5615849642167222	201.0	203.0	201.34615384615384	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	-0.7167152795838294	2.9150447394494186	1.8300089019755428	201.0	233.0	207.42587601078168	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	-0.7036595662963002	2.9150447394494186	-0.2285196675709908	201.0	249.0	216.3025210084033	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	-0.6489887669047718	2.9438665071712284	6.506800775709353	0.0	225.0	205.37371663244355	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	-0.6440928744219484	2.929455623310324	-0.913153888453883	200.0	203.0	200.7083333333333	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	-0.5804462721452436	2.9438665071712284	-0.2100160399795613	201.0	211.0	202.9172932330827	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	-0.3160680780727777	2.9438665071712284	-0.3904264089959992	201.0	255.0	232.6213592233009	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	-0.7240591183080646	3.32575492948521	-0.8900243539645961	0.0	204.0	200.5	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	-0.5812622542257142	3.3401658133461147	-0.8576430056795944	0.0	207.0	200.4193548387097	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	-0.5886060929499494	3.38339846492883	-0.9085279815560257	0.0	208.0	201.28	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	-0.5820782363061847	3.3906039068592824	-0.9177797953517404	0.0	203.0	200.66666666666663	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	1.287336710051899	3.224878742458875	-0.9177797953517404	0.0	202.0	200.4782608695652	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	1.261225283476841	3.318549487554757	-0.9085279815560257	0.0	204.0	200.88	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.254108821264431	0.6467907768824991	2.144062452891004	-0.8021321229053059	0.0	209.0	201.2051282051282	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.25286960450982	0.3318216938208577	1.084862489114489	-0.9039020746581682	201.0	239.0	213.0606060606061	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.2527869900595128	0.3310057117403871	1.0776570471840363	-0.510699988340291	201.0	255.0	232.73684210526315	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.2527043756092051	0.3301897296599165	1.0776570471840363	-0.1545051572052728	0.0	255.0	228.25	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.2527043756092051	0.3285577654989753	1.0776570471840363	-0.9039020746581682	0.0	253.0	214.92592592592592	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.2301506306752936	0.3301897296599165	0.9479590924358918	-0.8761466332710239	201.0	226.0	211.80645161290323	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.1871085020651546	0.3293737475794459	1.221765885793086	-0.8622689125774518	201.0	255.0	234.88888888888889	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.1790949003853397	0.3252938371770931	1.1353005826276563	-0.8853984470667386	0.0	252.0	204.0	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.1538974930415924	0.3310057117403871	0.9263427666445344	-0.9224057022495976	201.0	217.0	210.625	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.130517603604607	0.3269258013380342	1.142506024558109	-0.9085279815560257	0.0	224.0	202.04	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.1158122314498953	0.3261098192575636	1.056040721392679	-0.8946502608624535	0.0	221.0	204.88888888888889	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.1093683043259206	0.3334536579817988	1.142506024558109	-0.913153888453883	0.0	255.0	207.4583333333333	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.0896234507024594	0.3269258013380342	1.1280951406972035	-0.8946502608624535	0.0	219.0	202.37037037037035	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.0885494628484635	0.3310057117403871	0.9479590924358918	-0.8715207263731666	201.0	232.0	218.80645161290323	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.0865667160410868	0.3285577654989753	1.1641223503494662	-0.8576430056795944	0.0	255.0	202.48387096774192	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.0771486687060468	0.3326376759013282	1.0344243956013215	-0.9224057022495976	0.0	250.0	211.75	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.077066054255739	0.3334536579817988	1.0272189536708691	-0.8992761677603108	0.0	255.0	213.03703703703704	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.0670697057685476	-1.1973287249809972	0.8182611376877472	3.023492881622747	0.0	255.0	234.26434426229508	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-1.056742899480127	0.3261098192575636	1.0776570471840363	-0.913153888453883	0.0	255.0	209.5	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.970162955558004	0.3301897296599165	1.1713277922799188	-0.8853984470667386	0.0	255.0	193.78571428571428	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.8858136017941807	0.3301897296599165	1.1569169084190138	-0.853017098781737	201.0	255.0	227.26470588235293	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.8429367020846563	0.3318216938208577	1.1713277922799188	-0.913153888453883	0.0	242.0	208.41666666666663	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.8083212474058687	0.3269258013380342	1.1713277922799188	-0.8853984470667386	203.0	239.0	218.75	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.8082386329555614	0.3261098192575636	1.1641223503494662	-0.8853984470667386	202.0	244.0	223.8275862068965	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.8033643803874266	0.3310057117403871	1.1641223503494662	-0.8761466332710239	0.0	246.0	201.1379310344828	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.802786079235275	0.3252938371770931	1.041629837531774	-0.853017098781737	201.0	211.0	206.2926829268293	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.791798357344395	0.3244778550966225	1.0344243956013215	-0.853017098781737	202.0	218.0	208.7297297297297	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.7917157428940876	0.3252938371770931	1.0344243956013215	-0.913153888453883	201.0	219.0	208.7142857142857	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.698361414046761	0.3326376759013282	1.084862489114489	-0.9224057022495976	0.0	223.0	203.22727272727272	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.6982787995964536	0.3326376759013282	1.084862489114489	-0.9224057022495976	0.0	223.0	203.22727272727272	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.691421800220942	0.3301897296599165	0.9911917440186068	-0.8761466332710239	0.0	222.0	204.17241379310343	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.6910913424197125	0.3277417834185048	1.1353005826276563	-0.8391393780881649	0.0	246.0	201.0909090909091	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.6791948615754514	-1.198144707061468	0.8110556957572947	2.597909447019868	201.0	255.0	229.3333333333333	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.6150034336866259	0.3277417834185048	0.9911917440186068	-0.8483911918838797	0.0	231.0	196.3125	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.5924496887527142	0.3269258013380342	1.0632461633231316	-0.8853984470667386	0.0	236.0	205.1379310344828	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.5923670743024069	0.3269258013380342	1.0488352794622269	-0.8668948194753092	0.0	229.0	205.1290322580645	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.5922844598520994	0.3269258013380342	1.0488352794622269	-0.8668948194753092	0.0	221.0	205.1935483870968	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.5922018454017921	0.3269258013380342	1.0344243956013215	-0.8668948194753092	0.0	226.0	204.8709677419355	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.5898886407931858	0.3318216938208577	1.1064788149058464	-0.8715207263731666	0.0	236.0	197.46666666666667	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.5400721272578424	0.3293737475794459	1.1497114664885613	-0.8853984470667386	0.0	212.0	200.48148148148147	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.5152051777153244	0.3310057117403871	1.0992733729753938	-0.913153888453883	0.0	225.0	201.17391304347825	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.492486203880798	0.3318216938208577	1.1353005826276563	-0.7743766815181616	0.0	245.0	205.97916666666663	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.4924035894304906	0.3334536579817988	1.1208896987667514	-0.8946502608624535	0.0	252.0	209.29629629629628	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.4154069217440229	1.628417219688599	3.477069210024712	-0.8946502608624535	208.0	235.0	219.06666666666663	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.3896312132481239	0.3261098192575636	1.0488352794622269	-0.853017098781737	0.0	255.0	202.51612903225805	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.3895485987978165	0.3261098192575636	1.0632461633231316	-0.8576430056795944	0.0	255.0	202.13333333333333	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.3881441531425912	0.3334536579817988	1.0128080698099642	-0.8900243539645961	0.0	251.0	206.92592592592592	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.3872353941892102	0.3285577654989753	0.9983971859490592	-0.9224057022495976	0.0	212.0	200.04545454545456	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.3871527797389028	0.3277417834185048	1.0200135117404163	-0.9224057022495976	0.0	215.0	199.8636363636364	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.3611292278920817	0.3285577654989753	1.1641223503494662	-0.8946502608624535	0.0	233.0	182.5769230769231	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.3160217380242583	0.3269258013380342	1.1064788149058464	-0.8992761677603108	0.0	229.0	199.7692307692308	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.2763668018767213	0.3261098192575636	1.0632461633231316	-0.913153888453883	0.0	238.0	213.73076923076923	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.2610005141195507	0.3318216938208577	1.142506024558109	-0.8853984470667386	0.0	244.0	196.85185185185185	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.2494344910765191	0.3310057117403871	0.9335482085749868	-0.913153888453883	201.0	235.0	214.2083333333333	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.2244023126333863	0.3301897296599165	1.1497114664885613	-0.8761466332710239	0.0	214.0	199.9642857142857	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.2087055670749863	0.3310057117403871	0.9623699762967968	-0.8807725401688813	202.0	236.0	218.8275862068965	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.1897042435042915	0.3318216938208577	0.9263427666445344	-0.8298875642924501	203.0	238.0	219.65	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.1579802945862619	0.3277417834185048	1.070451605253584	-0.5939663125017238	202.0	237.0	223.8271604938272	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.1578976801359545	0.3269258013380342	1.0776570471840363	-0.4968222676467189	201.0	239.0	222.9782608695652	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.1578150656856471	0.3269258013380342	1.0920679310449417	-0.4413113848724303	201.0	245.0	223.60416666666663	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.1577324512353397	0.3293737475794459	1.041629837531774	-0.8761466332710239	0.0	253.0	226.84375	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.1474056449469186	0.3310057117403871	1.1280951406972035	-0.779002588416019	0.0	219.0	199.15	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.1198124185442575	0.3350856221427399	1.1136842568362988	-0.9039020746581682	0.0	231.0	203.23076923076923	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.1133684914202827	0.3301897296599165	1.1713277922799188	-0.8576430056795944	0.0	224.0	198.6774193548387	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.1096508411564511	0.3318216938208577	0.9263427666445344	-0.8113839367010206	201.0	216.0	206.65	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.0946976256508174	-1.198144707061468	0.8182611376877472	2.537772657347722	0.0	255.0	231.47767857142856	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.0904016742348342	0.3310057117403871	1.084862489114489	-0.1174979020224138	201.0	255.0	222.8688524590164	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.0508293525376046	0.3318216938208577	0.9551645343663444	-0.9177797953517404	201.0	235.0	217.4583333333333	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.0392633294945729	0.3277417834185048	1.1353005826276563	-0.8900243539645961	0.0	250.0	208.29629629629628	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.0338107757742866	0.3285577654989753	1.1785332342103712	-0.9177797953517404	0.0	250.0	200.3478260869565	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.0055566337691665	0.3318216938208577	1.1641223503494662	-0.7882544022117337	0.0	214.0	198.45	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
-0.0054740193188591	0.3318216938208577	1.1713277922799188	-0.816009843598878	0.0	214.0	197.75	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.0103879551401556	0.3277417834185048	1.070451605253584	-0.9177797953517404	0.0	253.0	210.08695652173915	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.0502907346386147	0.3310057117403871	1.1353005826276563	-0.8992761677603108	0.0	242.0	200.52	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.0627655166350274	0.3310057117403871	0.9551645343663444	-0.9177797953517404	201.0	228.0	212.91666666666663	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.0914327308916844	0.3277417834185048	1.0776570471840363	-0.9085279815560257	0.0	240.0	201.16666666666663	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.1044858140402486	0.3293737475794459	1.1641223503494662	-0.8252616573945928	203.0	240.0	218.0857142857143	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.1131603313225223	0.3310057117403871	1.1569169084190138	-0.9224057022495976	0.0	235.0	204.5909090909091	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.1246437399152466	0.3310057117403871	1.1641223503494662	-0.9039020746581682	201.0	254.0	222.14814814814807	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.1813998672764089	0.3277417834185048	1.1353005826276563	-0.8021321229053059	0.0	250.0	198.2631578947368	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.2038709977600132	0.3301897296599165	1.1785332342103712	-0.7975062160074485	201.0	239.0	214.775	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.2322077542154407	0.3285577654989753	1.1713277922799188	-0.8761466332710239	201.0	224.0	210.6896551724137	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.2821068822010915	0.3285577654989753	1.2289713277235386	-0.8668948194753092	202.0	225.0	211.5483870967741	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.2950773508993484	0.3326376759013282	0.9335482085749868	-0.8853984470667386	203.0	255.0	227.66666666666663	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.302843109228241	0.3285577654989753	1.0992733729753938	-0.9224057022495976	0.0	225.0	200.1818181818182	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.3164744935289569	0.3318216938208577	1.1569169084190138	-0.8668948194753092	0.0	232.0	200.51724137931035	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.3175484813829527	0.3301897296599165	1.1353005826276563	-0.9039020746581682	0.0	251.0	213.04	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.4062764010130667	0.3269258013380342	1.0488352794622269	-0.8992761677603108	0.0	215.0	199.44	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.4337870129654205	0.3269258013380342	1.0632461633231316	-0.8853984470667386	0.0	215.0	200.07407407407408	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.4338696274157279	0.3269258013380342	1.0632461633231316	-0.8853984470667386	0.0	215.0	200.07407407407408	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.4703026000012775	0.3318216938208577	1.1280951406972035	-0.9224057022495976	0.0	226.0	202.5	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.4714592023055807	0.3318216938208577	1.0920679310449417	-0.913153888453883	0.0	245.0	203.66666666666663	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.4766639126749449	0.3244778550966225	0.9983971859490592	-0.9177797953517404	201.0	228.0	212.4	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.5231758481979936	0.3318216938208577	1.1353005826276563	-0.853017098781737	0.0	255.0	205.3636363636364	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.5232584626483009	0.3318216938208577	1.1280951406972035	-0.9177797953517404	0.0	255.0	202.3913043478261	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.5325938955330336	0.3310057117403871	1.1353005826276563	-0.8483911918838797	0.0	253.0	211.72727272727272	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.538294292604242	0.3277417834185048	1.1353005826276563	-0.8483911918838797	0.0	249.0	203.375	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.540772726113463	0.3310057117403871	1.1641223503494662	-0.8715207263731666	0.0	255.0	199.51724137931035	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.5422597862189957	0.3318216938208577	1.1064788149058464	-0.8992761677603108	0.0	246.0	202.64	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.5759664819444021	0.3342696400622694	1.1641223503494662	-0.9224057022495976	202.0	255.0	224.7391304347826	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.5859628304315938	0.3285577654989753	1.1497114664885613	-0.8946502608624535	0.0	251.0	197.96153846153848	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.5876151194377411	0.3293737475794459	1.1064788149058464	-0.9039020746581682	0.0	236.0	206.1851851851852	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.5986028413286212	0.3310057117403871	1.0632461633231316	-0.54770724352315	201.0	230.0	213.80281690140845	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.6056250696047476	0.3269258013380342	1.1136842568362988	-0.9177797953517404	0.0	255.0	205.8695652173913	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.6249568509766719	0.3310057117403871	1.1713277922799188	-0.8900243539645961	0.0	255.0	192.11111111111111	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.6250394654269792	0.3285577654989753	1.1497114664885613	-0.7697507746203042	0.0	255.0	200.1818181818182	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.6597375345560741	0.3269258013380342	1.1064788149058464	-0.9085279815560257	0.0	247.0	204.68	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.67179924430095	0.3318216938208577	1.1136842568362988	-0.7604989608245895	0.0	255.0	205.0	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.6752690512138594	0.3310057117403871	1.1641223503494662	-0.8946502608624535	0.0	245.0	199.0769230769231	/Users/oakley/Downloads/out_00.mp4	-1	no	left	noise	
0.7668884766047314	-1.1140985527729987	-1.4514530704047837	-0.8298875642924501	203.0	243.0	221.3055555555556	/Users/oakley/Downloads/out_03.mp4	5	no	left	noise	
0.7670537055053461	-1.1132825706925282	-1.4370421865438787	-0.5754626849102943	201.0	255.0	232.7611940298508	/Users/oakley/Downloads/out_03.mp4	5	no	left	noise	
