1,497485
2,493986
3,493559
4,497839
5,501921
6,499139
7,497315
8,490684
9,487051
10,485618
11,485029
12,483033
13,486311
14,488911
15,495484
16,489794
17,487067
18,491592
19,497604
20,501470
21,517981
22,512900
23,516251
24,523294
25,521676
26,522386
27,518054
28,518876
29,517895
30,517781
31,515412
32,508780
33,504348
34,503668
35,499865
36,498961
37,498555
38,491074
39,494619
40,492398
41,493697
42,495225
43,495288
44,498202
45,501219
46,504354
47,505092
48,512544
49,515849
50,514321
51,512045
52,511553
53,507147
54,502720
55,499611
56,500570
57,500343
58,499610
59,496998
60,502180
61,503035
62,504412
63,503498
64,507150
65,504124
66,504802
67,501226
68,496231
69,487835
70,483456
71,485576
72,490543
73,483201
74,487248
75,487729
76,483064
77,475133
78,478570
79,489621
80,494367
81,499722
82,500947
83,498485
84,495672
85,496351
86,498675
87,497535
88,499367
89,496347
90,494804
91,494197
92,504480
93,509061
94,511248
95,511278
96,510421
97,508527
98,513916
99,519407
100,529252
101,528199
102,523885
103,516098
104,513985
105,516238
106,512408
107,510054
108,510410
109,513207
110,514486
111,511081
112,505041
113,490310
114,485455
115,480064
116,480984
117,483592
118,483589
119,485029
120,491576
121,491173
122,484421
123,481919
124,479694
125,476764
126,480599
127,484154
128,488367
129,484861
130,481769
131,481481
132,483788
133,488288
134,489566
135,490015
136,490669
137,485729
138,482980
139,482936
140,485500
141,488963
142,496444
143,501657
144,508128
145,511449
146,513234
147,516557
148,531646
149,527502
150,520572
151,525070
152,530711
153,530148
154,525880
155,519742
156,512286
157,512237
158,512748
159,512100
160,510915
161,506780
162,502205
163,487578
164,479837
165,475145
166,471817
167,469918
168,467013
169,465471
170,463854
171,459622
172,462802
173,473858
174,482593
175,487995
176,487230
177,501860
178,505410
179,503438
180,510822
181,509106
182,512111
183,512547
184,518335
185,522964
186,516358
187,512743
188,513532
189,510470
190,501305
191,495495
192,490171
193,489569
194,489832
195,492804
196,498127
197,497652
198,497520
199,508832
200,512842
201,514442
202,510103
203,502430
204,498950
205,497501
206,494819
207,495447
208,495311
209,490999
210,487557
211,488983
212,489797
213,487363
214,495616
215,501842
216,506981
217,498404
218,492607
219,493126
220,489180
221,485501
222,487476
223,481437
224,477435
225,479080
226,481591
227,485528
228,489189
229,496309
230,497438
231,504511
232,511091
233,521541
234,523774
235,523086
236,518764
237,509033
238,503723
239,490696
240,481695
241,475827
242,472138
243,470833
244,470051
245,467912
246,471308
247,471305
248,478719
249,484790
250,488895
251,496262
252,501827
253,506443
254,510737
255,516574
256,517821
257,519140
258,525359
259,518024
260,513458
261,511420
262,500255
263,498284
264,489212
265,482116
266,475557
267,479294
268,483481
269,491302
270,502507
271,519306
272,524193
273,519696
274,516134
275,514742
276,507360
277,499073
278,493127
279,490429
280,490575
281,485632
282,489815
283,497176
284,503143
285,504533
286,502966
287,507253
288,502891
289,488804
290,483474
291,477826
292,470030
293,470472
294,478819
295,480015
296,477228
297,479175
298,481114
299,485625
300,494527
301,499201
302,500294
303,504099
304,494429
305,492462
306,490690
307,485971
308,489363
309,489919
310,488788
311,490255
312,488911
313,490859
314,489810
315,490150
316,501820
317,508225
318,507985
319,501314
320,497502
321,497578
322,501942
323,503781
324,505212
325,498544
326,490067
327,482960
328,484297
329,488655
330,491729
331,493342
332,496975
333,489911
334,490896
335,491337
336,491041
337,491419
338,485294
339,479925
340,475357
341,474816
342,470540
343,476227
344,486196
345,492419
346,493629
347,499774
348,503792
349,507009
350,510124
351,508095
352,508510
353,505631
354,503037
355,500148
356,503748
357,505452
358,499799
359,499592
360,499190
361,504162
362,503917
363,495743
364,499652
365,503067
366,491178
367,480346
368,474347
369,474077
370,483237
371,486694
372,484511
373,478527
374,476425
375,481511
376,487572
377,489829
378,487531
379,483189
380,480200
381,474987
382,466665
383,460811
384,455644
385,459859
386,462394
387,466781
388,470293
389,475019
390,484577
391,493245
392,503700
393,512520
394,511944
395,510659
396,519894
397,527928
398,519698
399,518761
400,509134
401,502386
402,500613
403,492094
404,487728
405,486888
406,488910
407,489160
408,491274
409,490663
410,491135
411,486621
412,486471
413,494396
414,502728
415,505475
416,509274
417,514167
418,512366
419,508647
420,504427
421,499284
422,503341
423,502112
424,502272
425,498659
426,493655
427,485345
428,476310
429,474290
430,474408
431,466234
432,464191
433,460092
434,457086
435,462788
436,464568
437,462448
438,459045
439,459264
440,460251
441,462681
442,469547
443,474745
444,480017
445,486659
446,482318
447,492091
448,504309
449,509244
450,517450
451,525712
452,524526
453,521482
454,521797
455,517574
456,512908
457,503793
458,498216
459,492028
460,486180
461,480884
462,481572
463,478016
464,482452
465,486300
466,484740
467,484050
468,482920
469,483190
470,476182
471,477283
472,473972
473,475272
474,474739
475,480410
476,483323
477,480801
478,477240
479,473628
480,477398
481,477994
482,487061
483,493403
484,496042
485,501885
486,501779
487,495017
488,498296
489,501272
490,496262
491,494885
492,493186
493,489508
494,492817
495,487067
496,482663
497,490975
498,497145
499,502935
500,508971
501,504563
502,504301
503,495116
504,490310
505,488110
506,479712
507,479217
508,478902
509,474898
510,471632
511,469568
512,469228
513,473791
514,474934
515,473992
516,465409
517,466180
518,462424
519,460627
520,466481
521,476097
522,481307
523,491194
524,496964
525,495709
526,496796
527,489367
528,487764
529,491502
530,493206
531,488430
532,487632
533,480038
534,470565
535,469498
536,470966
537,475027
538,479370
539,483454
540,491429
541,497042
542,507280
543,518104
544,524283
545,519287
546,519043
547,512064
548,509106
549,502003
550,491006
551,484531
552,486003
553,489538
554,487160
555,483459
556,490827
557,495122
558,499373
559,498201
560,503484
561,498330
562,495865
563,482980
564,476755
565,471106
566,472003
567,477226
568,480211
569,470668
570,474047
571,473115
572,469018
573,465771
574,467245
575,463458
576,465608
577,465583
578,464923
579,465933
580,471919
581,472628
582,472889
583,469901
584,475979
585,484438
586,482235
587,482378
588,487783
589,493219
590,493389
591,494052
592,493300
593,496960
