date,country,location,VL,linkL,VR,linkR,start,end,offset,name,redownload,recfr,reclip
July2023,Belize,Southwater,left_s3,1HBMNtSBlK53d1dRnUvSVTAOpIB5K4apE,right_s3,1egLhe0blhToZWomQOOmSAKy_B0776W1u,200,4000,0,2023smalle3,1,1,1
