date,country,location,VL,linkL,VR,linkR,start,end,offset,name,redownload,recfr,reclip
Jul-23,Belize,Southwater,left_s4cal,1y6u405zKpXvdv7iy_RT3nCGV0FRO1iRO,right_s4cal,1jUJuNEy0jyjhPE5eAZ7RSMCGu79iljcc,2,4500,0,2023smalle4,1,1,1
