date,country,location,VL,linkL,VR,linkR,start,end,offset,name,redownload,recfr,reclip
6-Jul,Belize,Southwater,left76s4,1FjXvKn9udIARkfXZR0nMO1KCO-dBIP6H,right76s4,1FjXvKn9udIARkfXZR0nMO1KCO-dBIP6H,60,4250,0,2023smalle4-76,1,1,1
