date,country,location,clip,videoL,linkL,videoR,linkR,start,end,offset,name,stereomap,baseline
2018,Panama,Bocas,signal,180208-1,1BP46VIVJ7EMZ0MjS05G_wLWHulykCwET,180209-2,1BWkJiHQ2-bntXjqV1-x4bi_munxjJRby,10800,28800,-14,bocasNOL1,2018bocas,122.5


