date,country,location,name,videolink,VL,VR,start,end,framesize,checkdim,squaresize,L_move,L_mindist,L_dist,L_bord,R_move,R_mindist,R_dist,R_bord,P_move,P_dist,P_mindist,redownload,recfr,reclip
2024,Panama,Bocas,2024bocas,1Satzepf6AxMlRIPrOFO33fAKcrxJlnaa,smalle4calL,smalle4calR,1,5400,1920 1080,8 6,21,1,5,18,40,1,5,18,40,1,20,2,0,0,1
