date,country,location,VL,linkL,VR,linkR,start,end,offset,name,framesize,checkdim,squaresize,L_move,L_mindist,L_dist,L_bord,R_move,R_mindist,R_dist,R_bord,P_move,P_dist,P_mindist,P_border
19-Oct,Belize,Southwater,161303-1_L,1_vhH9mNFtHswIcBcIwN0XQ_7L6Q6eCq6,161303-2_R,1LzJHVtp41w8dDuvgFG6gpdZlSQHeeVac,1000,6000,-15,2019southwater,640 480,8 6,21,1,9,70,0,1,9,70,0,1.5,90,10,60
