date,country,location,clip,videoL,linkL,videoR,linkR,start,end,offset,name,stereomap,baseline
2019,Belize,Southwater,signal,185538-1_L,1ouXtTiRl70z-hTEcg29FIZlk4pjJUWMQ,185539-2_R,1M_Xkw3Z1Vn96DXFrIDNgjVNV5Wkf-Jhz,30130,30330,-13,southpan2,2019southwater,125
