date,country,location,name,VL,linkL,VR,linkR,start,end,offset,framesize,checkdim,squaresize,L_move,L_mindist,L_dist,L_bord,R_move,R_mindist,R_dist,R_bord,P_move,P_dist,P_mindist,P_border
2017,Belize,Hangman,2017hangman,174159-2_L,1DvkhoebXzOrJLv8ZfeKdwzJi0IyRy_nZ,174157-1_R,1kGIRJOB2PoSA2_UQF0Vl7v7FkYzBlcm0,13850,14500,32,640 480,8 6,21,2,2,17,35,3,2,17,35,3.3,20,1.5,75


