date,country,location,VL,linkL,VR,linkR,start,end,offset,name,stereomap,baseline,framesize
2022,Panama,Manglar Bocas,193553-1,16Emt6BR7Q2JdTqMTb5vr5Q_iOSoSxsmf,193554-2,1kfkrmAGKjU_wkl_OAUu9zqn6yiEdIuyu,22700,22800,-12,mfu1_,2022bocas,130,640 480
